TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.013725	0.001770	0.000175	0.000170	0.000060	0.000051	0.000337	0.000072	0.000022	0.000084	0.000177	0.000266	0.000130	0.000150	0.000068	0.000313	0.000052	0.000245	0.000011	0.000142	0.000139	0.000041	0.000079	0.000005	0.000038	0.000055	0.000126	0.000116	0.000289	0.000135	0.000185	0.000315	0.000213	0.000123	0.000089	0.000034	0.000380	0.000186	0.000146	0.000087	0.000154	0.000179	0.000108	0.000017	0.000053	0.000107	0.000092	0.000197	0.000893	0.001177	0.000657	0.000264	0.000189	0.000164	0.000067	0.000357	0.000126	0.000089	0.000119	0.000561	0.000188	0.001511	0.000532	0.001515	0.001069	0.001132	0.000765	0.000611	0.000096	0.000096	0.003144	0.962970
EPA	0.001540	0.027162	0.011833	0.005619	0.001649	0.001682	0.001619	0.002123	0.001594	0.000859	0.000650	0.000399	0.000294	0.000363	0.000170	0.002837	0.000101	0.000379	0.000172	0.000379	0.000444	0.000419	0.000432	0.000039	0.000468	0.000796	0.000709	0.001645	0.001147	0.000358	0.001053	0.000452	0.000682	0.000236	0.000163	0.000103	0.000583	0.000112	0.000128	0.000189	0.000314	0.000617	0.001119	0.000350	0.000189	0.000065	0.000106	0.000365	0.001218	0.000733	0.000253	0.000632	0.000156	0.000071	0.000020	0.000083	0.000061	0.000042	0.000082	0.000123	0.000312	0.000394	0.000268	0.000361	0.000115	0.000433	0.000161	0.000051	0.000011	0.000011	0.001009	0.918691
has	0.000284	0.022031	0.038642	0.020314	0.004393	0.000443	0.000409	0.001205	0.000351	0.000507	0.000595	0.000290	0.000032	0.000094	0.000103	0.001915	0.000511	0.001214	0.000098	0.000196	0.000343	0.000070	0.000133	0.000006	0.000127	0.000226	0.000135	0.000034	0.000063	0.000012	0.000034	0.000197	0.000174	0.000080	0.000080	0.000022	0.000026	0.000039	0.000009	0.000029	0.000021	0.000016	0.000039	0.000020	0.000065	0.000184	0.000168	0.000199	0.000205	0.000223	0.000082	0.000007	0.000008	0.000001	0.000001	0.000007	0.000013	0.000011	0.000047	0.000008	0.000022	0.000057	0.000001	0.000015	0.000002	0.000011	0.000007	0.000001	0.000000	0.000001	0.000388	0.902704
determined	0.000444	0.066860	0.333898	0.079039	0.017584	0.002458	0.002758	0.014275	0.001398	0.007167	0.002491	0.001180	0.000125	0.000673	0.004417	0.017145	0.003089	0.006777	0.002136	0.002459	0.001310	0.000431	0.000157	0.000010	0.000118	0.000179	0.000146	0.000039	0.000066	0.000035	0.000020	0.000179	0.000791	0.000871	0.000444	0.000217	0.000088	0.000512	0.000049	0.000022	0.000017	0.000181	0.000358	0.000088	0.000160	0.000250	0.000127	0.000232	0.000365	0.005107	0.001037	0.000140	0.000098	0.000014	0.000017	0.000025	0.000028	0.000019	0.000029	0.000020	0.000033	0.000068	0.000002	0.000022	0.000008	0.000011	0.000017	0.000011	0.000001	0.000008	0.000419	0.419030
that	0.001029	0.056682	0.236631	0.076196	0.014968	0.003899	0.004526	0.007348	0.001007	0.010364	0.002247	0.001247	0.000164	0.000803	0.005055	0.022099	0.003754	0.004636	0.001473	0.002531	0.001128	0.000275	0.000084	0.000003	0.000114	0.000165	0.000066	0.000047	0.000059	0.000050	0.000034	0.000132	0.000525	0.001091	0.000609	0.000282	0.000298	0.000803	0.000066	0.000021	0.000008	0.000088	0.000067	0.000021	0.000049	0.000111	0.000072	0.000106	0.000289	0.004355	0.000849	0.000299	0.000070	0.000006	0.000008	0.000010	0.000007	0.000003	0.000020	0.000006	0.000013	0.000034	0.000004	0.000033	0.000020	0.000021	0.000010	0.000019	0.000002	0.000007	0.000486	0.530398
the	0.003647	0.032773	0.062566	0.079117	0.037619	0.038167	0.010776	0.029804	0.009523	0.014172	0.002931	0.000728	0.000139	0.000263	0.005746	0.021136	0.003472	0.006663	0.003280	0.001718	0.002194	0.000743	0.000194	0.000005	0.000167	0.000237	0.000177	0.000046	0.000028	0.000024	0.000011	0.000194	0.000346	0.004396	0.001709	0.000352	0.000234	0.000298	0.000174	0.000079	0.000024	0.000224	0.000236	0.000056	0.000073	0.000046	0.000038	0.000164	0.000454	0.003822	0.002357	0.001301	0.000239	0.000131	0.000061	0.000083	0.000060	0.000036	0.000087	0.000030	0.000040	0.000060	0.000006	0.000018	0.000016	0.000008	0.000029	0.000053	0.000003	0.000009	0.000917	0.613472
impacts	0.004526	0.010896	0.012728	0.030971	0.035192	0.114609	0.034450	0.027345	0.031333	0.051495	0.005821	0.003451	0.000934	0.003291	0.013322	0.010892	0.000509	0.001095	0.001478	0.001347	0.001055	0.000354	0.000910	0.000056	0.000979	0.000776	0.000119	0.000112	0.000063	0.000089	0.000093	0.000140	0.000236	0.000399	0.000567	0.000172	0.000644	0.000548	0.000339	0.000493	0.000362	0.000530	0.000249	0.000028	0.000064	0.000052	0.000098	0.000067	0.000468	0.000472	0.000554	0.000640	0.000364	0.001272	0.000205	0.000354	0.000733	0.000189	0.000371	0.000181	0.000410	0.000201	0.000056	0.000054	0.000116	0.000135	0.000145	0.000166	0.000051	0.000049	0.001539	0.585994
would	0.001181	0.004450	0.043750	0.178706	0.103379	0.147486	0.029523	0.031150	0.024610	0.085974	0.007546	0.003520	0.000242	0.002755	0.038828	0.037561	0.003073	0.010162	0.004668	0.006535	0.003361	0.000241	0.000227	0.000008	0.000248	0.000209	0.000019	0.000007	0.000005	0.000008	0.000008	0.000024	0.000051	0.000572	0.000734	0.000368	0.000346	0.000769	0.000153	0.000202	0.000104	0.000071	0.000031	0.000005	0.000015	0.000010	0.000007	0.000013	0.000094	0.000320	0.000621	0.000318	0.000267	0.000265	0.000091	0.000214	0.000235	0.000050	0.000125	0.000052	0.000046	0.000024	0.000001	0.000003	0.000007	0.000016	0.000016	0.000046	0.000005	0.000013	0.000552	0.223701
be	0.000850	0.010096	0.078562	0.264124	0.093244	0.071991	0.029661	0.049143	0.007073	0.094962	0.015062	0.009226	0.001018	0.002308	0.063474	0.049407	0.002896	0.011032	0.006299	0.012847	0.006185	0.000660	0.000494	0.000008	0.000174	0.000266	0.000034	0.000012	0.000011	0.000013	0.000004	0.000022	0.000060	0.000900	0.000614	0.000362	0.000165	0.000588	0.000093	0.000149	0.000107	0.000073	0.000031	0.000008	0.000016	0.000016	0.000005	0.000006	0.000035	0.000745	0.000682	0.000163	0.000233	0.000081	0.000075	0.000091	0.000145	0.000056	0.000132	0.000067	0.000036	0.000075	0.000002	0.000005	0.000007	0.000004	0.000008	0.000060	0.000006	0.000023	0.000459	0.112458
minimal	0.002950	0.009882	0.036284	0.151357	0.058936	0.038649	0.018325	0.065253	0.035470	0.119140	0.077099	0.013721	0.003008	0.003584	0.042672	0.042413	0.000542	0.003521	0.005253	0.008301	0.003565	0.000686	0.000674	0.000025	0.000224	0.000226	0.000047	0.000053	0.000044	0.000028	0.000039	0.000091	0.000094	0.000743	0.000604	0.000361	0.000387	0.000995	0.000283	0.000641	0.001033	0.000272	0.000046	0.000018	0.000047	0.000036	0.000010	0.000012	0.000085	0.002792	0.001943	0.000301	0.000549	0.000180	0.000157	0.000481	0.000424	0.000160	0.000518	0.000375	0.000161	0.000207	0.000015	0.000018	0.000016	0.000022	0.000043	0.000455	0.000029	0.000099	0.001522	0.241804
