TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.236026	0.017916	0.010600	0.009164	0.009622	0.014363	0.008953	0.006673	0.007272	0.008816	0.008243	0.010488	0.009095	0.012362	0.011028	0.011880	0.022169	0.016493	0.009764	0.011243	0.021285	0.014075	0.012260	0.008913	0.011411	0.013710	0.013428	0.007825	0.006488	0.011370	0.010433	0.009818	0.012205	0.009057	0.009625	0.012926	0.010692	0.012003	0.008190	0.010434	0.009312	0.010809	0.011372	0.011533	0.006594	0.011765	0.010610	0.011936	0.013976	0.008865	0.006786	0.007248	0.009483	0.006968	0.010422	0.007766	0.007045	0.010923	0.004492	0.014002	0.008296	0.016855	0.006565	0.005430	0.009704	0.009123	0.008949	0.005762	0.008318	0.006373	0.021689	0.022714
EPA	0.173116	0.000685	0.004896	0.036526	0.008310	0.014082	0.003462	0.005673	0.008474	0.005341	0.012532	0.006827	0.018042	0.002426	0.004214	0.004076	0.029778	0.004477	0.013356	0.011835	0.036172	0.013507	0.016026	0.010831	0.004934	0.011802	0.014858	0.001779	0.006573	0.001925	0.010311	0.017669	0.005461	0.009000	0.004928	0.018755	0.002921	0.002984	0.006255	0.004707	0.033067	0.037578	0.002883	0.018670	0.009521	0.004592	0.012328	0.016482	0.003749	0.007371	0.003514	0.010989	0.003789	0.003815	0.015247	0.005125	0.002848	0.014342	0.004299	0.030795	0.002357	0.010092	0.001505	0.006809	0.001920	0.009605	0.010721	0.002667	0.041563	0.008241	0.036902	0.057090
has	0.137168	0.002772	0.007560	0.037300	0.025374	0.009136	0.001025	0.169595	0.012959	0.008088	0.019220	0.007830	0.002578	0.004351	0.003007	0.010809	0.020778	0.003554	0.005970	0.017593	0.022617	0.010165	0.004545	0.009917	0.006204	0.006464	0.009592	0.008601	0.007213	0.001177	0.002984	0.007513	0.008767	0.015541	0.012552	0.011634	0.003516	0.007050	0.037605	0.017006	0.004690	0.010832	0.005253	0.010750	0.011526	0.005593	0.004668	0.008897	0.006636	0.036458	0.014559	0.004268	0.015009	0.003824	0.008057	0.003874	0.006223	0.008270	0.004886	0.006796	0.007783	0.007937	0.006466	0.004664	0.001104	0.002274	0.005078	0.010759	0.002696	0.004958	0.023519	0.024366
determined	0.065102	0.010409	0.053117	0.000448	0.033563	0.013136	0.010379	0.003630	0.006903	0.001839	0.005507	0.013684	0.002829	0.001360	0.002513	0.026001	0.022489	0.035364	0.011048	0.012728	0.022674	0.017094	0.006582	0.013541	0.026757	0.010081	0.015830	0.012239	0.001811	0.001876	0.009869	0.007722	0.004242	0.005467	0.024434	0.015828	0.012579	0.007889	0.001867	0.019707	0.011047	0.008642	0.016937	0.012613	0.002175	0.010514	0.005660	0.012848	0.007073	0.016917	0.021324	0.026202	0.015350	0.011569	0.011771	0.012577	0.039110	0.012093	0.012297	0.007444	0.014059	0.003234	0.008241	0.001305	0.001503	0.006085	0.009652	0.007161	0.007300	0.004065	0.027998	0.065099
that	0.143378	0.019703	0.020124	0.005877	0.013417	0.016459	0.010388	0.003352	0.012140	0.005389	0.002933	0.021835	0.005472	0.002466	0.002560	0.011965	0.006866	0.043325	0.010902	0.021111	0.006151	0.020520	0.006854	0.004840	0.014826	0.005389	0.020573	0.008974	0.002565	0.003570	0.006349	0.014477	0.014237	0.004740	0.022285	0.017638	0.008627	0.018287	0.004449	0.014473	0.008018	0.005093	0.019088	0.014462	0.007157	0.011821	0.003561	0.013710	0.005010	0.015333	0.029327	0.007597	0.011732	0.007857	0.012943	0.011584	0.016319	0.013712	0.016807	0.017923	0.017004	0.007456	0.008263	0.002109	0.003283	0.005745	0.014503	0.013132	0.007774	0.004461	0.020958	0.046773
the	0.226795	0.023049	0.007896	0.005193	0.006297	0.017369	0.008249	0.003911	0.007958	0.011012	0.004425	0.006745	0.012109	0.004452	0.004277	0.007638	0.007891	0.017852	0.005270	0.015439	0.007522	0.019802	0.014911	0.005271	0.009050	0.007467	0.019767	0.005904	0.003899	0.003451	0.005926	0.010208	0.018469	0.005117	0.008004	0.018172	0.008959	0.022601	0.003464	0.010571	0.012090	0.014259	0.009631	0.017538	0.005054	0.014094	0.006316	0.017485	0.006177	0.004965	0.014325	0.007889	0.008903	0.006396	0.017166	0.008781	0.005910	0.017748	0.011516	0.039784	0.009425	0.011131	0.006457	0.003922	0.003576	0.006234	0.013666	0.005966	0.012580	0.008741	0.021150	0.038757
impacts	0.382740	0.001314	0.002828	0.006394	0.026075	0.012435	0.000029	0.008843	0.004953	0.001149	0.005870	0.014923	0.001604	0.001626	0.003900	0.007776	0.013040	0.012938	0.005063	0.007869	0.012038	0.015872	0.002569	0.005667	0.005576	0.015958	0.014441	0.003620	0.007276	0.002805	0.003913	0.007395	0.003765	0.002628	0.009281	0.014199	0.001336	0.002644	0.005988	0.014017	0.006430	0.004686	0.002708	0.012273	0.004454	0.001536	0.011550	0.013751	0.001304	0.006205	0.006564	0.006243	0.012999	0.003755	0.013211	0.004482	0.003773	0.013627	0.008600	0.014030	0.008495	0.003029	0.003601	0.005670	0.002999	0.003468	0.005947	0.002160	0.006380	0.012211	0.034216	0.087284
would	0.265932	0.011844	0.232031	0.002246	0.010545	0.005863	0.006513	0.004198	0.006257	0.000531	0.002650	0.021330	0.004555	0.001291	0.001698	0.007334	0.013690	0.008843	0.003456	0.023728	0.017025	0.006765	0.001628	0.005518	0.010579	0.003890	0.005967	0.010906	0.005370	0.001233	0.002172	0.005949	0.003101	0.002946	0.012298	0.005495	0.008055	0.001206	0.001020	0.008369	0.001179	0.002762	0.004665	0.003686	0.000881	0.004370	0.001616	0.003911	0.002637	0.053764	0.010333	0.011262	0.006708	0.007493	0.003735	0.003933	0.010990	0.003959	0.002153	0.003861	0.005458	0.005362	0.005927	0.003087	0.000906	0.001372	0.007588	0.002774	0.003424	0.001839	0.012560	0.051777
be	0.195488	0.018497	0.019090	0.006035	0.028129	0.013879	0.005774	0.008447	0.002674	0.004331	0.003500	0.017071	0.002113	0.004081	0.004287	0.021945	0.012719	0.011570	0.007656	0.037174	0.013467	0.018033	0.009654	0.006528	0.015122	0.006124	0.016350	0.021115	0.006598	0.001542	0.006439	0.006187	0.006254	0.009465	0.018942	0.014536	0.007591	0.008002	0.005724	0.019856	0.003818	0.015735	0.027908	0.011829	0.002882	0.008547	0.003123	0.011042	0.006669	0.007442	0.015726	0.007564	0.017284	0.011124	0.011237	0.008803	0.017841	0.011860	0.012332	0.008115	0.011352	0.007346	0.014267	0.004047	0.001260	0.004300	0.014324	0.005837	0.006709	0.005271	0.022324	0.040093
minimal	0.553351	0.004077	0.027428	0.001736	0.007735	0.021073	0.002322	0.000900	0.004639	0.000095	0.000918	0.006478	0.002001	0.001207	0.002867	0.004880	0.007651	0.007711	0.003439	0.013343	0.006829	0.021197	0.001314	0.003390	0.006153	0.004550	0.018946	0.000933	0.002125	0.000555	0.002028	0.002035	0.002079	0.001065	0.005305	0.014940	0.003776	0.000887	0.000512	0.004113	0.004808	0.001993	0.000939	0.010997	0.000280	0.002569	0.002300	0.011242	0.000823	0.006288	0.002689	0.003250	0.003176	0.002513	0.010281	0.000626	0.002431	0.010198	0.002968	0.006426	0.004636	0.002173	0.000680	0.001365	0.000402	0.001512	0.001820	0.000594	0.003645	0.001602	0.024137	0.094059
