TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.317733	0.005584	0.005313	0.000732	0.000339	0.000548	0.000888	0.002179	0.000170	0.000250	0.000069	0.000032	0.000009	0.000030	0.000036	0.000161	0.000156	0.000909	0.000057	0.000133	0.000012	0.000222	0.000362	0.000021	0.000268	0.000160	0.000675	0.000550	0.000043	0.000056	0.000075	0.000472	0.000314	0.000040	0.000043	0.000165	0.000450	0.000567	0.000358	0.000140	0.000733	0.000752	0.000196	0.000175	0.000843	0.000654	0.000300	0.002006	0.006806	0.006028	0.001159	0.000844	0.000564	0.000585	0.000965	0.000786	0.000529	0.000947	0.003829	0.000726	0.000230	0.001060	0.000576	0.000068	0.000064	0.000124	0.000490	0.000838	0.000063	0.000353	0.102577	0.523807
EPA	0.003876	0.061878	0.021250	0.008899	0.009633	0.020043	0.024969	0.021266	0.004839	0.007226	0.004770	0.003376	0.000660	0.002756	0.002153	0.008429	0.003341	0.011696	0.002293	0.008262	0.006586	0.013671	0.006879	0.001318	0.003673	0.005590	0.019580	0.005520	0.001440	0.000893	0.000981	0.004718	0.012811	0.004287	0.002688	0.004026	0.005169	0.004393	0.004691	0.002193	0.010194	0.016274	0.002282	0.002663	0.001837	0.006898	0.002205	0.016588	0.038928	0.042379	0.007022	0.017836	0.002304	0.002149	0.003861	0.006148	0.002225	0.005800	0.017625	0.008984	0.003661	0.024767	0.006766	0.001760	0.000680	0.001473	0.008309	0.004708	0.004087	0.005788	0.087758	0.293320
has	0.000807	0.017696	0.028672	0.006654	0.013825	0.103266	0.030002	0.144115	0.025340	0.013359	0.006728	0.014635	0.000945	0.028802	0.005496	0.015125	0.000135	0.003601	0.003082	0.012007	0.001260	0.010178	0.001963	0.000024	0.000355	0.000704	0.035391	0.001737	0.000321	0.000100	0.000440	0.002230	0.002537	0.001889	0.000886	0.001442	0.000767	0.000242	0.000480	0.001149	0.000935	0.001537	0.000637	0.001934	0.001617	0.000605	0.000301	0.013467	0.005260	0.189580	0.054801	0.025570	0.009875	0.005150	0.032778	0.004148	0.002570	0.015087	0.047219	0.002933	0.003613	0.009154	0.000725	0.000355	0.000106	0.000334	0.001692	0.003640	0.000769	0.002343	0.013556	0.009325
determined	0.001101	0.054286	0.133838	0.011798	0.021901	0.051615	0.034567	0.176611	0.028041	0.005757	0.016587	0.008482	0.001760	0.008640	0.001886	0.006433	0.000233	0.001187	0.000620	0.001648	0.001042	0.001937	0.000976	0.000124	0.000291	0.000501	0.009021	0.001178	0.000397	0.000137	0.000249	0.002818	0.001334	0.000322	0.000120	0.000137	0.001148	0.000079	0.000094	0.000201	0.001001	0.002446	0.000238	0.000711	0.000836	0.000651	0.000309	0.005481	0.003981	0.051603	0.006647	0.006504	0.002027	0.002077	0.003235	0.002911	0.000678	0.002336	0.015453	0.000550	0.000563	0.004251	0.000280	0.000268	0.000054	0.000134	0.000701	0.000455	0.000184	0.000369	0.062041	0.231929
that	0.000378	0.083240	0.428226	0.016671	0.047009	0.053822	0.020661	0.075888	0.014842	0.001541	0.010434	0.003798	0.000372	0.001374	0.001174	0.004485	0.000083	0.000520	0.000216	0.001562	0.001501	0.001730	0.000486	0.000052	0.000141	0.000343	0.007424	0.000369	0.000133	0.000058	0.000178	0.000821	0.000964	0.000221	0.000099	0.000142	0.000457	0.000046	0.000025	0.000091	0.000837	0.001253	0.000065	0.000290	0.000227	0.000238	0.000116	0.003870	0.001986	0.151970	0.006901	0.006920	0.000525	0.000804	0.001045	0.000406	0.000296	0.001516	0.003650	0.000660	0.000405	0.001668	0.000134	0.000172	0.000042	0.000124	0.000751	0.000154	0.000212	0.000303	0.011286	0.019592
the	0.000249	0.038668	0.312041	0.028550	0.055830	0.048050	0.029920	0.085304	0.022101	0.006264	0.010352	0.005670	0.000330	0.003083	0.003865	0.005412	0.000482	0.001769	0.000401	0.004158	0.001909	0.003768	0.001274	0.000275	0.000881	0.002324	0.010042	0.001063	0.000251	0.000198	0.000717	0.001343	0.001182	0.000814	0.000335	0.000979	0.000657	0.000246	0.000551	0.000186	0.001686	0.001557	0.000781	0.001166	0.000995	0.000952	0.000677	0.006699	0.005011	0.219958	0.012649	0.014724	0.000841	0.001831	0.002730	0.000893	0.000548	0.002389	0.006188	0.001090	0.000455	0.001839	0.000401	0.000297	0.000109	0.000417	0.001049	0.000515	0.000704	0.001289	0.006948	0.011118
impacts	0.001147	0.017530	0.018434	0.013867	0.015960	0.022658	0.023904	0.036099	0.012553	0.009487	0.011322	0.004016	0.000793	0.008849	0.005870	0.011553	0.000584	0.006815	0.001925	0.008481	0.009171	0.005115	0.001983	0.000804	0.001231	0.001244	0.004656	0.000687	0.000337	0.000177	0.000392	0.002179	0.000886	0.000495	0.000426	0.000868	0.001298	0.000404	0.000282	0.000128	0.001156	0.001442	0.000261	0.000437	0.000320	0.001419	0.000281	0.003297	0.003852	0.006765	0.002634	0.004384	0.000854	0.001476	0.002029	0.001204	0.000584	0.001910	0.001949	0.000655	0.000308	0.001488	0.000288	0.000273	0.000099	0.000224	0.000749	0.000381	0.000541	0.000922	0.075364	0.617843
would	0.001220	0.069795	0.206662	0.029155	0.020883	0.040468	0.018926	0.062798	0.010187	0.004474	0.019069	0.006909	0.000987	0.002706	0.001803	0.010517	0.000369	0.002218	0.000844	0.002907	0.001340	0.003922	0.001672	0.000438	0.000828	0.002024	0.011440	0.001525	0.000370	0.000192	0.001227	0.005161	0.002774	0.001773	0.000493	0.000683	0.002352	0.000279	0.000153	0.000205	0.004497	0.003442	0.000250	0.000762	0.002539	0.000832	0.001158	0.016180	0.015810	0.147591	0.019199	0.013231	0.002370	0.002968	0.002880	0.001094	0.000806	0.002695	0.005020	0.000980	0.001365	0.005363	0.000596	0.000285	0.000133	0.000536	0.003019	0.000590	0.000540	0.000954	0.074544	0.116027
be	0.000671	0.093617	0.296476	0.020227	0.014544	0.051777	0.027537	0.065363	0.023039	0.005714	0.014062	0.003538	0.000354	0.002346	0.001777	0.007484	0.000205	0.001021	0.000194	0.001952	0.000254	0.002212	0.001546	0.000059	0.000297	0.000382	0.008826	0.001790	0.000447	0.000231	0.001421	0.002807	0.001106	0.000584	0.000097	0.000326	0.002531	0.000212	0.000090	0.000049	0.001603	0.002041	0.001252	0.001683	0.003073	0.002093	0.000840	0.011896	0.010804	0.151701	0.015359	0.006108	0.001622	0.002562	0.005943	0.002597	0.000848	0.003143	0.013418	0.001380	0.001168	0.005321	0.000914	0.000429	0.000156	0.000830	0.003048	0.001741	0.000335	0.001409	0.028445	0.059073
minimal	0.000428	0.026836	0.030080	0.005736	0.008738	0.032874	0.033601	0.038020	0.014037	0.001578	0.007101	0.001362	0.000617	0.003502	0.001080	0.005726	0.000080	0.001816	0.000155	0.001193	0.001652	0.002086	0.000905	0.000088	0.000286	0.000197	0.004272	0.000933	0.000340	0.000136	0.000244	0.002793	0.000735	0.000249	0.000079	0.000120	0.000920	0.000075	0.000029	0.000030	0.000461	0.000781	0.000326	0.000390	0.000693	0.000746	0.000139	0.002261	0.002508	0.006012	0.002978	0.002332	0.000935	0.001450	0.002370	0.001046	0.000258	0.000590	0.001954	0.000276	0.000113	0.000643	0.000196	0.000285	0.000067	0.000131	0.000402	0.000259	0.000107	0.000285	0.080174	0.658104
