TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.121733	0.000993	0.002390	0.000666	0.000436	0.002063	0.001519	0.000540	0.000178	0.000695	0.000366	0.000288	0.000073	0.000143	0.000335	0.002437	0.000249	0.001041	0.001145	0.001844	0.000128	0.000088	0.000385	0.000043	0.000203	0.000065	0.000236	0.000029	0.000028	0.000030	0.000059	0.000445	0.000348	0.000157	0.000391	0.000297	0.000803	0.000338	0.000070	0.000321	0.000460	0.000141	0.000329	0.000183	0.001048	0.001021	0.000187	0.000515	0.000410	0.001205	0.000631	0.000652	0.000712	0.000916	0.000463	0.000433	0.000588	0.000477	0.001255	0.000319	0.000405	0.000646	0.000057	0.000033	0.000026	0.000046	0.000398	0.003261	0.003125	0.003248	0.034379	0.798835
EPA	0.004108	0.015615	0.007055	0.006783	0.006959	0.002616	0.004941	0.005654	0.001790	0.004477	0.001837	0.003656	0.000576	0.002085	0.002226	0.047377	0.001381	0.004405	0.009644	0.010796	0.008511	0.006376	0.004894	0.000873	0.002060	0.004600	0.010820	0.001274	0.000183	0.000900	0.000354	0.002655	0.006409	0.002341	0.001433	0.002044	0.003406	0.001332	0.001829	0.000839	0.003710	0.002738	0.001656	0.001477	0.000933	0.000527	0.000429	0.008695	0.007022	0.005078	0.001309	0.016203	0.003089	0.004102	0.003666	0.004419	0.002662	0.006450	0.004079	0.001911	0.002437	0.004193	0.000368	0.000089	0.000329	0.000307	0.001036	0.001303	0.000713	0.001081	0.048538	0.652336
has	0.010684	0.004196	0.084951	0.060523	0.053899	0.006066	0.001227	0.022978	0.003422	0.012107	0.020450	0.003750	0.001388	0.003510	0.002322	0.092037	0.010788	0.027267	0.094679	0.022942	0.008213	0.007430	0.002742	0.000726	0.001251	0.002778	0.013176	0.000117	0.000058	0.000963	0.000129	0.000528	0.003664	0.001879	0.000618	0.002519	0.000368	0.000717	0.002076	0.000538	0.005229	0.001920	0.002140	0.003597	0.003594	0.000655	0.000815	0.013294	0.001744	0.009126	0.000728	0.016550	0.001446	0.002634	0.002853	0.001444	0.000468	0.004185	0.001733	0.000300	0.000544	0.001583	0.000033	0.000038	0.000297	0.000122	0.000271	0.003515	0.001318	0.001432	0.125912	0.200803
determined	0.002900	0.001976	0.035605	0.028116	0.037645	0.009108	0.002041	0.024711	0.009015	0.009906	0.019809	0.004137	0.000819	0.003147	0.004439	0.262192	0.009704	0.019113	0.084618	0.055106	0.008338	0.006505	0.001625	0.000367	0.000669	0.001953	0.010210	0.000104	0.000019	0.000125	0.000049	0.000525	0.001393	0.001450	0.001039	0.001973	0.000685	0.000321	0.000386	0.000150	0.000765	0.000530	0.000584	0.000846	0.001135	0.000243	0.000383	0.007504	0.001760	0.010197	0.001352	0.006032	0.002158	0.002432	0.004133	0.001206	0.000461	0.003082	0.001319	0.000145	0.000217	0.000851	0.000019	0.000011	0.000043	0.000023	0.000228	0.003975	0.000743	0.001006	0.033155	0.251467
that	0.000895	0.001648	0.023667	0.010437	0.018954	0.015208	0.002392	0.036730	0.009829	0.012886	0.019288	0.003636	0.000678	0.002617	0.003907	0.520907	0.011568	0.012704	0.067837	0.038867	0.012627	0.016894	0.002147	0.000289	0.001719	0.002750	0.020617	0.000126	0.000039	0.000107	0.000050	0.000575	0.002267	0.001456	0.001311	0.004921	0.000604	0.000336	0.000221	0.000106	0.000414	0.000435	0.000353	0.000882	0.001421	0.000494	0.000366	0.009225	0.001515	0.012912	0.001505	0.002948	0.001519	0.001628	0.004326	0.000545	0.000309	0.002739	0.001030	0.000170	0.000164	0.000586	0.000013	0.000017	0.000029	0.000021	0.000154	0.003986	0.000457	0.000526	0.026773	0.038719
the	0.000222	0.001407	0.002664	0.001764	0.003508	0.078680	0.036192	0.063424	0.032149	0.024136	0.009079	0.016383	0.001648	0.018664	0.027762	0.241972	0.001725	0.003606	0.009552	0.042564	0.049854	0.053512	0.002948	0.001339	0.005147	0.013339	0.052033	0.001361	0.000244	0.000251	0.000203	0.001744	0.009676	0.003834	0.004662	0.011757	0.001611	0.001365	0.001118	0.000745	0.000187	0.000256	0.004177	0.004873	0.002692	0.001704	0.001219	0.009658	0.000642	0.022356	0.008658	0.009222	0.006396	0.010050	0.011589	0.000931	0.001873	0.003975	0.001278	0.000180	0.000473	0.000757	0.000078	0.000062	0.000056	0.000049	0.000214	0.005675	0.001254	0.001183	0.015260	0.039178
impacts	0.000721	0.001119	0.000276	0.000477	0.001693	0.026558	0.036170	0.006240	0.010734	0.011711	0.004057	0.021466	0.001576	0.016668	0.026380	0.080422	0.002227	0.003069	0.006701	0.038783	0.028803	0.009106	0.002630	0.001338	0.001480	0.003852	0.020872	0.002876	0.000304	0.000348	0.000530	0.002777	0.014103	0.001846	0.003560	0.002815	0.004480	0.001325	0.000679	0.000590	0.000402	0.000216	0.002604	0.002572	0.000953	0.002043	0.000605	0.002140	0.000642	0.009208	0.013520	0.006961	0.004308	0.006480	0.006590	0.000879	0.001155	0.001569	0.000369	0.000212	0.000784	0.003286	0.000781	0.000159	0.000175	0.000207	0.000791	0.007032	0.001666	0.001333	0.016993	0.502002
would	0.001271	0.005487	0.005675	0.002362	0.004346	0.027768	0.017886	0.049023	0.017044	0.020587	0.013716	0.008700	0.003052	0.005728	0.015839	0.095721	0.004482	0.008165	0.013360	0.022778	0.058689	0.023682	0.003245	0.002257	0.004318	0.002651	0.023785	0.001542	0.000226	0.000320	0.000272	0.003352	0.008703	0.005038	0.003306	0.007732	0.002918	0.001306	0.001340	0.000421	0.000702	0.001576	0.003678	0.003163	0.003665	0.001882	0.001226	0.019255	0.004427	0.145562	0.015515	0.009365	0.015438	0.012216	0.026319	0.002095	0.001963	0.006819	0.003302	0.000487	0.000654	0.001831	0.000338	0.000147	0.000128	0.000132	0.001229	0.009535	0.001257	0.001635	0.053232	0.153134
be	0.001471	0.001269	0.001645	0.000679	0.002348	0.028107	0.011225	0.032927	0.011660	0.017447	0.013315	0.018196	0.001890	0.007042	0.018360	0.154004	0.002962	0.008725	0.014838	0.066509	0.083408	0.036467	0.003621	0.000772	0.005245	0.004115	0.028987	0.000833	0.000051	0.000164	0.000085	0.000819	0.006440	0.004440	0.005528	0.012262	0.001568	0.000969	0.001765	0.000391	0.000234	0.000319	0.004055	0.003343	0.002765	0.001039	0.000307	0.007969	0.000707	0.121623	0.014448	0.008295	0.017760	0.019142	0.033967	0.002622	0.002305	0.007340	0.001409	0.000137	0.000248	0.001207	0.000121	0.000038	0.000082	0.000035	0.000238	0.029514	0.001718	0.002497	0.025478	0.076489
minimal	0.001699	0.000539	0.000396	0.000444	0.001245	0.007898	0.005490	0.010007	0.008783	0.007186	0.013731	0.029645	0.003634	0.019651	0.026402	0.052995	0.004701	0.006717	0.010416	0.030882	0.072824	0.014843	0.001832	0.001600	0.004074	0.009210	0.010059	0.002075	0.000140	0.000180	0.000247	0.000930	0.003828	0.003874	0.005528	0.004276	0.000913	0.001306	0.001105	0.000548	0.000234	0.000263	0.001374	0.000793	0.000717	0.000512	0.000284	0.001077	0.000240	0.008543	0.009496	0.002077	0.006321	0.005711	0.005263	0.000651	0.001533	0.001655	0.000759	0.000283	0.000578	0.001524	0.000286	0.000079	0.000080	0.000111	0.000399	0.009922	0.001415	0.001172	0.027459	0.527335
