TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.025140	0.003576	0.001414	0.003695	0.004485	0.004311	0.007070	0.005182	0.004293	0.004107	0.001935	0.001178	0.000495	0.002593	0.003687	0.068257	0.002121	0.000145	0.001619	0.007828	0.009904	0.011085	0.003650	0.003452	0.001413	0.003497	0.009718	0.002000	0.000770	0.000602	0.000822	0.002268	0.011362	0.008299	0.002857	0.006036	0.005198	0.018458	0.004255	0.005935	0.002676	0.018979	0.002215	0.001848	0.001679	0.004152	0.000779	0.004576	0.002947	0.004742	0.003865	0.003912	0.001919	0.001040	0.001124	0.007752	0.000948	0.002357	0.003459	0.009675	0.006673	0.002073	0.001975	0.000689	0.000512	0.000819	0.003656	0.004359	0.002634	0.008716	0.034244	0.588293
EPA	0.017863	0.013547	0.012845	0.003478	0.003556	0.019550	0.007853	0.002881	0.000611	0.000325	0.000365	0.000224	0.000032	0.000046	0.000537	0.000423	0.000336	0.000035	0.000330	0.000184	0.000813	0.001070	0.000051	0.000050	0.000032	0.000477	0.002399	0.000246	0.000074	0.000009	0.000014	0.000334	0.000678	0.000193	0.000171	0.001860	0.000190	0.000377	0.000147	0.000933	0.000087	0.000624	0.000432	0.002264	0.000385	0.000440	0.001365	0.015248	0.000733	0.000663	0.000042	0.000204	0.000052	0.000002	0.000127	0.000011	0.000024	0.000181	0.000114	0.000064	0.000078	0.000047	0.000042	0.000022	0.000002	0.000003	0.000059	0.000004	0.000003	0.000004	0.001005	0.880525
has	0.011811	0.035141	0.052738	0.008921	0.004286	0.003343	0.000480	0.001842	0.000168	0.000148	0.000174	0.000027	0.000014	0.000043	0.000300	0.000640	0.000118	0.000071	0.000149	0.000052	0.000155	0.000204	0.000003	0.000004	0.000009	0.000059	0.000154	0.000026	0.000012	0.000001	0.000003	0.000053	0.000066	0.000041	0.000034	0.000070	0.000007	0.000008	0.000005	0.000014	0.000003	0.000012	0.000034	0.000202	0.000064	0.000159	0.000497	0.002411	0.000128	0.000498	0.000021	0.000020	0.000002	0.000000	0.000001	0.000000	0.000000	0.000001	0.000001	0.000001	0.000002	0.000002	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000077	0.874469
determined	0.013476	0.020682	0.315434	0.051770	0.020278	0.002196	0.000427	0.015904	0.002495	0.000420	0.000400	0.000029	0.000014	0.000214	0.003566	0.015124	0.001965	0.000224	0.000498	0.000519	0.000362	0.000111	0.000003	0.000002	0.000009	0.000031	0.000037	0.000003	0.000005	0.000002	0.000007	0.000014	0.000053	0.000125	0.000079	0.000063	0.000008	0.000017	0.000005	0.000003	0.000000	0.000008	0.000021	0.000026	0.000007	0.000138	0.000162	0.000324	0.000270	0.005489	0.000401	0.000151	0.000061	0.000002	0.000003	0.000001	0.000001	0.000001	0.000001	0.000001	0.000005	0.000002	0.000000	0.000004	0.000001	0.000004	0.000001	0.000001	0.000000	0.000000	0.000077	0.526268
that	0.025023	0.026323	0.116923	0.133863	0.056380	0.011474	0.001703	0.006911	0.001116	0.000592	0.000169	0.000020	0.000020	0.000177	0.000884	0.024909	0.002329	0.000956	0.000425	0.000414	0.000473	0.000203	0.000004	0.000003	0.000009	0.000006	0.000012	0.000002	0.000005	0.000002	0.000003	0.000004	0.000026	0.000155	0.000071	0.000203	0.000033	0.000017	0.000012	0.000004	0.000000	0.000003	0.000008	0.000010	0.000001	0.000022	0.000022	0.000073	0.000078	0.000992	0.000816	0.000220	0.000105	0.000015	0.000017	0.000001	0.000002	0.000002	0.000001	0.000001	0.000002	0.000002	0.000001	0.000014	0.000004	0.000008	0.000001	0.000001	0.000000	0.000000	0.000079	0.585637
the	0.039855	0.006685	0.005997	0.113935	0.413706	0.045812	0.069077	0.024894	0.009826	0.008033	0.000519	0.000181	0.000027	0.000529	0.001073	0.040098	0.002755	0.000425	0.000302	0.003116	0.003435	0.000371	0.000168	0.000141	0.000040	0.000106	0.000021	0.000003	0.000002	0.000003	0.000006	0.000009	0.000170	0.000384	0.000287	0.000246	0.000675	0.000741	0.000154	0.000133	0.000012	0.000059	0.000080	0.000005	0.000012	0.000060	0.000063	0.000043	0.000106	0.000290	0.000430	0.001495	0.000486	0.000253	0.000059	0.000283	0.000125	0.000009	0.000015	0.000056	0.000020	0.000007	0.000002	0.000004	0.000011	0.000022	0.000008	0.000010	0.000006	0.000003	0.000197	0.201832
impacts	0.080486	0.012033	0.001540	0.021747	0.100134	0.051762	0.050855	0.028316	0.019564	0.012676	0.001858	0.000693	0.000096	0.000500	0.002404	0.001973	0.000461	0.000152	0.000422	0.006391	0.001425	0.000323	0.000668	0.000179	0.000067	0.000048	0.000017	0.000003	0.000003	0.000006	0.000004	0.000008	0.000126	0.000039	0.000022	0.000048	0.000358	0.000884	0.000105	0.000091	0.000102	0.000280	0.000004	0.000000	0.000002	0.000005	0.000004	0.000006	0.000120	0.000023	0.000037	0.000448	0.000108	0.000167	0.000067	0.000383	0.000046	0.000014	0.000080	0.000312	0.000010	0.000022	0.000002	0.000005	0.000023	0.000017	0.000034	0.000015	0.000031	0.000033	0.000741	0.598370
would	0.042824	0.006661	0.005657	0.078605	0.263092	0.072058	0.090438	0.044579	0.018860	0.011239	0.002330	0.000049	0.000037	0.000213	0.002195	0.065653	0.000840	0.000173	0.000204	0.007667	0.003445	0.001116	0.000256	0.000096	0.000075	0.000035	0.000013	0.000001	0.000001	0.000000	0.000001	0.000002	0.000025	0.000043	0.000013	0.000039	0.000093	0.000135	0.000102	0.000017	0.000004	0.000020	0.000002	0.000001	0.000001	0.000002	0.000002	0.000003	0.000017	0.000032	0.000043	0.000174	0.000095	0.000267	0.000074	0.000151	0.000033	0.000016	0.000018	0.000021	0.000003	0.000003	0.000000	0.000001	0.000001	0.000006	0.000005	0.000003	0.000003	0.000004	0.000490	0.279625
be	0.015035	0.001792	0.004472	0.057529	0.100918	0.014451	0.028185	0.475462	0.049952	0.011842	0.009136	0.000088	0.000118	0.000458	0.001719	0.018528	0.000506	0.000038	0.000096	0.001099	0.004136	0.000737	0.000248	0.000372	0.000033	0.000028	0.000011	0.000000	0.000004	0.000001	0.000000	0.000001	0.000006	0.000047	0.000006	0.000009	0.000015	0.000009	0.000029	0.000009	0.000002	0.000009	0.000005	0.000001	0.000001	0.000001	0.000001	0.000001	0.000002	0.000172	0.000070	0.000085	0.000134	0.000503	0.000097	0.000147	0.000214	0.000030	0.000070	0.000009	0.000002	0.000003	0.000000	0.000002	0.000001	0.000002	0.000001	0.000005	0.000001	0.000001	0.000373	0.200932
minimal	0.007115	0.001148	0.001209	0.010590	0.032213	0.018356	0.038288	0.148790	0.098519	0.057444	0.014702	0.000302	0.000047	0.000213	0.004076	0.017303	0.000112	0.000009	0.000037	0.000584	0.000666	0.001226	0.000314	0.000102	0.000041	0.000023	0.000047	0.000000	0.000001	0.000000	0.000000	0.000001	0.000006	0.000005	0.000002	0.000007	0.000013	0.000039	0.000056	0.000064	0.000011	0.000037	0.000004	0.000003	0.000001	0.000001	0.000000	0.000001	0.000002	0.000016	0.000012	0.000022	0.000035	0.000057	0.000085	0.000162	0.000259	0.000255	0.000113	0.000101	0.000017	0.000007	0.000000	0.000001	0.000000	0.000000	0.000003	0.000005	0.000001	0.000002	0.000203	0.544915
