TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.023153	0.001042	0.000647	0.000915	0.000404	0.000898	0.000252	0.000083	0.000055	0.000109	0.000025	0.000078	0.000124	0.000056	0.000092	0.000306	0.000043	0.000040	0.000028	0.000053	0.000223	0.000206	0.000161	0.000058	0.000337	0.000085	0.000109	0.000095	0.000168	0.000160	0.001228	0.000312	0.000108	0.000082	0.000100	0.000189	0.001079	0.000484	0.000052	0.000283	0.001099	0.000898	0.000431	0.000185	0.000170	0.000074	0.000139	0.000943	0.000652	0.002246	0.000757	0.002673	0.001295	0.000199	0.000378	0.000099	0.000168	0.000227	0.000114	0.000265	0.000696	0.002617	0.000176	0.000222	0.000252	0.001757	0.000168	0.000179	0.000218	0.000124	0.001517	0.945142
EPA	0.005627	0.014675	0.006703	0.003980	0.002258	0.001786	0.000624	0.000825	0.000398	0.000198	0.000223	0.000137	0.000204	0.000058	0.000078	0.002036	0.000064	0.000060	0.000034	0.000087	0.000225	0.000421	0.000067	0.000075	0.000132	0.000209	0.000717	0.000540	0.000162	0.000109	0.000183	0.000220	0.000261	0.000112	0.000076	0.000214	0.000383	0.000043	0.000032	0.000183	0.000165	0.000226	0.000535	0.000665	0.000221	0.000048	0.000264	0.001142	0.000302	0.000791	0.000206	0.000201	0.000063	0.000098	0.000070	0.000012	0.000117	0.000207	0.000089	0.000059	0.000449	0.000943	0.000139	0.000134	0.000075	0.000084	0.000071	0.000034	0.000005	0.000004	0.001186	0.946973
has	0.002334	0.734026	0.037688	0.011774	0.002848	0.002007	0.000335	0.000292	0.000070	0.000291	0.000176	0.000178	0.000080	0.000050	0.000268	0.000194	0.000124	0.000075	0.000026	0.000036	0.000040	0.000121	0.000052	0.000029	0.000344	0.000136	0.000146	0.000082	0.000034	0.000041	0.000072	0.000113	0.000145	0.000057	0.000021	0.000029	0.000035	0.000021	0.000018	0.000037	0.000040	0.000033	0.000129	0.000121	0.000101	0.000023	0.000163	0.000590	0.000405	0.000068	0.000020	0.000019	0.000003	0.000002	0.000002	0.000001	0.000005	0.000005	0.000005	0.000007	0.000013	0.000044	0.000002	0.000006	0.000005	0.000009	0.000002	0.000000	0.000000	0.000000	0.000060	0.203671
determined	0.004646	0.406471	0.262259	0.037936	0.011877	0.003587	0.004034	0.001098	0.000261	0.000330	0.000137	0.000297	0.000027	0.000087	0.000419	0.002760	0.000666	0.000258	0.000114	0.000362	0.000163	0.000302	0.000021	0.000064	0.000779	0.000420	0.000205	0.000083	0.000027	0.000027	0.000022	0.000123	0.001080	0.000289	0.000153	0.000094	0.000117	0.000213	0.000024	0.000024	0.000007	0.000032	0.000208	0.000066	0.000068	0.000049	0.000153	0.000254	0.000412	0.001244	0.000240	0.000270	0.000017	0.000010	0.000006	0.000002	0.000005	0.000002	0.000003	0.000013	0.000033	0.000067	0.000004	0.000014	0.000009	0.000005	0.000007	0.000002	0.000000	0.000000	0.000214	0.254728
that	0.002124	0.045320	0.367309	0.124446	0.076035	0.023459	0.017521	0.004744	0.001581	0.001854	0.000381	0.000344	0.000080	0.000153	0.002003	0.022453	0.002355	0.001104	0.001117	0.002017	0.000473	0.000406	0.000035	0.000035	0.000063	0.000063	0.000033	0.000023	0.000016	0.000010	0.000011	0.000030	0.000272	0.001319	0.000956	0.000339	0.000245	0.001101	0.000014	0.000006	0.000003	0.000023	0.000112	0.000013	0.000020	0.000008	0.000028	0.000078	0.000110	0.004512	0.001506	0.001287	0.000207	0.000035	0.000031	0.000004	0.000002	0.000001	0.000001	0.000004	0.000009	0.000019	0.000004	0.000021	0.000011	0.000008	0.000009	0.000008	0.000001	0.000001	0.000101	0.289970
the	0.003141	0.010885	0.012918	0.043075	0.140367	0.044464	0.042349	0.016871	0.008650	0.007082	0.001346	0.000366	0.000119	0.000222	0.002312	0.022627	0.001111	0.000583	0.000142	0.001466	0.001314	0.000482	0.000061	0.000110	0.000076	0.000114	0.000031	0.000014	0.000005	0.000007	0.000007	0.000034	0.000270	0.000721	0.000555	0.000134	0.000349	0.000337	0.000070	0.000093	0.000021	0.000176	0.000451	0.000012	0.000013	0.000015	0.000035	0.000047	0.000118	0.002171	0.001273	0.001676	0.000599	0.000275	0.000111	0.000041	0.000080	0.000013	0.000010	0.000025	0.000058	0.000055	0.000009	0.000006	0.000017	0.000008	0.000052	0.000026	0.000003	0.000005	0.000281	0.627441
impacts	0.001844	0.004961	0.001531	0.006217	0.066786	0.125162	0.020796	0.008391	0.004728	0.009405	0.000928	0.000667	0.000346	0.000213	0.001044	0.006781	0.000282	0.000574	0.000093	0.000319	0.000730	0.000408	0.000198	0.000060	0.000041	0.000106	0.000031	0.000010	0.000004	0.000006	0.000006	0.000021	0.000022	0.000038	0.000070	0.000047	0.000289	0.000015	0.000017	0.000048	0.000022	0.000035	0.000079	0.000006	0.000002	0.000001	0.000012	0.000023	0.000040	0.000077	0.000100	0.000164	0.000085	0.000239	0.000246	0.000063	0.000157	0.000063	0.000018	0.000021	0.000058	0.000048	0.000008	0.000008	0.000038	0.000030	0.000036	0.000023	0.000006	0.000004	0.000170	0.734879
would	0.001860	0.005982	0.001670	0.021865	0.157832	0.317646	0.151575	0.011760	0.006841	0.034231	0.002014	0.001202	0.000256	0.000864	0.009377	0.008870	0.000695	0.000368	0.000076	0.000958	0.002148	0.001838	0.001041	0.000260	0.000611	0.000114	0.000017	0.000004	0.000001	0.000003	0.000001	0.000003	0.000024	0.000159	0.000181	0.000179	0.000171	0.000275	0.000141	0.000190	0.000025	0.000023	0.000028	0.000001	0.000003	0.000001	0.000003	0.000004	0.000010	0.000038	0.000184	0.000386	0.000162	0.000517	0.000727	0.000273	0.000405	0.000053	0.000066	0.000033	0.000022	0.000015	0.000001	0.000003	0.000011	0.000006	0.000009	0.000018	0.000006	0.000005	0.000206	0.253455
be	0.000926	0.002177	0.000721	0.002219	0.030786	0.179314	0.687282	0.020327	0.003284	0.017102	0.001382	0.000488	0.000049	0.000269	0.004672	0.001916	0.000124	0.000026	0.000019	0.000435	0.000317	0.000590	0.000796	0.000230	0.000602	0.000064	0.000009	0.000002	0.000002	0.000000	0.000000	0.000002	0.000026	0.000032	0.000018	0.000014	0.000060	0.000387	0.000044	0.000042	0.000020	0.000014	0.000014	0.000000	0.000001	0.000001	0.000001	0.000001	0.000002	0.000023	0.000033	0.000358	0.000043	0.000088	0.000177	0.000240	0.000140	0.000026	0.000053	0.000058	0.000006	0.000008	0.000000	0.000002	0.000001	0.000002	0.000006	0.000004	0.000002	0.000002	0.000128	0.041789
minimal	0.001502	0.001919	0.001760	0.005058	0.051288	0.202931	0.470370	0.082125	0.032720	0.017682	0.003676	0.000355	0.000063	0.000177	0.002007	0.011540	0.000347	0.000095	0.000106	0.000813	0.001757	0.003465	0.000847	0.000946	0.001095	0.000241	0.000050	0.000004	0.000004	0.000001	0.000004	0.000008	0.000041	0.000117	0.000121	0.000062	0.000211	0.000489	0.000121	0.000085	0.000018	0.000027	0.000073	0.000006	0.000004	0.000002	0.000002	0.000004	0.000005	0.000142	0.000193	0.000588	0.000156	0.000364	0.000688	0.000570	0.000442	0.000181	0.000205	0.000108	0.000054	0.000018	0.000001	0.000005	0.000004	0.000017	0.000015	0.000024	0.000005	0.000007	0.000184	0.099685
or	0.000110	0.000210	0.000075	0.000164	0.001133	0.005590	0.105447	0.038999	0.057542	0.702280	0.029977	0.002460	0.000600	0.001466	0.007770	0.001176	0.000001	0.000003	0.000006	0.000125	0.000026	0.000150	0.000318	0.000026	0.000017	0.000011	0.000010	0.000001	0.000002	0.000000	0.000000	0.000000	0.000003	0.000001	0.000000	0.000000	0.000001	0.000007	0.000015	0.000009	0.000037	0.000014	0.000004	0.000002	0.000001	0.000000	0.000000	0.000000	0.000000	0.000002	0.000001	0.000001	0.000005	0.000008	0.000010	0.000040	0.000055	0.000130	0.000071	0.000064	0.000006	0.000007	0.000000	0.000000	0.000000	0.000000	0.000004	0.000001	0.000001	0.000003	0.000004	0.043800
none	0.001028	0.005223	0.002919	0.001906	0.010630	0.030988	0.359145	0.188425	0.145833	0.058282	0.008796	0.000850	0.000196	0.000760	0.005945	0.045094	0.000076	0.000036	0.000053	0.000941	0.000597	0.003376	0.000371	0.000608	0.000748	0.000463	0.000723	0.000040	0.000012	0.000002	0.000002	0.000018	0.000215	0.000029	0.000007	0.000005	0.000033	0.000036	0.000016	0.000011	0.000013	0.000043	0.000032	0.000025	0.000004	0.000005	0.000003	0.000011	0.000011	0.000148	0.000018	0.000112	0.000026	0.000024	0.000026	0.000041	0.000108	0.000140	0.000285	0.000317	0.000272	0.000240	0.000012	0.000011	0.000003	0.000004	0.000084	0.000014	0.000002	0.000005	0.000331	0.123193
