TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.026739	0.018011	0.011543	0.010020	0.002212	0.002102	0.001559	0.000476	0.001152	0.000815	0.000157	0.000251	0.000376	0.000268	0.000631	0.001910	0.001365	0.000936	0.000537	0.000795	0.000871	0.000644	0.000337	0.000051	0.000260	0.000388	0.000430	0.000091	0.000252	0.000184	0.000267	0.000224	0.000240	0.000938	0.000225	0.000258	0.000319	0.000492	0.000278	0.000173	0.000145	0.000547	0.000786	0.000426	0.000390	0.000555	0.000511	0.001177	0.002566	0.001304	0.000574	0.000834	0.000461	0.000406	0.000330	0.000688	0.000082	0.000932	0.000867	0.000437	0.000675	0.000532	0.000098	0.000332	0.000213	0.000378	0.000321	0.000367	0.000226	0.000176	0.005805	0.888084
EPA	0.011779	0.006977	0.002377	0.000612	0.001106	0.003694	0.000875	0.000255	0.000450	0.000044	0.000017	0.000066	0.000070	0.000052	0.000062	0.000222	0.000027	0.000145	0.000041	0.000073	0.000114	0.000661	0.000056	0.000013	0.000094	0.000198	0.002368	0.000211	0.000077	0.000092	0.000048	0.000136	0.000270	0.000086	0.000048	0.000506	0.000397	0.000033	0.000178	0.000252	0.000038	0.000314	0.001196	0.000926	0.000062	0.000063	0.000311	0.001812	0.001898	0.000150	0.000059	0.000427	0.000031	0.000010	0.000051	0.000022	0.000012	0.000189	0.000024	0.000184	0.000136	0.000060	0.000020	0.000017	0.000015	0.000012	0.000039	0.000005	0.000002	0.000001	0.002112	0.955019
has	0.025673	0.026274	0.029474	0.017688	0.004904	0.003329	0.002036	0.002407	0.001541	0.000285	0.000129	0.000095	0.000096	0.000082	0.000411	0.000251	0.000015	0.000103	0.000033	0.000090	0.000073	0.000299	0.000027	0.000007	0.000071	0.000228	0.000486	0.000137	0.000055	0.000061	0.000042	0.000074	0.000372	0.000104	0.000080	0.000146	0.000136	0.000130	0.000193	0.000141	0.000025	0.000111	0.001010	0.000705	0.000641	0.000324	0.000388	0.000522	0.000536	0.000469	0.000101	0.000060	0.000020	0.000005	0.000006	0.000005	0.000002	0.000011	0.000006	0.000009	0.000029	0.000009	0.000001	0.000002	0.000002	0.000002	0.000001	0.000000	0.000000	0.000000	0.000240	0.876978
determined	0.030766	0.037703	0.042427	0.063019	0.021452	0.006165	0.005381	0.005450	0.004797	0.003219	0.000450	0.001097	0.000551	0.001328	0.003990	0.001153	0.000114	0.000183	0.000350	0.000554	0.000110	0.000208	0.000085	0.000009	0.000109	0.000261	0.000270	0.000111	0.000099	0.000121	0.000100	0.000163	0.000343	0.000098	0.000063	0.000179	0.000130	0.000204	0.000234	0.000122	0.000032	0.000410	0.000891	0.000535	0.000674	0.001055	0.000857	0.001123	0.002434	0.000670	0.000535	0.000313	0.000058	0.000027	0.000020	0.000021	0.000008	0.000018	0.000011	0.000052	0.000070	0.000048	0.000007	0.000023	0.000022	0.000019	0.000012	0.000001	0.000001	0.000000	0.000244	0.756638
that	0.036396	0.090770	0.096012	0.047910	0.042881	0.034579	0.005530	0.004746	0.002584	0.003090	0.000411	0.001210	0.000576	0.001332	0.003291	0.002707	0.000457	0.000902	0.001110	0.000504	0.000095	0.000258	0.000194	0.000007	0.000054	0.000158	0.000245	0.000073	0.000051	0.000034	0.000037	0.000156	0.000320	0.000167	0.000055	0.000510	0.000375	0.000206	0.000061	0.000028	0.000017	0.000073	0.000125	0.000335	0.000164	0.000161	0.000526	0.001646	0.001492	0.000394	0.000331	0.000416	0.000051	0.000020	0.000059	0.000014	0.000003	0.000022	0.000010	0.000053	0.000033	0.000043	0.000012	0.000049	0.000024	0.000028	0.000012	0.000001	0.000002	0.000000	0.000132	0.613669
the	0.035988	0.158625	0.124795	0.048600	0.064304	0.103474	0.016780	0.015871	0.008833	0.002717	0.001074	0.000745	0.000385	0.000636	0.003115	0.002941	0.000232	0.000303	0.001344	0.001535	0.000280	0.000836	0.000194	0.000016	0.000098	0.000217	0.000604	0.000108	0.000066	0.000041	0.000048	0.000230	0.001060	0.000252	0.000127	0.000993	0.000929	0.000406	0.000229	0.000137	0.000069	0.000686	0.000175	0.000297	0.000116	0.000146	0.000518	0.002025	0.002979	0.001303	0.000343	0.002275	0.000126	0.000032	0.000197	0.000043	0.000012	0.000069	0.000067	0.000172	0.000102	0.000088	0.000020	0.000046	0.000026	0.000054	0.000057	0.000003	0.000003	0.000001	0.000283	0.388501
impacts	0.012064	0.017039	0.005561	0.007157	0.014775	0.030408	0.025456	0.019189	0.004837	0.003104	0.000486	0.000585	0.000275	0.000733	0.002937	0.001026	0.000097	0.000053	0.000159	0.001375	0.000051	0.000131	0.000454	0.000029	0.000086	0.000081	0.000056	0.000056	0.000047	0.000032	0.000031	0.000106	0.001105	0.000068	0.000068	0.000128	0.000398	0.000364	0.000103	0.000262	0.000033	0.000390	0.000175	0.000016	0.000019	0.000056	0.000163	0.000128	0.000480	0.000458	0.000726	0.001132	0.000226	0.000140	0.000102	0.000233	0.000090	0.000020	0.000030	0.000164	0.000133	0.000052	0.000049	0.000120	0.000084	0.000116	0.000201	0.000054	0.000044	0.000025	0.001015	0.842355
would	0.055946	0.006613	0.033644	0.072244	0.124814	0.066371	0.020021	0.034787	0.030640	0.013042	0.003958	0.001113	0.002188	0.001328	0.031139	0.013391	0.000417	0.000455	0.000905	0.005129	0.000670	0.000665	0.001070	0.000023	0.000214	0.000092	0.000064	0.000025	0.000014	0.000032	0.000050	0.000056	0.000500	0.000345	0.000254	0.000336	0.000567	0.000671	0.000688	0.000227	0.000007	0.000030	0.000078	0.000026	0.000036	0.000083	0.000091	0.000076	0.000344	0.000294	0.001391	0.000700	0.000295	0.000347	0.000229	0.000499	0.000166	0.000031	0.000045	0.000220	0.000090	0.000038	0.000011	0.000022	0.000050	0.000106	0.000047	0.000028	0.000017	0.000006	0.000548	0.469341
be	0.051414	0.013555	0.026269	0.081335	0.095032	0.085957	0.060497	0.026340	0.023027	0.028385	0.012535	0.003038	0.003073	0.002381	0.046501	0.017193	0.000376	0.000399	0.001201	0.003632	0.001093	0.001065	0.001894	0.000023	0.000138	0.000102	0.000114	0.000053	0.000036	0.000023	0.000074	0.000044	0.000304	0.000228	0.000258	0.000399	0.000417	0.000464	0.000449	0.000155	0.000022	0.000038	0.000044	0.000034	0.000024	0.000055	0.000058	0.000088	0.000087	0.000195	0.000383	0.000664	0.000350	0.000670	0.000330	0.000220	0.000165	0.000070	0.000064	0.000109	0.000065	0.000038	0.000021	0.000043	0.000032	0.000110	0.000047	0.000035	0.000046	0.000013	0.000485	0.405928
minimal	0.019767	0.011808	0.006953	0.017855	0.022553	0.039997	0.041685	0.005721	0.004848	0.023648	0.002360	0.003820	0.003502	0.001195	0.023371	0.003010	0.000189	0.000626	0.000695	0.000873	0.000266	0.000316	0.001036	0.000018	0.000107	0.000042	0.000044	0.000052	0.000031	0.000011	0.000032	0.000030	0.000060	0.000028	0.000016	0.000061	0.000252	0.000139	0.000079	0.000024	0.000024	0.000017	0.000010	0.000011	0.000005	0.000013	0.000024	0.000055	0.000067	0.000038	0.000033	0.000243	0.000055	0.000085	0.000167	0.000136	0.000029	0.000040	0.000061	0.000054	0.000017	0.000037	0.000020	0.000029	0.000015	0.000051	0.000021	0.000005	0.000028	0.000006	0.000252	0.761235
