TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.029899	0.002727	0.000454	0.001220	0.001973	0.003795	0.000287	0.000191	0.000294	0.000371	0.000147	0.000076	0.000017	0.000033	0.000408	0.001613	0.000549	0.002185	0.001352	0.000254	0.000653	0.000099	0.000051	0.000002	0.000026	0.000080	0.000097	0.000003	0.000009	0.000005	0.000004	0.000201	0.000036	0.000023	0.000150	0.000016	0.000131	0.000010	0.000020	0.000299	0.000124	0.000108	0.000413	0.000052	0.000096	0.000017	0.000057	0.000122	0.000500	0.000303	0.000267	0.000556	0.000057	0.000130	0.000033	0.000024	0.000094	0.000024	0.000042	0.000090	0.000381	0.000586	0.000004	0.000042	0.000009	0.000006	0.000175	0.000538	0.000095	0.000172	0.021963	0.923163
EPA	0.004404	0.004664	0.001055	0.001570	0.001328	0.002189	0.002203	0.000546	0.000332	0.000445	0.000168	0.000024	0.000003	0.000025	0.000151	0.002834	0.000387	0.000188	0.000480	0.000373	0.002446	0.000789	0.000239	0.000082	0.000070	0.000646	0.002151	0.000115	0.000009	0.000004	0.000011	0.001049	0.001668	0.000244	0.001205	0.000492	0.000316	0.000480	0.000163	0.000534	0.000338	0.002757	0.000643	0.000214	0.000058	0.000293	0.000334	0.001321	0.002324	0.001079	0.000911	0.000458	0.000083	0.000039	0.000023	0.000033	0.000045	0.000057	0.000268	0.000172	0.000225	0.000369	0.000035	0.000009	0.000003	0.000015	0.000299	0.000046	0.000049	0.000187	0.001159	0.950070
has	0.000477	0.033613	0.009572	0.002767	0.002974	0.002531	0.000393	0.000304	0.000205	0.000973	0.000099	0.000029	0.000002	0.000013	0.000267	0.002284	0.000239	0.000470	0.000099	0.000196	0.000290	0.000228	0.000010	0.000003	0.000015	0.000053	0.000126	0.000006	0.000004	0.000003	0.000002	0.000081	0.000526	0.000052	0.000105	0.000095	0.000022	0.000036	0.000008	0.000005	0.000006	0.000049	0.000029	0.000029	0.000009	0.000022	0.000014	0.000123	0.000165	0.000241	0.000157	0.000247	0.000033	0.000020	0.000018	0.000003	0.000002	0.000005	0.000008	0.000009	0.000011	0.000039	0.000001	0.000005	0.000003	0.000004	0.000008	0.000004	0.000007	0.000010	0.000774	0.938769
determined	0.001358	0.009629	0.082762	0.014465	0.007500	0.003984	0.000666	0.006506	0.004467	0.002271	0.000943	0.000201	0.000088	0.000576	0.001711	0.021587	0.000441	0.002810	0.002058	0.000562	0.001613	0.000604	0.000004	0.000003	0.000012	0.000038	0.000078	0.000017	0.000011	0.000010	0.000012	0.000050	0.000288	0.001124	0.001474	0.000347	0.000036	0.000068	0.000061	0.000048	0.000013	0.000041	0.000223	0.000051	0.000039	0.000034	0.000018	0.000098	0.000132	0.006562	0.001484	0.000340	0.000840	0.000170	0.000131	0.000022	0.000029	0.000035	0.000036	0.000021	0.000068	0.000021	0.000006	0.000021	0.000011	0.000011	0.000009	0.000098	0.000015	0.000026	0.005799	0.813111
that	0.001374	0.011179	0.075430	0.193357	0.036563	0.024089	0.003811	0.029881	0.007763	0.011579	0.001564	0.000466	0.000063	0.000397	0.004497	0.023539	0.002516	0.011343	0.005495	0.004414	0.005102	0.000867	0.000037	0.000011	0.000051	0.000071	0.000044	0.000011	0.000002	0.000002	0.000002	0.000028	0.000110	0.004612	0.002472	0.000532	0.000041	0.000081	0.000251	0.000037	0.000015	0.000086	0.000141	0.000018	0.000016	0.000032	0.000007	0.000032	0.000138	0.009505	0.009244	0.001973	0.004007	0.004637	0.000497	0.000112	0.000044	0.000025	0.000025	0.000057	0.000046	0.000025	0.000007	0.000005	0.000004	0.000006	0.000015	0.000451	0.000054	0.000034	0.004897	0.500157
the	0.001707	0.007508	0.006298	0.067448	0.063775	0.023543	0.012748	0.010893	0.007489	0.008057	0.000880	0.000863	0.000034	0.000068	0.002063	0.035254	0.007666	0.011084	0.000804	0.002552	0.014276	0.001718	0.000274	0.000052	0.000158	0.001023	0.000141	0.000050	0.000005	0.000015	0.000002	0.000059	0.000157	0.002728	0.006783	0.001000	0.000428	0.000412	0.000244	0.000253	0.000038	0.000312	0.000748	0.000032	0.000015	0.000047	0.000052	0.000015	0.000211	0.001324	0.005345	0.001523	0.001699	0.008059	0.000407	0.000472	0.001048	0.000180	0.000196	0.000122	0.000135	0.000051	0.000012	0.000007	0.000017	0.000002	0.000033	0.000119	0.000050	0.000057	0.001253	0.675911
impacts	0.002030	0.002906	0.000961	0.011731	0.037681	0.278163	0.021457	0.012974	0.013593	0.016403	0.002785	0.001602	0.000092	0.000106	0.002191	0.008892	0.000536	0.000728	0.000928	0.000675	0.005709	0.003601	0.001371	0.000046	0.000338	0.000855	0.000928	0.000061	0.000036	0.000053	0.000025	0.000141	0.000092	0.000153	0.000521	0.000642	0.001170	0.000373	0.000088	0.000193	0.000397	0.000208	0.000130	0.000066	0.000044	0.000026	0.000014	0.000035	0.000153	0.000157	0.000357	0.000500	0.000120	0.000851	0.000639	0.000308	0.000808	0.000577	0.000843	0.000111	0.000186	0.000240	0.000017	0.000027	0.000052	0.000028	0.000043	0.000192	0.000064	0.000060	0.000300	0.559612
would	0.000593	0.003427	0.000801	0.001686	0.003685	0.013556	0.030955	0.052355	0.014264	0.027194	0.003228	0.000471	0.000136	0.000194	0.001518	0.013388	0.000074	0.000089	0.000105	0.000543	0.000260	0.000223	0.000277	0.000038	0.000022	0.000076	0.000045	0.000007	0.000003	0.000003	0.000004	0.000149	0.000115	0.000048	0.000041	0.000018	0.000269	0.000115	0.000102	0.000042	0.000072	0.000421	0.000076	0.000029	0.000006	0.000008	0.000001	0.000012	0.000119	0.000670	0.000171	0.000299	0.000157	0.000154	0.000151	0.000192	0.000369	0.000268	0.000300	0.000142	0.000041	0.000047	0.000001	0.000001	0.000002	0.000008	0.000057	0.000023	0.000018	0.000063	0.000287	0.825711
be	0.001035	0.000889	0.002635	0.001727	0.002437	0.005812	0.006443	0.425898	0.067931	0.008393	0.018455	0.001327	0.008030	0.001213	0.001994	0.013424	0.000056	0.000646	0.000984	0.000896	0.000501	0.000235	0.000045	0.000014	0.000012	0.000036	0.000040	0.000012	0.000039	0.000004	0.000009	0.000041	0.000054	0.000160	0.000074	0.000016	0.000035	0.000017	0.000076	0.000061	0.000047	0.000118	0.000071	0.000013	0.000005	0.000005	0.000001	0.000009	0.000052	0.009837	0.000627	0.000316	0.001175	0.000367	0.000252	0.000168	0.000295	0.000479	0.000264	0.000174	0.000113	0.000030	0.000006	0.000031	0.000006	0.000008	0.000028	0.000139	0.000015	0.000030	0.005648	0.407964
minimal	0.000513	0.000455	0.001182	0.002184	0.005252	0.005896	0.002855	0.170521	0.271490	0.012904	0.134869	0.002529	0.006279	0.000533	0.003105	0.017559	0.000154	0.000729	0.001433	0.000551	0.001182	0.000423	0.000042	0.000022	0.000011	0.000041	0.000038	0.000008	0.000023	0.000003	0.000005	0.000012	0.000018	0.000059	0.000138	0.000017	0.000053	0.000022	0.000035	0.000048	0.000057	0.000059	0.000144	0.000026	0.000012	0.000004	0.000002	0.000003	0.000017	0.002359	0.000371	0.000092	0.000816	0.000280	0.000224	0.000073	0.000950	0.000658	0.000151	0.000130	0.000276	0.000027	0.000003	0.000017	0.000002	0.000002	0.000008	0.000430	0.000004	0.000021	0.000592	0.348999
