TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.005580	0.006983	0.005810	0.003130	0.004507	0.008168	0.002985	0.004908	0.002959	0.002362	0.004718	0.004389	0.006676	0.001702	0.005905	0.000942	0.020689	0.021391	0.005247	0.003655	0.018040	0.008335	0.001916	0.006862	0.016457	0.017922	0.009084	0.006013	0.012707	0.015211	0.003604	0.002972	0.006717	0.007743	0.010462	0.007496	0.004026	0.001798	0.001098	0.009151	0.001837	0.002753	0.009102	0.010137	0.002472	0.003336	0.018283	0.005253	0.005138	0.004355	0.002012	0.004068	0.013848	0.007682	0.015977	0.007806	0.010990	0.013543	0.004729	0.006233	0.044608	0.011481	0.021908	0.068252	0.047944	0.017667	0.039780	0.032213	0.034958	0.027491	0.197375	0.016448
EPA	0.008767	0.000143	0.001111	0.001507	0.002963	0.035694	0.000273	0.005014	0.006818	0.002914	0.006351	0.001031	0.011542	0.001036	0.003744	0.003716	0.184173	0.001804	0.003713	0.000999	0.089035	0.036750	0.002153	0.009370	0.009002	0.030774	0.031852	0.004258	0.002780	0.002200	0.000969	0.000408	0.000555	0.000323	0.003678	0.020174	0.000128	0.000279	0.000302	0.021801	0.000887	0.000548	0.000540	0.036604	0.001068	0.001271	0.016053	0.013198	0.001343	0.008274	0.001370	0.000592	0.026467	0.000607	0.052011	0.001081	0.002564	0.082862	0.006608	0.001331	0.026067	0.001150	0.007196	0.004941	0.002457	0.000882	0.000379	0.002426	0.000847	0.000847	0.143733	0.003694
has	0.020078	0.027903	0.003318	0.006446	0.009223	0.037253	0.016082	0.005068	0.004126	0.012354	0.007860	0.003336	0.014323	0.002168	0.009455	0.004552	0.105109	0.006333	0.002875	0.004386	0.061724	0.024153	0.009348	0.006875	0.007315	0.022719	0.028496	0.007954	0.009442	0.007515	0.004474	0.006803	0.013790	0.001806	0.002973	0.015027	0.019165	0.002908	0.001372	0.017711	0.009263	0.012028	0.001423	0.017546	0.001611	0.002525	0.013767	0.018376	0.026262	0.003590	0.003658	0.003132	0.015535	0.002106	0.026124	0.003068	0.002708	0.037519	0.005291	0.022151	0.015745	0.037025	0.010968	0.012913	0.006939	0.003796	0.007031	0.003858	0.004034	0.004393	0.077357	0.014438
determined	0.011321	0.007421	0.003936	0.001808	0.009047	0.036417	0.003666	0.004551	0.003529	0.004596	0.015703	0.004297	0.012843	0.001511	0.010868	0.004709	0.101234	0.007390	0.004736	0.001159	0.072233	0.034128	0.002900	0.011273	0.009341	0.023875	0.027895	0.011445	0.007581	0.006729	0.004850	0.002123	0.002595	0.001720	0.004978	0.017848	0.002852	0.001015	0.000736	0.020837	0.008606	0.003325	0.001752	0.021692	0.001222	0.002466	0.017092	0.024552	0.012166	0.004767	0.002113	0.002812	0.031470	0.003500	0.038070	0.001636	0.006227	0.053434	0.011932	0.007624	0.031095	0.005263	0.020531	0.016788	0.012655	0.006426	0.007263	0.011316	0.003912	0.005233	0.077230	0.028130
that	0.007498	0.017937	0.009341	0.005154	0.012079	0.025763	0.018212	0.011530	0.005976	0.008405	0.022678	0.007733	0.015176	0.002500	0.010285	0.009283	0.094301	0.020269	0.006478	0.003368	0.085685	0.024748	0.008469	0.017397	0.015165	0.026279	0.018281	0.009059	0.007354	0.006345	0.005395	0.004148	0.010158	0.005611	0.008874	0.012877	0.012488	0.003213	0.001900	0.014936	0.008804	0.005714	0.003220	0.010823	0.001408	0.004616	0.013600	0.013977	0.020419	0.006407	0.004119	0.003159	0.019240	0.006821	0.018109	0.003265	0.008883	0.019556	0.008047	0.011642	0.016019	0.008000	0.010056	0.010934	0.007968	0.004713	0.009127	0.011347	0.004664	0.008583	0.052334	0.052083
the	0.006101	0.016398	0.012735	0.004571	0.015805	0.025858	0.009667	0.009308	0.006989	0.006480	0.012975	0.004960	0.011837	0.002622	0.008831	0.006478	0.079548	0.012196	0.006879	0.003548	0.076273	0.023186	0.004926	0.011540	0.016195	0.032374	0.018232	0.007565	0.008696	0.005813	0.002409	0.003178	0.005308	0.003789	0.011681	0.014559	0.007625	0.003048	0.001558	0.021629	0.007510	0.004794	0.003530	0.018592	0.001800	0.004549	0.020214	0.013283	0.014452	0.007528	0.003294	0.004799	0.024652	0.005946	0.022730	0.003375	0.006793	0.029659	0.007111	0.005251	0.022432	0.005910	0.010484	0.014477	0.007770	0.002788	0.007960	0.010267	0.004554	0.009833	0.088738	0.061561
impacts	0.006907	0.001147	0.006442	0.003447	0.014468	0.029388	0.000216	0.010962	0.006324	0.004777	0.007710	0.003597	0.009976	0.001711	0.004968	0.004138	0.089246	0.007324	0.013595	0.001069	0.084893	0.036766	0.001562	0.017196	0.020676	0.042133	0.023457	0.008428	0.007491	0.004034	0.001401	0.000672	0.000781	0.001460	0.012941	0.019181	0.000189	0.000183	0.000713	0.023810	0.002128	0.000447	0.002589	0.027600	0.001621	0.001940	0.017255	0.012126	0.001146	0.008991	0.001142	0.001784	0.037141	0.002806	0.031295	0.000897	0.005904	0.044151	0.008556	0.000564	0.028329	0.000595	0.010780	0.012978	0.007489	0.002087	0.001196	0.013242	0.001614	0.002286	0.074873	0.099069
would	0.007055	0.012139	0.007291	0.002885	0.016776	0.025785	0.013024	0.006881	0.005743	0.006642	0.023985	0.013650	0.020224	0.001849	0.012437	0.008858	0.084144	0.022177	0.005656	0.002295	0.071823	0.031775	0.005976	0.015172	0.020354	0.035704	0.021098	0.006348	0.008870	0.005342	0.003935	0.003767	0.006784	0.004699	0.012796	0.012314	0.014798	0.001719	0.001878	0.020293	0.009465	0.004959	0.003520	0.012788	0.001455	0.002984	0.016399	0.011090	0.016439	0.003211	0.002661	0.003313	0.015828	0.004512	0.015141	0.002188	0.007155	0.022171	0.004070	0.007417	0.022892	0.005882	0.005994	0.009735	0.005915	0.003085	0.009867	0.010825	0.004015	0.005688	0.043753	0.100642
be	0.002438	0.005932	0.006695	0.002247	0.013551	0.024552	0.007301	0.007937	0.003551	0.004026	0.024173	0.009047	0.012893	0.002315	0.010213	0.005968	0.063366	0.017525	0.008090	0.001270	0.068410	0.033135	0.002938	0.018937	0.024180	0.035656	0.025636	0.010167	0.008484	0.004370	0.004392	0.002753	0.002951	0.007740	0.019009	0.018173	0.009071	0.001511	0.001554	0.021394	0.008870	0.003874	0.004027	0.015347	0.001103	0.003805	0.015935	0.012749	0.014243	0.004786	0.001695	0.003786	0.020554	0.005889	0.016328	0.001693	0.006739	0.018847	0.005631	0.005294	0.019715	0.002638	0.008198	0.008817	0.004500	0.003309	0.008101	0.009635	0.003910	0.006102	0.039607	0.160725
minimal	0.001638	0.000766	0.002998	0.000669	0.009426	0.022675	0.000318	0.003264	0.002644	0.001597	0.014004	0.002074	0.004416	0.000282	0.003623	0.001536	0.075755	0.010375	0.006379	0.000250	0.063558	0.049975	0.000516	0.016406	0.023875	0.045417	0.030371	0.004910	0.003933	0.003114	0.000540	0.000393	0.000516	0.001271	0.018843	0.021284	0.000454	0.000161	0.000246	0.027661	0.001479	0.000556	0.001786	0.025815	0.000701	0.001299	0.016068	0.007816	0.001442	0.002761	0.000445	0.000774	0.027431	0.001985	0.025568	0.000497	0.005853	0.030009	0.003425	0.000509	0.022767	0.000326	0.004640	0.004696	0.003269	0.000442	0.001062	0.005941	0.000545	0.001345	0.048703	0.271912
