TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.014050	0.033109	0.014635	0.007179	0.008083	0.018709	0.023519	0.010468	0.003633	0.002228	0.001490	0.001354	0.000463	0.001268	0.000574	0.004587	0.003874	0.001156	0.000545	0.003605	0.002763	0.002065	0.005618	0.000276	0.000376	0.000630	0.004649	0.011779	0.003029	0.000362	0.007071	0.021289	0.002288	0.000944	0.001134	0.001963	0.005467	0.006113	0.001085	0.001089	0.009049	0.004812	0.002470	0.001067	0.001094	0.001602	0.000573	0.006868	0.018903	0.084869	0.006159	0.006275	0.001136	0.003826	0.006358	0.002113	0.000206	0.000701	0.002804	0.004658	0.003673	0.007507	0.015155	0.004350	0.000671	0.008367	0.032266	0.002574	0.001702	0.002208	0.251377	0.270088
EPA	0.011577	0.022337	0.003871	0.010887	0.007127	0.026948	0.072195	0.016967	0.005235	0.001979	0.005732	0.001350	0.000170	0.000864	0.001167	0.014484	0.004507	0.000358	0.000367	0.001770	0.004892	0.010939	0.034872	0.001897	0.005104	0.008033	0.054140	0.020097	0.004277	0.001627	0.003796	0.051928	0.013922	0.001853	0.002056	0.005767	0.025838	0.032962	0.003316	0.006407	0.018209	0.008219	0.005123	0.007776	0.003876	0.003126	0.002296	0.023456	0.061664	0.015922	0.004317	0.012535	0.006209	0.003969	0.011099	0.010959	0.002809	0.006183	0.013334	0.011041	0.011358	0.006903	0.029164	0.006782	0.002860	0.006545	0.066414	0.006435	0.011641	0.026235	0.042659	0.047268
has	0.007424	0.091735	0.003707	0.005061	0.004762	0.029791	0.054646	0.013921	0.002879	0.001353	0.001389	0.000231	0.000040	0.000168	0.000324	0.002536	0.001639	0.000197	0.000064	0.000738	0.002896	0.012337	0.033454	0.000791	0.002724	0.007404	0.078042	0.006854	0.001136	0.000297	0.001945	0.039709	0.029019	0.001120	0.001122	0.004845	0.070538	0.020114	0.000911	0.002978	0.010346	0.008993	0.006778	0.011385	0.003750	0.002912	0.003186	0.036873	0.103285	0.014512	0.002552	0.009028	0.003978	0.002386	0.008499	0.009374	0.002010	0.006026	0.015071	0.010542	0.009108	0.010814	0.007992	0.002449	0.000613	0.002693	0.059305	0.001614	0.002754	0.007085	0.038357	0.044890
determined	0.014378	0.134343	0.001301	0.001339	0.001742	0.012518	0.025154	0.008067	0.001390	0.000559	0.001081	0.000136	0.000066	0.000094	0.000098	0.001241	0.001456	0.000482	0.000063	0.000465	0.001505	0.004514	0.011259	0.000577	0.002078	0.001952	0.023050	0.012359	0.003096	0.001143	0.001997	0.036406	0.025360	0.002099	0.000936	0.002475	0.051434	0.011616	0.001015	0.002536	0.010972	0.015834	0.003021	0.002054	0.001677	0.001278	0.001444	0.010828	0.067613	0.005968	0.001535	0.003768	0.001324	0.000817	0.002069	0.004762	0.001584	0.003617	0.010431	0.013640	0.007177	0.013785	0.011638	0.004551	0.001454	0.002920	0.050439	0.001346	0.001844	0.002966	0.149113	0.185153
that	0.024033	0.119053	0.002198	0.002066	0.003230	0.013140	0.027543	0.009238	0.001793	0.000884	0.001303	0.000205	0.000050	0.000121	0.000180	0.001549	0.001544	0.000354	0.000050	0.000395	0.002921	0.007288	0.012060	0.000838	0.002839	0.002446	0.018187	0.007428	0.001658	0.000797	0.001915	0.030168	0.021555	0.001659	0.001015	0.003056	0.100265	0.020577	0.001287	0.002689	0.016163	0.026439	0.004218	0.004054	0.004750	0.003315	0.002286	0.012518	0.068118	0.004163	0.001748	0.005364	0.002792	0.001589	0.004053	0.005694	0.001292	0.004568	0.010280	0.015751	0.006183	0.021167	0.006867	0.002151	0.000961	0.002444	0.053362	0.001468	0.003008	0.006151	0.111159	0.136348
the	0.028032	0.124110	0.007071	0.005135	0.003154	0.007831	0.023710	0.014849	0.002958	0.000805	0.005434	0.000272	0.000145	0.000356	0.000525	0.003032	0.006215	0.001134	0.000517	0.000767	0.002941	0.007810	0.019082	0.001939	0.009444	0.004686	0.012081	0.016191	0.013909	0.004964	0.006190	0.022332	0.008553	0.002442	0.002520	0.004024	0.062760	0.031422	0.001807	0.003183	0.036468	0.045430	0.007359	0.002996	0.003746	0.002109	0.001462	0.007685	0.043284	0.004011	0.001389	0.004903	0.002676	0.001718	0.003558	0.007437	0.002123	0.006336	0.015147	0.023868	0.010539	0.014382	0.016753	0.012314	0.003491	0.006209	0.048712	0.001150	0.005645	0.008386	0.080201	0.094180
impacts	0.011871	0.023954	0.001254	0.003581	0.001624	0.003144	0.010942	0.003575	0.001584	0.000846	0.003908	0.000217	0.000104	0.000337	0.000514	0.004251	0.001733	0.000498	0.000396	0.000355	0.001248	0.003620	0.003834	0.000740	0.005480	0.002298	0.004542	0.006453	0.006516	0.002512	0.003603	0.010801	0.002158	0.001586	0.002328	0.002115	0.010940	0.006671	0.001347	0.002389	0.007494	0.007326	0.004797	0.001579	0.001138	0.001620	0.000830	0.003648	0.008673	0.000982	0.000622	0.001730	0.000962	0.000956	0.001051	0.001805	0.001464	0.002209	0.004919	0.005769	0.005970	0.002227	0.011820	0.007734	0.002990	0.004278	0.015208	0.001086	0.004144	0.005510	0.315115	0.408478
would	0.025033	0.066304	0.001065	0.001218	0.000736	0.002865	0.009961	0.003604	0.000725	0.000542	0.001450	0.000086	0.000044	0.000119	0.000166	0.001274	0.000760	0.000784	0.000089	0.000202	0.000522	0.001667	0.006350	0.001313	0.003665	0.001437	0.004715	0.003836	0.002551	0.001477	0.000617	0.003797	0.007459	0.001824	0.000666	0.000855	0.011579	0.010779	0.000796	0.001062	0.005079	0.006372	0.001609	0.000694	0.001465	0.000600	0.000417	0.002071	0.019123	0.000878	0.000328	0.000656	0.000349	0.000375	0.000568	0.002090	0.000509	0.001378	0.007720	0.007398	0.003959	0.004940	0.003385	0.002413	0.001029	0.000771	0.009161	0.000902	0.001318	0.002640	0.310418	0.415390
be	0.029864	0.119461	0.001407	0.002647	0.002005	0.007033	0.027954	0.010537	0.001254	0.001110	0.002232	0.000199	0.000097	0.000191	0.000297	0.001194	0.001793	0.000548	0.000067	0.000262	0.001083	0.002052	0.009053	0.001038	0.002424	0.001656	0.006448	0.013008	0.009201	0.003357	0.002428	0.022003	0.010273	0.002290	0.001264	0.001441	0.068938	0.026851	0.001512	0.001213	0.015347	0.024876	0.002702	0.001174	0.002147	0.001752	0.001279	0.007157	0.066766	0.004324	0.000762	0.002446	0.001242	0.000944	0.001360	0.003234	0.000779	0.002590	0.011801	0.019320	0.006897	0.021723	0.015633	0.009522	0.002795	0.003949	0.044350	0.001223	0.002646	0.004313	0.144223	0.173039
minimal	0.005158	0.009342	0.000188	0.000412	0.000418	0.000437	0.003427	0.001121	0.000102	0.000179	0.000581	0.000039	0.000033	0.000029	0.000037	0.000635	0.000184	0.000089	0.000010	0.000052	0.000145	0.000146	0.000697	0.000276	0.000292	0.000118	0.000218	0.001236	0.000841	0.000515	0.000299	0.001738	0.000687	0.000616	0.000157	0.000123	0.005310	0.001714	0.000209	0.000263	0.003406	0.003428	0.000605	0.000143	0.000365	0.000351	0.000135	0.000359	0.004836	0.000393	0.000115	0.000395	0.000195	0.000134	0.000138	0.000968	0.000094	0.000175	0.000877	0.000824	0.000371	0.002194	0.001547	0.000604	0.000459	0.000276	0.003032	0.000276	0.001155	0.001126	0.390643	0.542307
or	0.017654	0.099331	0.001451	0.002598	0.001277	0.002606	0.009873	0.001657	0.000615	0.000709	0.001482	0.000210	0.000089	0.000074	0.000235	0.001537	0.000494	0.000169	0.000034	0.000332	0.001216	0.002119	0.002340	0.000351	0.000880	0.000422	0.001776	0.004252	0.002323	0.001902	0.001541	0.007466	0.005677	0.001235	0.000522	0.000881	0.029777	0.008047	0.000709	0.001134	0.005678	0.009083	0.002435	0.000669	0.000655	0.000790	0.000401	0.002915	0.021767	0.001135	0.000345	0.000642	0.000892	0.001219	0.001287	0.001403	0.000601	0.001054	0.002582	0.004704	0.002668	0.019879	0.010355	0.003129	0.003451	0.002183	0.033021	0.000675	0.002082	0.003645	0.271831	0.369823
none	0.008252	0.005764	0.000061	0.000078	0.000079	0.000185	0.000961	0.000326	0.000040	0.000071	0.000276	0.000024	0.000062	0.000017	0.000020	0.000136	0.000108	0.000195	0.000009	0.000022	0.000076	0.000064	0.000161	0.000081	0.000094	0.000072	0.000110	0.000872	0.001708	0.000651	0.000306	0.000617	0.000219	0.000236	0.000084	0.000042	0.002374	0.000706	0.000083	0.000136	0.002073	0.002369	0.000283	0.000046	0.000093	0.000077	0.000049	0.000171	0.001697	0.000233	0.000051	0.000164	0.000081	0.000080	0.000053	0.000196	0.000030	0.000053	0.000265	0.000433	0.000329	0.002130	0.000982	0.001163	0.000400	0.000321	0.001860	0.000113	0.000231	0.000288	0.391808	0.566499
##xi	0.007439	0.004444	0.000050	0.000087	0.000044	0.000132	0.000637	0.000116	0.000019	0.000072	0.000083	0.000030	0.000029	0.000028	0.000017	0.000199	0.000065	0.000185	0.000013	0.000036	0.000093	0.000119	0.000217	0.000238	0.000256	0.000110	0.000117	0.000412	0.001242	0.000324	0.000119	0.000387	0.000775	0.000370	0.000102	0.000076	0.001390	0.001135	0.000143	0.000151	0.001004	0.000836	0.000217	0.000053	0.000115	0.000228	0.000049	0.000186	0.000929	0.000074	0.000042	0.000034	0.000027	0.000052	0.000026	0.000135	0.000038	0.000055	0.000366	0.000466	0.000412	0.001471	0.000574	0.000979	0.000243	0.000115	0.000782	0.000113	0.000338	0.000388	0.386885	0.581264
##sten	0.008374	0.012843	0.000143	0.000159	0.000259	0.000342	0.001103	0.000417	0.000046	0.000045	0.000174	0.000012	0.000008	0.000021	0.000010	0.000744	0.000239	0.000171	0.000016	0.000081	0.000232	0.000130	0.000224	0.000083	0.000127	0.000079	0.000166	0.001131	0.000936	0.000275	0.000191	0.000944	0.000612	0.000254	0.000093	0.000103	0.003421	0.000956	0.000218	0.000208	0.003419	0.003855	0.000293	0.000057	0.000100	0.000472	0.000076	0.000252	0.001866	0.000133	0.000066	0.000104	0.000041	0.000064	0.000033	0.000212	0.000038	0.000068	0.000195	0.000561	0.000183	0.001147	0.001503	0.000650	0.000228	0.000188	0.001563	0.000063	0.000276	0.000291	0.389160	0.557251
##t	0.012936	0.011909	0.000136	0.000204	0.000182	0.000352	0.001586	0.000768	0.000067	0.000123	0.000593	0.000051	0.000045	0.000039	0.000025	0.000394	0.000225	0.000271	0.000017	0.000045	0.000124	0.000159	0.000632	0.000482	0.000544	0.000146	0.000287	0.002369	0.006342	0.001872	0.000516	0.002436	0.000819	0.000636	0.000217	0.000150	0.006850	0.002737	0.000312	0.000328	0.004257	0.004053	0.000727	0.000164	0.000206	0.000461	0.000135	0.000379	0.004161	0.000272	0.000074	0.000306	0.000139	0.000112	0.000100	0.000446	0.000127	0.000226	0.000706	0.001379	0.000685	0.003766	0.002888	0.003207	0.001080	0.000577	0.004940	0.000222	0.001034	0.001014	0.376191	0.528039
because	0.015846	0.054265	0.003690	0.002877	0.004362	0.022713	0.051308	0.012951	0.002759	0.001647	0.002553	0.000655	0.000292	0.000580	0.001051	0.001912	0.003271	0.000647	0.000254	0.000810	0.007302	0.012034	0.026565	0.001851	0.006456	0.004280	0.023979	0.015034	0.003373	0.001812	0.003463	0.041164	0.024122	0.002812	0.003954	0.008408	0.131126	0.027176	0.001795	0.003254	0.014626	0.041268	0.007342	0.007699	0.006777	0.007689	0.005067	0.017740	0.072314	0.007059	0.001586	0.024659	0.004247	0.002731	0.005165	0.007083	0.002718	0.007042	0.009449	0.023541	0.008882	0.017950	0.009811	0.003519	0.001969	0.004246	0.068929	0.001185	0.007311	0.007443	0.028039	0.030509
,	0.016699	0.114607	0.003117	0.003013	0.002986	0.011205	0.037767	0.005227	0.002445	0.001263	0.006428	0.000365	0.000141	0.000711	0.000962	0.002281	0.005030	0.000356	0.000096	0.001144	0.002248	0.003220	0.016609	0.002364	0.002185	0.002939	0.011891	0.008313	0.003879	0.001078	0.005700	0.021889	0.027232	0.000976	0.000708	0.001332	0.037331	0.017417	0.002035	0.001673	0.022257	0.051418	0.002996	0.003587	0.009933	0.022779	0.004850	0.014392	0.093648	0.001319	0.000856	0.002069	0.003341	0.005531	0.006792	0.003584	0.001372	0.006041	0.010508	0.049373	0.011590	0.033765	0.009144	0.003310	0.001381	0.009043	0.047894	0.001749	0.007779	0.030342	0.063489	0.077006
among	0.019896	0.053383	0.001634	0.001187	0.002392	0.006969	0.026474	0.005118	0.000962	0.001487	0.004000	0.000256	0.000219	0.000413	0.000561	0.003118	0.001563	0.000426	0.000171	0.001875	0.003119	0.002568	0.027791	0.001915	0.002742	0.003001	0.006769	0.009316	0.003892	0.001618	0.004137	0.015511	0.031830	0.001709	0.001590	0.001904	0.040888	0.023500	0.003841	0.003209	0.028237	0.037646	0.007619	0.002970	0.009371	0.027266	0.004597	0.009500	0.080842	0.002664	0.001283	0.006127	0.002440	0.005537	0.002807	0.006593	0.002743	0.002501	0.008338	0.032120	0.002576	0.019417	0.006038	0.001796	0.001202	0.003294	0.030852	0.001986	0.005054	0.015649	0.139521	0.168460
other	0.005353	0.036652	0.000937	0.001041	0.002016	0.012938	0.026122	0.004965	0.001256	0.000493	0.001515	0.000206	0.000261	0.000228	0.000225	0.001219	0.002067	0.000786	0.000138	0.000466	0.002760	0.004286	0.007150	0.001586	0.001488	0.001832	0.017998	0.007597	0.002510	0.000663	0.001345	0.025952	0.042422	0.002368	0.001958	0.004651	0.056453	0.011853	0.002436	0.003953	0.009000	0.019421	0.004016	0.002434	0.003532	0.007476	0.001843	0.008346	0.033583	0.005247	0.002002	0.004305	0.002597	0.001372	0.003594	0.002423	0.001432	0.004408	0.003522	0.011265	0.010898	0.019163	0.005143	0.001841	0.000629	0.001298	0.032570	0.000912	0.003851	0.007352	0.212265	0.272113
reasons	0.004567	0.027616	0.000200	0.000326	0.000374	0.001850	0.004565	0.001275	0.000229	0.000232	0.001344	0.000033	0.000096	0.000031	0.000057	0.000450	0.000299	0.000129	0.000027	0.000074	0.000398	0.000393	0.001757	0.000214	0.000359	0.000304	0.001735	0.003902	0.002157	0.000371	0.001467	0.007849	0.002777	0.000521	0.000212	0.000322	0.018231	0.001448	0.000278	0.000981	0.010570	0.016991	0.000740	0.000260	0.000489	0.001295	0.000313	0.001102	0.007736	0.000759	0.000190	0.001572	0.000431	0.000380	0.000316	0.000536	0.000332	0.000209	0.000281	0.002630	0.000911	0.004027	0.002827	0.001705	0.000356	0.001236	0.010582	0.000197	0.000835	0.001618	0.345269	0.493855
,	0.020327	0.158157	0.013928	0.014039	0.016484	0.020193	0.037688	0.013574	0.005641	0.001206	0.005130	0.000455	0.000162	0.000706	0.001293	0.006119	0.006649	0.000394	0.000240	0.001994	0.010766	0.007256	0.011628	0.001629	0.001552	0.002032	0.015105	0.005071	0.002503	0.002081	0.002466	0.014790	0.023919	0.003006	0.001536	0.003774	0.078418	0.011372	0.001974	0.001117	0.007225	0.028631	0.004792	0.004407	0.009106	0.008930	0.005162	0.018728	0.097351	0.008932	0.001975	0.004692	0.004507	0.005451	0.011399	0.006086	0.001309	0.013863	0.014220	0.017120	0.011232	0.030891	0.004417	0.002323	0.001960	0.003066	0.031850	0.001598	0.003234	0.015166	0.043997	0.050003
the	0.025547	0.218993	0.007569	0.006168	0.006202	0.018898	0.022766	0.011566	0.003016	0.001515	0.002053	0.000139	0.000084	0.000144	0.000358	0.002008	0.000885	0.000179	0.000092	0.000281	0.002921	0.003701	0.012256	0.001029	0.001543	0.001297	0.010219	0.009052	0.004427	0.001777	0.007580	0.034594	0.012320	0.000662	0.000626	0.001994	0.092035	0.008505	0.000864	0.001146	0.024837	0.047414	0.001989	0.001962	0.005820	0.008839	0.002933	0.014652	0.098318	0.004603	0.000616	0.005016	0.001259	0.001597	0.002272	0.003709	0.000936	0.004039	0.007698	0.022602	0.006136	0.019380	0.008480	0.004524	0.002094	0.012086	0.051948	0.000852	0.001264	0.004435	0.041065	0.049614
phase	0.018367	0.055548	0.001205	0.000890	0.000838	0.002596	0.005226	0.002474	0.000276	0.000211	0.001025	0.000030	0.000028	0.000023	0.000031	0.001297	0.000290	0.000078	0.000032	0.000076	0.000348	0.000513	0.001018	0.000146	0.000296	0.000231	0.001298	0.002191	0.001041	0.000240	0.000609	0.005112	0.001389	0.000191	0.000148	0.000557	0.015531	0.001085	0.000169	0.000374	0.012671	0.014813	0.000506	0.000284	0.000705	0.001732	0.000202	0.001723	0.009349	0.001151	0.000190	0.003141	0.000444	0.000475	0.000628	0.000919	0.000308	0.000854	0.002787	0.002670	0.002229	0.003172	0.002921	0.001017	0.000382	0.000705	0.014947	0.000269	0.000668	0.000940	0.329311	0.464862
-	0.039435	0.040422	0.001929	0.001320	0.002609	0.004051	0.003942	0.005937	0.001108	0.000603	0.004685	0.000144	0.000053	0.000120	0.000150	0.002338	0.001254	0.000498	0.000146	0.000369	0.001824	0.001497	0.001600	0.000278	0.000783	0.000541	0.002253	0.002887	0.001933	0.000583	0.001958	0.005707	0.002903	0.000632	0.000575	0.001047	0.017742	0.004257	0.000780	0.000787	0.017084	0.030474	0.001509	0.000675	0.001931	0.004486	0.000722	0.003438	0.012939	0.002318	0.000784	0.002761	0.001341	0.001176	0.001542	0.000603	0.000448	0.001840	0.004388	0.009997	0.003525	0.008619	0.002104	0.000933	0.000435	0.001740	0.011703	0.000964	0.001151	0.002146	0.305930	0.398617
in	0.043117	0.058671	0.000942	0.001370	0.001176	0.002650	0.004033	0.004408	0.000443	0.000542	0.001317	0.000103	0.000063	0.000052	0.000120	0.001157	0.000245	0.000119	0.000144	0.000130	0.000613	0.000801	0.001613	0.000223	0.000678	0.000344	0.001124	0.003325	0.004744	0.001158	0.001950	0.006387	0.000983	0.000418	0.000189	0.000645	0.014961	0.001803	0.000236	0.000301	0.015594	0.022755	0.000598	0.000231	0.000681	0.001923	0.000362	0.001772	0.008378	0.001363	0.000209	0.001830	0.000471	0.000333	0.000434	0.000712	0.000278	0.000634	0.001696	0.003495	0.003014	0.005041	0.002937	0.003093	0.000965	0.001744	0.017545	0.000358	0.000803	0.001327	0.320204	0.415925
of	0.042500	0.162225	0.000835	0.000790	0.000931	0.001643	0.002027	0.002556	0.000405	0.000313	0.001133	0.000038	0.000048	0.000027	0.000049	0.001361	0.000536	0.000167	0.000051	0.000138	0.000627	0.001022	0.002388	0.000225	0.000554	0.000693	0.001988	0.001376	0.001967	0.000606	0.000629	0.003131	0.001539	0.000641	0.000166	0.000807	0.016952	0.002394	0.000492	0.000562	0.017750	0.020261	0.001061	0.000528	0.001083	0.002178	0.000686	0.002302	0.016091	0.001280	0.000475	0.001223	0.001234	0.000515	0.000941	0.001854	0.000219	0.001102	0.002017	0.002982	0.003075	0.007396	0.001325	0.001216	0.000440	0.000575	0.007598	0.000609	0.000503	0.001609	0.269519	0.373820
the	0.020413	0.255463	0.009458	0.005187	0.003758	0.010571	0.018754	0.008662	0.002978	0.000818	0.003295	0.000227	0.000140	0.000252	0.000482	0.003651	0.003537	0.000300	0.000278	0.000631	0.004402	0.008257	0.019269	0.001307	0.004164	0.003525	0.010715	0.008862	0.007140	0.003458	0.005215	0.031316	0.012634	0.001724	0.001446	0.005785	0.093044	0.024558	0.002628	0.003122	0.039906	0.053290	0.004305	0.002476	0.005164	0.004501	0.001736	0.009528	0.051736	0.005355	0.001400	0.005171	0.003205	0.002255	0.005038	0.007415	0.002010	0.008532	0.008543	0.016325	0.014108	0.016662	0.012126	0.008769	0.004168	0.007328	0.051793	0.001150	0.002923	0.009330	0.015205	0.017119
