TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.191889	0.058042	0.046982	0.011833	0.006456	0.026998	0.009759	0.042602	0.016319	0.000955	0.004122	0.000207	0.000024	0.000354	0.000162	0.030513	0.002905	0.000477	0.005607	0.023956	0.010156	0.006165	0.002855	0.000414	0.000474	0.001536	0.020032	0.000851	0.000753	0.000416	0.000938	0.002245	0.004507	0.000885	0.001737	0.001543	0.002494	0.001349	0.000761	0.001016	0.010093	0.013909	0.002764	0.003001	0.001385	0.001540	0.001521	0.027796	0.022275	0.151381	0.015546	0.056318	0.008014	0.006389	0.005708	0.003709	0.000230	0.003728	0.014964	0.002989	0.001426	0.001438	0.000430	0.000767	0.000427	0.000791	0.002570	0.027412	0.002397	0.010014	0.028073	0.029707
EPA	0.013139	0.057414	0.005841	0.002252	0.002224	0.004672	0.012266	0.012002	0.002881	0.000959	0.002175	0.000408	0.000440	0.000858	0.000500	0.002671	0.000359	0.000483	0.000945	0.002740	0.002140	0.004529	0.003755	0.001084	0.002139	0.002221	0.005989	0.005120	0.007764	0.005538	0.004226	0.012007	0.009576	0.000417	0.000501	0.001088	0.020113	0.004486	0.000731	0.000984	0.018757	0.047436	0.003784	0.001431	0.001960	0.003089	0.001674	0.005890	0.048124	0.016191	0.001563	0.019965	0.002184	0.001147	0.002604	0.005237	0.000645	0.002200	0.006486	0.009810	0.004856	0.032129	0.008704	0.015931	0.011429	0.007506	0.031474	0.004516	0.007473	0.012126	0.212408	0.231633
has	0.004550	0.008946	0.006738	0.003415	0.001500	0.000609	0.001171	0.013357	0.002338	0.000771	0.003385	0.000286	0.000131	0.000512	0.000199	0.000595	0.000675	0.000493	0.001140	0.000811	0.000120	0.000137	0.000288	0.000201	0.000098	0.000085	0.000085	0.000080	0.000294	0.000101	0.000150	0.000165	0.000299	0.000101	0.000071	0.000083	0.001286	0.000353	0.000008	0.000078	0.000593	0.001759	0.000221	0.000074	0.000110	0.000077	0.000086	0.000164	0.001013	0.003971	0.000111	0.000489	0.000090	0.000080	0.000084	0.000398	0.000039	0.000086	0.000480	0.000254	0.000435	0.002231	0.000140	0.000458	0.000091	0.000162	0.000377	0.000276	0.000537	0.000290	0.437960	0.491160
determined	0.001064	0.007973	0.001326	0.000582	0.000311	0.000151	0.000485	0.000974	0.000265	0.000226	0.000332	0.000133	0.000055	0.000228	0.000062	0.000163	0.000189	0.000130	0.000166	0.000228	0.000027	0.000031	0.000062	0.000025	0.000015	0.000010	0.000019	0.000033	0.000127	0.000073	0.000032	0.000046	0.000044	0.000019	0.000014	0.000008	0.000299	0.000051	0.000001	0.000021	0.000273	0.000840	0.000024	0.000019	0.000020	0.000013	0.000017	0.000044	0.000235	0.000341	0.000044	0.000177	0.000032	0.000025	0.000032	0.000091	0.000004	0.000014	0.000072	0.000033	0.000056	0.000590	0.000032	0.000134	0.000040	0.000026	0.000079	0.000063	0.000040	0.000031	0.454913	0.525652
that	0.000946	0.002885	0.001013	0.001019	0.000349	0.000160	0.000342	0.001418	0.000134	0.000109	0.000664	0.000035	0.000024	0.000088	0.000015	0.000109	0.000123	0.000092	0.000145	0.000127	0.000025	0.000025	0.000154	0.000038	0.000019	0.000011	0.000019	0.000021	0.000089	0.000045	0.000062	0.000059	0.000080	0.000009	0.000010	0.000005	0.000407	0.000035	0.000001	0.000007	0.000199	0.000391	0.000011	0.000013	0.000025	0.000017	0.000020	0.000035	0.000399	0.000169	0.000016	0.000119	0.000021	0.000035	0.000023	0.000103	0.000007	0.000009	0.000065	0.000030	0.000041	0.000475	0.000017	0.000093	0.000029	0.000052	0.000073	0.000024	0.000075	0.000044	0.454692	0.531759
the	0.003289	0.006364	0.001173	0.000801	0.000384	0.000637	0.001108	0.002623	0.000407	0.000213	0.001249	0.000123	0.000031	0.000207	0.000044	0.000179	0.000139	0.000080	0.000112	0.000062	0.000087	0.000072	0.000155	0.000065	0.000036	0.000028	0.000096	0.000182	0.000664	0.000199	0.000162	0.000205	0.000176	0.000012	0.000014	0.000012	0.000844	0.000074	0.000001	0.000007	0.000561	0.000552	0.000048	0.000031	0.000064	0.000020	0.000030	0.000096	0.000854	0.000666	0.000041	0.000194	0.000067	0.000076	0.000077	0.000145	0.000009	0.000017	0.000083	0.000032	0.000057	0.001596	0.000160	0.000850	0.000187	0.000177	0.000298	0.000059	0.000222	0.000271	0.449227	0.520916
impacts	0.003406	0.016304	0.001198	0.001604	0.001177	0.001977	0.006371	0.009541	0.001385	0.001008	0.002636	0.000707	0.000239	0.000627	0.000276	0.000738	0.000202	0.000118	0.000348	0.000610	0.000339	0.000318	0.001374	0.000222	0.000349	0.000136	0.000420	0.001119	0.001717	0.000651	0.000770	0.001550	0.001032	0.000057	0.000073	0.000063	0.005823	0.000331	0.000014	0.000093	0.004206	0.010140	0.000241	0.000163	0.000167	0.000261	0.000175	0.000531	0.004785	0.001964	0.000319	0.001076	0.000339	0.000228	0.000430	0.000903	0.000062	0.000112	0.000418	0.000769	0.000401	0.006925	0.001198	0.002189	0.000642	0.000791	0.002656	0.000318	0.000623	0.000890	0.416662	0.472490
would	0.007599	0.017126	0.016543	0.034400	0.019368	0.004372	0.007785	0.175072	0.011525	0.004281	0.008116	0.001065	0.000223	0.000553	0.000354	0.013362	0.001786	0.000475	0.006141	0.002510	0.002013	0.000792	0.001214	0.000273	0.000380	0.000323	0.000418	0.000339	0.000158	0.000121	0.000279	0.000583	0.000966	0.000227	0.000328	0.000140	0.003961	0.000172	0.000023	0.000056	0.002329	0.003785	0.000123	0.000122	0.000339	0.000280	0.000293	0.000400	0.003366	0.024979	0.001804	0.002505	0.001040	0.001169	0.000858	0.002023	0.000150	0.000291	0.001183	0.000543	0.000223	0.001901	0.000329	0.000212	0.000099	0.000247	0.000809	0.001047	0.000720	0.000709	0.282167	0.318533
be	0.000156	0.001006	0.000153	0.000173	0.000037	0.000030	0.000110	0.000195	0.000022	0.000038	0.000059	0.000044	0.000018	0.000047	0.000009	0.000028	0.000028	0.000021	0.000038	0.000018	0.000012	0.000008	0.000038	0.000007	0.000005	0.000003	0.000004	0.000015	0.000042	0.000026	0.000023	0.000014	0.000021	0.000004	0.000003	0.000002	0.000173	0.000012	0.000000	0.000001	0.000097	0.000092	0.000006	0.000004	0.000010	0.000003	0.000002	0.000004	0.000064	0.000073	0.000007	0.000031	0.000007	0.000010	0.000006	0.000031	0.000002	0.000001	0.000008	0.000005	0.000005	0.000214	0.000012	0.000033	0.000013	0.000017	0.000017	0.000006	0.000038	0.000016	0.454350	0.542169
minimal	0.000292	0.002024	0.000237	0.001017	0.000159	0.000194	0.001220	0.000742	0.000146	0.000531	0.000480	0.001117	0.000365	0.000979	0.000355	0.000267	0.000131	0.000207	0.000218	0.000333	0.000066	0.000068	0.000339	0.000033	0.000103	0.000035	0.000032	0.000147	0.000149	0.000170	0.000190	0.000125	0.000147	0.000043	0.000037	0.000015	0.000791	0.000103	0.000005	0.000008	0.000373	0.000526	0.000149	0.000073	0.000108	0.000104	0.000038	0.000030	0.000322	0.000356	0.000075	0.000118	0.000049	0.000102	0.000048	0.000285	0.000026	0.000017	0.000115	0.000050	0.000053	0.000990	0.000082	0.000105	0.000070	0.000108	0.000108	0.000063	0.000346	0.000178	0.453332	0.527980
