TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.175252	0.020226	0.007063	0.006917	0.005408	0.009388	0.008058	0.005840	0.004652	0.003055	0.001521	0.001660	0.005191	0.001485	0.003951	0.002622	0.004642	0.002626	0.002014	0.007871	0.007265	0.005731	0.005890	0.002294	0.004218	0.004983	0.008574	0.004387	0.004694	0.003944	0.007663	0.005292	0.007239	0.005133	0.004183	0.006416	0.008377	0.005384	0.004422	0.005968	0.004905	0.011861	0.002427	0.005492	0.004433	0.009971	0.005995	0.011441	0.021803	0.010690	0.005005	0.006059	0.006539	0.005611	0.007562	0.004457	0.005073	0.012521	0.007492	0.020696	0.009437	0.026633	0.009256	0.008387	0.006543	0.014081	0.010619	0.007970	0.006869	0.005916	0.031198	0.301560
EPA	0.103659	0.007579	0.010884	0.007698	0.002424	0.010249	0.013509	0.020696	0.002858	0.002574	0.003983	0.000711	0.003855	0.001339	0.007868	0.003407	0.005234	0.003738	0.001722	0.008294	0.009902	0.006194	0.025779	0.007661	0.002970	0.009200	0.012866	0.002517	0.004154	0.001952	0.002413	0.031465	0.013274	0.003530	0.003681	0.008134	0.013699	0.028327	0.002526	0.004918	0.087077	0.120318	0.002956	0.004290	0.003765	0.005860	0.010556	0.014150	0.150650	0.014245	0.010877	0.008335	0.004120	0.002604	0.003911	0.009876	0.000879	0.007883	0.002228	0.017129	0.008583	0.008437	0.001786	0.002375	0.001454	0.002354	0.012993	0.001176	0.005145	0.010244	0.014399	0.031907
has	0.080202	0.022503	0.024323	0.023927	0.016150	0.021243	0.004792	0.145833	0.012097	0.000943	0.009943	0.000142	0.001108	0.000452	0.004215	0.003230	0.010829	0.000871	0.001130	0.005257	0.023104	0.014512	0.005561	0.012346	0.001397	0.009243	0.014748	0.004048	0.001081	0.000980	0.003518	0.003999	0.013680	0.008116	0.002713	0.008904	0.002264	0.008476	0.002983	0.001777	0.001986	0.006337	0.002410	0.006909	0.001562	0.013214	0.006720	0.010561	0.018391	0.129937	0.007294	0.026272	0.002664	0.003823	0.006177	0.001616	0.001323	0.008142	0.016031	0.004913	0.004848	0.001524	0.001883	0.000448	0.000548	0.001485	0.007394	0.003158	0.000198	0.001737	0.016880	0.150972
determined	0.047544	0.016865	0.033195	0.009729	0.015949	0.008110	0.077031	0.015928	0.004004	0.007489	0.014655	0.002289	0.001789	0.003972	0.005424	0.023195	0.010257	0.003566	0.008114	0.016946	0.015011	0.006650	0.009354	0.010040	0.004375	0.007397	0.004921	0.003293	0.002942	0.001412	0.002655	0.014077	0.024143	0.020533	0.007450	0.005181	0.009615	0.041861	0.004619	0.003959	0.004869	0.014859	0.003169	0.002278	0.002588	0.006073	0.004219	0.004416	0.038626	0.081545	0.079106	0.009477	0.005339	0.012055	0.003105	0.031134	0.003416	0.002863	0.005710	0.036171	0.010293	0.011336	0.001517	0.001853	0.000971	0.000983	0.006102	0.005249	0.001595	0.007635	0.009910	0.065998
that	0.101568	0.020120	0.007797	0.011807	0.010474	0.034440	0.011462	0.012377	0.006438	0.008410	0.035309	0.001632	0.003351	0.001041	0.008039	0.016375	0.015314	0.003062	0.007636	0.013425	0.019440	0.028302	0.014336	0.016051	0.006922	0.012634	0.021598	0.005887	0.001611	0.002667	0.001729	0.008634	0.010374	0.011405	0.006387	0.013767	0.006694	0.020939	0.004112	0.007100	0.005631	0.004436	0.002652	0.007817	0.003657	0.006187	0.006680	0.010380	0.018857	0.014530	0.004050	0.003254	0.005682	0.004135	0.006971	0.004069	0.002837	0.009146	0.005760	0.003156	0.007537	0.004861	0.002859	0.000747	0.001794	0.000831	0.005603	0.006488	0.000744	0.001556	0.016624	0.269803
the	0.050650	0.022627	0.008696	0.009306	0.012323	0.074406	0.009307	0.019565	0.009338	0.011029	0.012938	0.002777	0.006349	0.003134	0.013099	0.007279	0.009061	0.003091	0.005097	0.009176	0.011799	0.033685	0.011295	0.007292	0.008954	0.012167	0.055090	0.009108	0.009792	0.008904	0.003879	0.014906	0.009731	0.006604	0.005479	0.028438	0.008104	0.005828	0.005322	0.007528	0.017406	0.009329	0.003804	0.021056	0.005776	0.010079	0.009384	0.040212	0.021939	0.007183	0.002441	0.017174	0.004352	0.003964	0.023633	0.006979	0.004430	0.029621	0.006325	0.004507	0.008339	0.023843	0.006847	0.005585	0.006687	0.002901	0.010951	0.004073	0.005507	0.004577	0.014017	0.093925
impacts	0.062725	0.018416	0.004499	0.020919	0.020806	0.005593	0.004104	0.047264	0.012081	0.013649	0.002534	0.004129	0.006683	0.001211	0.006202	0.004945	0.007704	0.001116	0.000911	0.009434	0.012732	0.002818	0.030385	0.011850	0.003337	0.009154	0.004990	0.007657	0.007037	0.002881	0.002060	0.029956	0.056456	0.010314	0.002450	0.002813	0.034476	0.045546	0.004877	0.008097	0.029342	0.041628	0.004152	0.001537	0.005416	0.012264	0.006710	0.007123	0.040219	0.016244	0.018764	0.020292	0.011621	0.016465	0.003305	0.074554	0.003246	0.002373	0.011221	0.018687	0.010622	0.014590	0.005515	0.004954	0.002346	0.001496	0.015189	0.002302	0.006507	0.011099	0.008586	0.026816
would	0.020124	0.041649	0.219640	0.010782	0.019430	0.021637	0.107037	0.008943	0.005353	0.006993	0.008702	0.005202	0.004462	0.003428	0.007434	0.009580	0.020357	0.003189	0.003081	0.017870	0.028132	0.011138	0.010228	0.008191	0.004064	0.013920	0.014414	0.003221	0.003080	0.003110	0.002519	0.009936	0.024438	0.006328	0.005991	0.007620	0.009136	0.003935	0.005643	0.003103	0.000673	0.003221	0.002020	0.004803	0.002214	0.003643	0.007412	0.008415	0.016234	0.029419	0.012249	0.013267	0.002880	0.004606	0.008653	0.028797	0.005617	0.008466	0.003341	0.017469	0.002434	0.011594	0.002116	0.001827	0.001880	0.001363	0.009893	0.005664	0.002497	0.006307	0.013236	0.034747
be	0.052224	0.012203	0.020350	0.023485	0.039104	0.025671	0.058439	0.020379	0.011899	0.015544	0.005840	0.007710	0.006228	0.002561	0.011609	0.009776	0.017115	0.002007	0.003384	0.022684	0.029166	0.016283	0.023778	0.009353	0.013813	0.026064	0.014760	0.013122	0.004760	0.003776	0.008514	0.017391	0.016664	0.010783	0.011171	0.008898	0.020067	0.009410	0.006403	0.005601	0.001529	0.003358	0.007150	0.004718	0.005567	0.012308	0.011151	0.006765	0.013263	0.014599	0.005469	0.004083	0.005173	0.009635	0.009477	0.054459	0.009225	0.006914	0.011149	0.004972	0.006426	0.005682	0.005803	0.002592	0.001946	0.003099	0.011512	0.007827	0.001975	0.003109	0.009887	0.101186
minimal	0.145843	0.007917	0.013823	0.010726	0.021844	0.024455	0.096391	0.016185	0.008451	0.005387	0.005554	0.021037	0.009358	0.009282	0.012353	0.005458	0.009865	0.004962	0.016064	0.026258	0.012524	0.010264	0.018460	0.004216	0.019406	0.019561	0.014256	0.015743	0.009534	0.011882	0.007572	0.019299	0.012679	0.009997	0.007612	0.009440	0.025445	0.018545	0.003737	0.010467	0.012903	0.015289	0.003706	0.003766	0.002695	0.008878	0.006685	0.006714	0.020100	0.012827	0.004107	0.007238	0.005300	0.007139	0.004254	0.016312	0.005443	0.003757	0.003843	0.009252	0.003801	0.007098	0.004120	0.003021	0.003428	0.002067	0.005667	0.001102	0.007643	0.003684	0.008561	0.057748
