TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.008670	0.016361	0.011759	0.009280	0.011727	0.011769	0.013591	0.010309	0.012431	0.014243	0.016690	0.022537	0.031615	0.007952	0.009901	0.014867	0.025299	0.036180	0.015579	0.017350	0.021004	0.012005	0.007345	0.027274	0.022228	0.018329	0.012973	0.012940	0.007423	0.014242	0.007335	0.011349	0.010337	0.010893	0.017236	0.009700	0.014369	0.007605	0.006387	0.023233	0.009794	0.010608	0.009679	0.009964	0.008288	0.004193	0.016021	0.009395	0.006791	0.008187	0.004899	0.011898	0.023707	0.007848	0.009084	0.014441	0.015419	0.009838	0.010166	0.015461	0.023129	0.019239	0.012624	0.007213	0.013474	0.007577	0.017360	0.011239	0.018203	0.013987	0.040376	0.007584
EPA	0.030508	0.011226	0.012985	0.009079	0.009845	0.006705	0.018429	0.025413	0.006132	0.009980	0.007552	0.007235	0.025674	0.007663	0.005741	0.007843	0.005760	0.015579	0.006306	0.013730	0.006530	0.009481	0.024347	0.012985	0.006563	0.011435	0.010295	0.002910	0.012467	0.012270	0.021844	0.009360	0.018037	0.015261	0.008409	0.011881	0.012105	0.016953	0.009843	0.007670	0.008986	0.035586	0.025669	0.011053	0.014061	0.062918	0.013986	0.010771	0.027755	0.026432	0.012921	0.022793	0.006003	0.020455	0.010103	0.009123	0.005702	0.009383	0.010930	0.026518	0.005911	0.014948	0.002662	0.010556	0.010305	0.018847	0.005802	0.010058	0.015734	0.019174	0.005344	0.025478
has	0.010114	0.015236	0.016205	0.027595	0.019661	0.032681	0.016532	0.040008	0.013983	0.014705	0.031854	0.011450	0.031419	0.013922	0.014886	0.008837	0.010391	0.009991	0.011454	0.016825	0.009580	0.028755	0.008538	0.012716	0.012996	0.019106	0.031344	0.009160	0.006786	0.007834	0.007737	0.008484	0.008973	0.019306	0.008580	0.029255	0.004930	0.006846	0.015627	0.009085	0.012120	0.011739	0.018966	0.033939	0.012380	0.009132	0.020989	0.029279	0.015162	0.014551	0.019448	0.019728	0.005755	0.013351	0.022465	0.003935	0.007379	0.021647	0.008043	0.005595	0.007478	0.004715	0.005331	0.003900	0.005009	0.004610	0.002503	0.006626	0.004187	0.004468	0.004448	0.007736
determined	0.044464	0.021418	0.018856	0.010261	0.007807	0.004739	0.016551	0.029559	0.011063	0.006776	0.013270	0.005905	0.032287	0.012700	0.008231	0.007037	0.004528	0.011591	0.007231	0.018056	0.005147	0.005683	0.011752	0.010477	0.006933	0.010446	0.005646	0.005532	0.008719	0.008654	0.011415	0.012729	0.016293	0.021514	0.009542	0.006613	0.021979	0.015837	0.020918	0.005924	0.012596	0.029226	0.017262	0.006182	0.007322	0.020742	0.013212	0.006431	0.023617	0.059055	0.029916	0.020612	0.005563	0.028556	0.006145	0.009053	0.008949	0.005869	0.012424	0.027313	0.006498	0.014102	0.005396	0.007582	0.007904	0.011195	0.006730	0.012516	0.011616	0.018703	0.007629	0.025999
that	0.028195	0.015257	0.020625	0.010654	0.015289	0.015180	0.009404	0.013320	0.012473	0.020177	0.033492	0.013279	0.022292	0.006122	0.017717	0.012966	0.023645	0.013297	0.016914	0.018995	0.023261	0.020737	0.015144	0.024657	0.017635	0.023118	0.018710	0.008916	0.010812	0.009623	0.006556	0.007509	0.012488	0.014300	0.014745	0.017982	0.012491	0.012804	0.013300	0.015016	0.015019	0.014892	0.017335	0.016705	0.011817	0.010985	0.022290	0.015750	0.015082	0.012669	0.009584	0.013924	0.011843	0.008602	0.012537	0.005570	0.006396	0.012221	0.007664	0.007981	0.011835	0.006364	0.005920	0.006486	0.006820	0.004571	0.003934	0.010213	0.010202	0.004872	0.014029	0.026790
the	0.024174	0.023645	0.027368	0.009199	0.009639	0.015550	0.011349	0.014689	0.011037	0.020988	0.020340	0.014605	0.022872	0.010234	0.026221	0.008899	0.014125	0.013546	0.018049	0.018888	0.016264	0.024047	0.023782	0.017611	0.014895	0.020748	0.021684	0.006915	0.010565	0.011226	0.006398	0.006436	0.016450	0.024478	0.011517	0.019263	0.014308	0.019059	0.011525	0.010398	0.016032	0.022913	0.016227	0.016305	0.018200	0.011979	0.016336	0.015649	0.013941	0.016913	0.007873	0.014566	0.007812	0.009154	0.013093	0.005799	0.007035	0.012448	0.008777	0.014320	0.008026	0.006899	0.003898	0.005426	0.006815	0.004076	0.004226	0.008446	0.010723	0.004628	0.006722	0.021758
impacts	0.048566	0.014601	0.017019	0.012687	0.011242	0.002790	0.008406	0.028383	0.009046	0.007909	0.011376	0.003864	0.014183	0.012046	0.008357	0.006505	0.006931	0.006310	0.005902	0.012138	0.007865	0.003769	0.012498	0.007441	0.004277	0.008573	0.004622	0.004967	0.012320	0.005933	0.006660	0.015568	0.013270	0.023662	0.007925	0.005180	0.020855	0.017819	0.026643	0.005789	0.013712	0.030494	0.013215	0.006174	0.011203	0.019326	0.012554	0.005821	0.039282	0.055151	0.033455	0.019217	0.005312	0.030560	0.005747	0.009998	0.010015	0.006082	0.016197	0.041074	0.008182	0.016106	0.005717	0.012957	0.006414	0.007474	0.007199	0.013675	0.012730	0.018555	0.010098	0.032409
would	0.024883	0.013061	0.027363	0.018994	0.014146	0.008903	0.009011	0.038155	0.027125	0.017815	0.022263	0.009401	0.028660	0.012820	0.021772	0.009849	0.013575	0.007570	0.009544	0.019672	0.014464	0.009166	0.012709	0.018097	0.011795	0.015119	0.010513	0.011937	0.014718	0.017121	0.006966	0.010079	0.013774	0.023583	0.011743	0.009996	0.008172	0.012206	0.011610	0.012159	0.011663	0.012958	0.019348	0.010858	0.025276	0.023775	0.015192	0.008853	0.015010	0.021030	0.010621	0.012766	0.008703	0.013136	0.007687	0.008848	0.007361	0.008380	0.012144	0.012302	0.009886	0.005981	0.009202	0.009628	0.013449	0.005366	0.005126	0.013695	0.011825	0.005954	0.009826	0.023643
be	0.044127	0.027961	0.027564	0.015296	0.010312	0.012214	0.016931	0.025333	0.012791	0.021801	0.015571	0.011386	0.024392	0.011215	0.010678	0.010078	0.014415	0.008122	0.011789	0.019404	0.015946	0.013316	0.025343	0.010136	0.012701	0.009791	0.012995	0.006577	0.007820	0.008909	0.006117	0.007820	0.018360	0.023717	0.011882	0.012810	0.015790	0.019644	0.014959	0.008554	0.014247	0.034138	0.017832	0.011731	0.015559	0.012467	0.008320	0.010516	0.021314	0.019088	0.015726	0.013676	0.006581	0.016245	0.009345	0.006780	0.008358	0.009746	0.009718	0.020490	0.007470	0.009765	0.004654	0.004900	0.006547	0.004878	0.003771	0.011504	0.009254	0.006687	0.009523	0.024605
minimal	0.042260	0.025989	0.017313	0.013790	0.005608	0.005918	0.010465	0.021054	0.009105	0.009052	0.005560	0.005003	0.026452	0.018770	0.011014	0.005333	0.005646	0.006068	0.005832	0.015340	0.006136	0.005323	0.009306	0.006446	0.004347	0.005497	0.006321	0.003431	0.011475	0.005681	0.006980	0.007681	0.020984	0.016121	0.007589	0.006944	0.030353	0.031807	0.013045	0.005499	0.011115	0.042198	0.015398	0.007148	0.012920	0.025735	0.007717	0.007111	0.027275	0.032411	0.024897	0.011314	0.005220	0.021011	0.006993	0.007949	0.007601	0.007487	0.018641	0.054282	0.008503	0.029922	0.004604	0.013556	0.006410	0.009511	0.009056	0.014975	0.017615	0.010796	0.010885	0.033204
