TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.026546	0.045719	0.026508	0.004262	0.002151	0.004068	0.003093	0.001219	0.000739	0.000325	0.000063	0.000232	0.000172	0.000508	0.001535	0.001246	0.000211	0.000399	0.000420	0.000336	0.000262	0.000383	0.000042	0.000065	0.000222	0.000106	0.000121	0.000032	0.000045	0.000017	0.000035	0.000066	0.000027	0.000100	0.000074	0.000138	0.000107	0.000120	0.000018	0.000087	0.000147	0.000211	0.000137	0.000057	0.000015	0.000111	0.000233	0.000484	0.000728	0.001131	0.000437	0.000395	0.000134	0.000098	0.000043	0.000021	0.000029	0.000046	0.000083	0.000216	0.000073	0.000131	0.000007	0.000046	0.000022	0.000058	0.000055	0.000013	0.000016	0.000009	0.001325	0.871667
EPA	0.028036	0.003303	0.122129	0.223472	0.011813	0.001818	0.005065	0.004938	0.001730	0.000309	0.000417	0.000070	0.000122	0.001212	0.001841	0.011693	0.002340	0.005017	0.001081	0.001644	0.003007	0.000265	0.000078	0.000106	0.000255	0.000226	0.000141	0.000103	0.000064	0.000023	0.000066	0.000335	0.000655	0.002414	0.000491	0.000136	0.000064	0.000245	0.000651	0.000180	0.000016	0.000156	0.000975	0.000127	0.000042	0.000280	0.000627	0.000427	0.002370	0.004147	0.005280	0.000372	0.000228	0.000083	0.000020	0.000015	0.000015	0.000013	0.000017	0.000078	0.000266	0.000050	0.000070	0.000131	0.000017	0.000047	0.000418	0.000116	0.000003	0.000003	0.001511	0.544524
has	0.005435	0.008312	0.045807	0.780252	0.048199	0.002932	0.002373	0.002157	0.001821	0.000918	0.000121	0.000136	0.000039	0.000334	0.000965	0.007889	0.002854	0.003074	0.001180	0.001120	0.000545	0.000091	0.000013	0.000037	0.000014	0.000015	0.000011	0.000004	0.000003	0.000003	0.000003	0.000067	0.000141	0.000551	0.000233	0.000164	0.000057	0.000043	0.000073	0.000016	0.000001	0.000005	0.000020	0.000010	0.000008	0.000018	0.000023	0.000050	0.000319	0.000217	0.001279	0.000157	0.000074	0.000020	0.000014	0.000001	0.000000	0.000001	0.000001	0.000001	0.000002	0.000006	0.000001	0.000004	0.000002	0.000002	0.000011	0.000005	0.000000	0.000000	0.000034	0.079711
determined	0.009690	0.010410	0.018775	0.074531	0.197235	0.078505	0.012995	0.028574	0.016366	0.007122	0.001184	0.000322	0.000135	0.000431	0.001293	0.036092	0.003552	0.002767	0.003887	0.004401	0.005334	0.000963	0.000105	0.000154	0.000100	0.000046	0.000038	0.000004	0.000002	0.000002	0.000001	0.000019	0.000098	0.000639	0.000215	0.000426	0.000172	0.000202	0.000096	0.000107	0.000010	0.000046	0.000044	0.000016	0.000008	0.000031	0.000044	0.000104	0.000194	0.000452	0.000643	0.001079	0.000608	0.000060	0.000172	0.000017	0.000015	0.000012	0.000005	0.000019	0.000011	0.000003	0.000001	0.000003	0.000003	0.000003	0.000007	0.000013	0.000003	0.000000	0.000213	0.479170
that	0.021327	0.012050	0.009819	0.016234	0.030669	0.283146	0.062290	0.260470	0.051564	0.020873	0.008591	0.001188	0.000060	0.000575	0.001746	0.003351	0.000494	0.000317	0.001018	0.000794	0.004002	0.005285	0.000320	0.000264	0.000102	0.000066	0.000159	0.000005	0.000002	0.000001	0.000001	0.000005	0.000009	0.000038	0.000006	0.000090	0.000172	0.000156	0.000053	0.000063	0.000048	0.000194	0.000024	0.000009	0.000003	0.000005	0.000003	0.000021	0.000031	0.000168	0.000043	0.000281	0.000124	0.000203	0.000254	0.000066	0.000080	0.000123	0.000054	0.000103	0.000006	0.000005	0.000000	0.000001	0.000001	0.000001	0.000004	0.000002	0.000002	0.000001	0.000534	0.200232
the	0.054193	0.004045	0.006053	0.018332	0.037149	0.009872	0.127435	0.262847	0.122056	0.012594	0.006693	0.000343	0.000033	0.000213	0.001271	0.020466	0.000185	0.000111	0.000181	0.000239	0.009187	0.000383	0.001261	0.001575	0.000119	0.000096	0.000023	0.000008	0.000003	0.000001	0.000000	0.000002	0.000008	0.000191	0.000015	0.000007	0.000340	0.000322	0.000700	0.000314	0.000050	0.000132	0.000140	0.000003	0.000001	0.000001	0.000006	0.000002	0.000011	0.000348	0.000130	0.000025	0.000373	0.000281	0.000065	0.000099	0.000214	0.000040	0.000042	0.000064	0.000083	0.000003	0.000000	0.000001	0.000000	0.000000	0.000002	0.000016	0.000001	0.000001	0.001424	0.297574
impacts	0.018198	0.000401	0.000734	0.007745	0.012608	0.005274	0.013573	0.253202	0.174231	0.014875	0.081389	0.002182	0.001371	0.015711	0.010359	0.033562	0.000321	0.000406	0.000081	0.000666	0.009451	0.001203	0.002358	0.002490	0.005128	0.001812	0.000306	0.000056	0.000011	0.000023	0.000002	0.000020	0.000053	0.000152	0.000016	0.000008	0.000011	0.000100	0.001235	0.000518	0.000026	0.000137	0.000208	0.000012	0.000005	0.000007	0.000009	0.000004	0.000011	0.000056	0.000046	0.000060	0.000070	0.000138	0.000090	0.000367	0.000359	0.000136	0.000114	0.000308	0.000325	0.000010	0.000002	0.000003	0.000007	0.000001	0.000008	0.000016	0.000004	0.000001	0.001447	0.324175
would	0.024753	0.001444	0.000568	0.009161	0.006682	0.002791	0.033929	0.064519	0.199734	0.404602	0.073414	0.025036	0.001757	0.015175	0.022194	0.027002	0.000551	0.000239	0.000261	0.000894	0.001392	0.000867	0.000831	0.001648	0.000639	0.000804	0.000344	0.000067	0.000020	0.000007	0.000004	0.000011	0.000033	0.000040	0.000002	0.000002	0.000007	0.000008	0.000036	0.000053	0.000045	0.000103	0.000024	0.000007	0.000004	0.000004	0.000001	0.000002	0.000008	0.000022	0.000011	0.000005	0.000006	0.000022	0.000022	0.000056	0.000072	0.000109	0.000355	0.000255	0.000082	0.000037	0.000002	0.000002	0.000001	0.000001	0.000005	0.000005	0.000001	0.000001	0.000329	0.076878
be	0.012926	0.000834	0.000057	0.000459	0.000745	0.001228	0.008605	0.010340	0.022178	0.454872	0.123901	0.038623	0.000972	0.077230	0.194813	0.018336	0.000103	0.000048	0.000080	0.000141	0.000200	0.000506	0.000164	0.000168	0.001443	0.000354	0.000538	0.000036	0.000017	0.000027	0.000010	0.000045	0.000015	0.000007	0.000000	0.000001	0.000002	0.000008	0.000001	0.000008	0.000049	0.000211	0.000014	0.000006	0.000005	0.000011	0.000002	0.000005	0.000002	0.000005	0.000001	0.000002	0.000002	0.000003	0.000015	0.000013	0.000043	0.000121	0.000517	0.000532	0.000048	0.000117	0.000003	0.000003	0.000004	0.000004	0.000013	0.000002	0.000001	0.000002	0.000133	0.028069
minimal	0.018258	0.000296	0.000304	0.000707	0.002723	0.001992	0.006384	0.036130	0.015559	0.011053	0.504264	0.020228	0.001408	0.022784	0.011616	0.049649	0.000632	0.000422	0.000030	0.000140	0.000778	0.000366	0.000241	0.000346	0.001068	0.001837	0.000810	0.000044	0.000021	0.000042	0.000012	0.000016	0.000030	0.000018	0.000002	0.000001	0.000000	0.000002	0.000006	0.000037	0.000006	0.000146	0.000103	0.000030	0.000002	0.000019	0.000036	0.000021	0.000003	0.000018	0.000003	0.000004	0.000002	0.000004	0.000013	0.000013	0.000155	0.000238	0.000121	0.000308	0.000221	0.000035	0.000007	0.000005	0.000005	0.000003	0.000014	0.000002	0.000001	0.000000	0.000432	0.287777
