TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.052787	0.070462	0.102361	0.088346	0.072393	0.079792	0.079970	0.080324	0.158579	0.089605	0.082931	0.042450
A	0.061280	0.092594	0.087052	0.076472	0.074632	0.100750	0.065607	0.080545	0.137018	0.091803	0.082391	0.049856
person	0.067202	0.070505	0.104815	0.073678	0.078257	0.059328	0.087533	0.099840	0.127575	0.087495	0.069030	0.074741
is	0.066902	0.073697	0.088292	0.074522	0.099998	0.087885	0.083745	0.074727	0.118456	0.088298	0.088317	0.055161
training	0.075950	0.054433	0.103867	0.093821	0.078876	0.083392	0.062013	0.068225	0.124647	0.103084	0.091553	0.060140
his	0.100449	0.057928	0.078459	0.075230	0.094805	0.082419	0.079144	0.089801	0.104468	0.084736	0.092817	0.059746
horse	0.070450	0.058219	0.092110	0.090414	0.074979	0.082986	0.076897	0.068801	0.133827	0.094852	0.103833	0.052632
for	0.058513	0.093739	0.092245	0.085699	0.079276	0.083357	0.087131	0.078347	0.105843	0.076300	0.089880	0.069670
a	0.063040	0.077719	0.091811	0.082491	0.081222	0.108185	0.082366	0.073793	0.136665	0.084430	0.058999	0.059278
competition	0.065315	0.079000	0.084700	0.113170	0.075607	0.079452	0.067154	0.072770	0.093091	0.115554	0.102725	0.051463
.	0.073204	0.058808	0.092195	0.074774	0.068835	0.082612	0.087849	0.086177	0.152261	0.081501	0.077440	0.064345
[SEP]	0.080255	0.083946	0.112139	0.084418	0.086518	0.095435	0.087983	0.067404	0.082707	0.080970	0.071240	0.066985
