TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.104055	0.047045	0.073415	0.074999	0.096870	0.090550	0.063968	0.063470	0.082535	0.098295	0.120146	0.084650
A	0.110077	0.066436	0.060806	0.090167	0.048700	0.093878	0.066280	0.079528	0.085540	0.110238	0.086913	0.101437
person	0.074582	0.066689	0.068296	0.080552	0.082310	0.100139	0.091091	0.086590	0.075669	0.087890	0.109893	0.076300
is	0.074596	0.076887	0.080013	0.094436	0.084334	0.069135	0.082000	0.082506	0.088950	0.074201	0.094930	0.098012
training	0.084264	0.058379	0.060553	0.056100	0.074073	0.107678	0.074763	0.094487	0.086472	0.111655	0.108897	0.082678
his	0.090119	0.071914	0.088184	0.059662	0.085586	0.090137	0.084181	0.067427	0.073154	0.096722	0.086545	0.106368
horse	0.067742	0.087813	0.082270	0.069499	0.071121	0.077992	0.074257	0.084821	0.074283	0.117933	0.065302	0.126969
for	0.110402	0.052045	0.056181	0.096810	0.065416	0.102425	0.065596	0.088882	0.099215	0.100041	0.084946	0.078042
a	0.069244	0.062223	0.046733	0.076532	0.065251	0.069206	0.106991	0.075598	0.122345	0.078746	0.097757	0.129373
competition	0.074046	0.065845	0.113826	0.076701	0.070265	0.069742	0.101499	0.070188	0.101673	0.062579	0.101168	0.092470
.	0.118892	0.054843	0.103622	0.081866	0.065314	0.088263	0.052976	0.051425	0.074461	0.103806	0.133406	0.071126
[SEP]	0.087827	0.067471	0.071219	0.066219	0.067317	0.135882	0.060012	0.075627	0.083623	0.098464	0.099738	0.086600
