TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.083304	0.088606	0.056090	0.074888	0.096259	0.095609	0.095944	0.071851	0.060245	0.081588	0.094917	0.100698
A	0.092768	0.092625	0.050848	0.048530	0.109997	0.105860	0.149386	0.056972	0.066864	0.064771	0.089239	0.072141
person	0.080194	0.095813	0.063690	0.061773	0.079149	0.110403	0.146707	0.080227	0.070057	0.056105	0.075367	0.080515
is	0.077179	0.107238	0.070879	0.084189	0.059279	0.096026	0.094561	0.089165	0.052785	0.093747	0.089909	0.085042
training	0.095454	0.124620	0.056825	0.064517	0.057734	0.120815	0.114940	0.082005	0.050604	0.083568	0.093781	0.055139
his	0.081172	0.083588	0.067074	0.062676	0.098334	0.134997	0.078717	0.068419	0.072141	0.097119	0.074462	0.081301
horse	0.086415	0.095271	0.060574	0.077371	0.083838	0.101455	0.098671	0.066344	0.088934	0.070915	0.095516	0.074694
for	0.081750	0.108932	0.080945	0.076259	0.081906	0.101795	0.118586	0.061427	0.055418	0.058620	0.092010	0.082352
a	0.081330	0.108191	0.085190	0.075239	0.065107	0.075066	0.086120	0.096475	0.054740	0.088922	0.101640	0.081979
competition	0.106327	0.089853	0.061964	0.075264	0.062809	0.107058	0.113877	0.077380	0.048923	0.065873	0.091309	0.099363
.	0.079270	0.094035	0.052943	0.087888	0.101826	0.060673	0.113555	0.073188	0.050970	0.084755	0.102391	0.098508
[SEP]	0.099077	0.085099	0.044376	0.062771	0.073247	0.084677	0.110066	0.092184	0.068584	0.074008	0.113720	0.092191
