TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.067226	0.054188	0.124315	0.075506	0.101146	0.101213	0.086843	0.088351	0.075324	0.069775	0.081555	0.074558
A	0.071926	0.050459	0.127864	0.077624	0.097816	0.074975	0.063858	0.108040	0.073967	0.065913	0.091262	0.096297
person	0.085634	0.045266	0.084387	0.077168	0.101411	0.069224	0.071092	0.114467	0.078531	0.077870	0.091954	0.102996
is	0.069253	0.042659	0.126249	0.064415	0.111203	0.094934	0.076692	0.102421	0.077553	0.065388	0.091014	0.078219
training	0.078445	0.038846	0.136544	0.088361	0.071300	0.100795	0.083530	0.109387	0.086728	0.069796	0.072245	0.064022
his	0.074735	0.055641	0.136590	0.076320	0.067012	0.063980	0.091643	0.102149	0.089622	0.092475	0.067142	0.082692
horse	0.065834	0.067077	0.124224	0.099886	0.086246	0.086652	0.082960	0.075472	0.079303	0.076537	0.084994	0.070815
for	0.083561	0.060847	0.089154	0.067758	0.096667	0.068478	0.068736	0.100458	0.094523	0.089041	0.085559	0.095220
a	0.081566	0.048317	0.117107	0.060756	0.080886	0.094968	0.067223	0.096514	0.101570	0.088041	0.089689	0.073363
competition	0.094368	0.056023	0.113165	0.076706	0.074520	0.086424	0.085737	0.095712	0.094422	0.071026	0.089047	0.062849
.	0.077011	0.052869	0.156361	0.082449	0.086513	0.077552	0.099614	0.094316	0.073706	0.057326	0.077358	0.064927
[SEP]	0.083386	0.048612	0.136714	0.071751	0.061521	0.052829	0.090830	0.102562	0.085573	0.098379	0.078786	0.089056
