TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.106744	0.128907	0.083080	0.063129	0.064645	0.081127	0.054756	0.107318	0.050847	0.086817	0.073750	0.098882
A	0.093911	0.089811	0.145887	0.087733	0.079028	0.066491	0.071758	0.092517	0.051586	0.071327	0.065457	0.084496
person	0.085310	0.105958	0.081472	0.079640	0.065242	0.062251	0.083254	0.097328	0.073031	0.068754	0.116119	0.081640
is	0.086910	0.100169	0.058341	0.072900	0.077722	0.047448	0.128871	0.116265	0.075788	0.079414	0.068280	0.087891
training	0.079787	0.080093	0.080406	0.116849	0.090163	0.099857	0.084558	0.091828	0.068428	0.068265	0.067437	0.072329
his	0.059748	0.103459	0.066938	0.100066	0.080551	0.059736	0.112832	0.129592	0.075862	0.052673	0.074142	0.084402
horse	0.085674	0.109468	0.074871	0.105591	0.064011	0.080247	0.089686	0.090963	0.072706	0.047622	0.094167	0.084996
for	0.063258	0.114686	0.074494	0.107519	0.073322	0.095245	0.125265	0.096990	0.059573	0.044830	0.062217	0.082601
a	0.098970	0.071288	0.105232	0.087120	0.096097	0.057744	0.055279	0.107532	0.057367	0.096686	0.053382	0.113303
competition	0.089351	0.102220	0.068686	0.103520	0.084005	0.056265	0.071579	0.104977	0.074744	0.074523	0.073076	0.097055
.	0.095514	0.098728	0.077514	0.078812	0.078877	0.051292	0.083065	0.101844	0.064776	0.099839	0.074531	0.095209
[SEP]	0.091782	0.093427	0.069789	0.078746	0.091478	0.087516	0.073190	0.095934	0.056561	0.055241	0.084101	0.122235
