TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.112370	0.067811	0.065540	0.064546	0.059723	0.089169	0.096336	0.080994	0.078931	0.077732	0.086090	0.120759
A	0.077989	0.093685	0.064188	0.075345	0.088460	0.101962	0.070168	0.091539	0.085143	0.076350	0.084348	0.090825
person	0.081861	0.105397	0.088378	0.062012	0.095150	0.089211	0.098640	0.078335	0.094444	0.064222	0.065851	0.076500
is	0.107317	0.077547	0.063913	0.069587	0.077033	0.098765	0.078372	0.078534	0.090345	0.064649	0.078188	0.115751
training	0.103946	0.085118	0.057099	0.061840	0.068179	0.097774	0.076016	0.086850	0.076200	0.086847	0.072592	0.127536
his	0.109226	0.074563	0.077898	0.073176	0.088966	0.094674	0.080786	0.083118	0.082077	0.060061	0.069123	0.106333
horse	0.107320	0.071145	0.049993	0.067128	0.059906	0.102142	0.070556	0.085923	0.089362	0.076505	0.079021	0.141000
for	0.108273	0.091277	0.069638	0.056762	0.093821	0.113996	0.059467	0.075332	0.079647	0.075313	0.065877	0.110596
a	0.071591	0.085289	0.067521	0.088721	0.072027	0.106638	0.085282	0.074126	0.108634	0.066964	0.057064	0.116143
competition	0.099042	0.086378	0.055127	0.058941	0.080794	0.100233	0.094309	0.087291	0.088028	0.073983	0.081508	0.094366
.	0.089832	0.078560	0.058318	0.064714	0.079028	0.095485	0.074162	0.085133	0.070263	0.072834	0.110348	0.121322
[SEP]	0.114712	0.074857	0.071846	0.068267	0.074404	0.104200	0.079358	0.084602	0.071898	0.076063	0.081447	0.098346
