TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.071274	0.069213	0.096542	0.085519	0.121371	0.071928	0.065527	0.060252	0.061507	0.109727	0.101921	0.085218
A	0.085806	0.063827	0.119335	0.052604	0.077387	0.136699	0.054009	0.089318	0.058357	0.092619	0.086154	0.083887
person	0.072979	0.081525	0.093708	0.052028	0.090784	0.095989	0.063536	0.107503	0.080448	0.095858	0.099611	0.066030
is	0.106239	0.065130	0.110811	0.057634	0.089750	0.074057	0.062121	0.072182	0.078294	0.109361	0.084403	0.090018
training	0.069047	0.090347	0.090450	0.072167	0.111692	0.076601	0.085429	0.091782	0.084357	0.071613	0.091014	0.065500
his	0.086861	0.061378	0.108719	0.056355	0.094426	0.107831	0.077604	0.067819	0.084757	0.089410	0.083154	0.081685
horse	0.084406	0.093823	0.110475	0.085723	0.083439	0.077318	0.061965	0.076825	0.061749	0.098311	0.094685	0.071282
for	0.070600	0.076681	0.070812	0.075818	0.081483	0.074528	0.093127	0.107195	0.087241	0.072433	0.125787	0.064296
a	0.097180	0.108219	0.084565	0.080202	0.110965	0.065671	0.059996	0.099694	0.060584	0.083162	0.074490	0.075272
competition	0.104004	0.107704	0.084552	0.061853	0.076924	0.092646	0.074801	0.083722	0.077934	0.103723	0.065506	0.066632
.	0.099945	0.074177	0.083087	0.069116	0.078329	0.095236	0.086496	0.086802	0.075768	0.116717	0.077661	0.056667
[SEP]	0.069950	0.097986	0.077192	0.073761	0.069703	0.093556	0.124222	0.086579	0.085424	0.063124	0.102413	0.056090
