TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.085896	0.122654	0.060821	0.095227	0.045768	0.071306	0.070784	0.058252	0.128624	0.077797	0.095745	0.087126
A	0.082382	0.116581	0.074731	0.095585	0.066606	0.082948	0.083253	0.064535	0.089877	0.080540	0.091581	0.071381
person	0.124394	0.092652	0.074986	0.084984	0.060504	0.094096	0.067659	0.064555	0.088619	0.080782	0.091531	0.075238
is	0.093383	0.098801	0.059047	0.093658	0.053288	0.091192	0.065642	0.075586	0.098732	0.106464	0.090179	0.074028
training	0.099494	0.061006	0.085791	0.080064	0.070424	0.100150	0.069644	0.046922	0.095082	0.148647	0.078544	0.064231
his	0.073722	0.130293	0.059720	0.082877	0.065939	0.073682	0.089022	0.070063	0.100342	0.093795	0.089032	0.071511
horse	0.104334	0.084636	0.090951	0.083436	0.058148	0.081997	0.076826	0.079106	0.079725	0.090319	0.108049	0.062474
for	0.103147	0.096218	0.077636	0.078220	0.064401	0.065416	0.081489	0.054496	0.091134	0.091672	0.134103	0.062067
a	0.099201	0.090566	0.090834	0.068280	0.059465	0.077344	0.096724	0.061625	0.090194	0.089494	0.094587	0.081684
competition	0.113377	0.075755	0.070278	0.089546	0.068334	0.099346	0.072869	0.054484	0.089457	0.092662	0.110090	0.063800
.	0.095167	0.116394	0.073546	0.070882	0.050156	0.074745	0.095122	0.078914	0.106860	0.073089	0.077398	0.087727
[SEP]	0.121364	0.066420	0.078037	0.084315	0.061340	0.103020	0.062064	0.053450	0.091696	0.093434	0.116481	0.068380
