TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.089297	0.070434	0.111152	0.070328	0.079348	0.090171	0.076922	0.057834	0.094597	0.079863	0.106237	0.073817
A	0.073198	0.078617	0.119259	0.078655	0.091321	0.066461	0.068352	0.093425	0.103539	0.074186	0.073504	0.079485
person	0.110915	0.066939	0.104972	0.065304	0.098461	0.092556	0.080806	0.045968	0.118385	0.067791	0.086603	0.061300
is	0.093662	0.089769	0.110695	0.067783	0.086131	0.071359	0.056653	0.095079	0.102385	0.072722	0.090670	0.063092
training	0.097422	0.074448	0.097259	0.065149	0.095588	0.068319	0.070445	0.074475	0.118126	0.115146	0.070793	0.052830
his	0.074624	0.102502	0.095083	0.076042	0.085058	0.078453	0.065230	0.083615	0.109247	0.095519	0.066659	0.067967
horse	0.091027	0.095167	0.111913	0.056431	0.100111	0.069024	0.071453	0.086728	0.109993	0.082602	0.074303	0.051248
for	0.079361	0.065099	0.114707	0.050306	0.114243	0.063746	0.052203	0.081102	0.108845	0.126943	0.091070	0.052375
a	0.075821	0.072820	0.081941	0.082642	0.091263	0.073828	0.080135	0.092544	0.109801	0.099997	0.071618	0.067589
competition	0.078794	0.070512	0.115522	0.070558	0.105990	0.063734	0.058956	0.079261	0.109153	0.092454	0.094762	0.060303
.	0.107750	0.106189	0.118822	0.068322	0.066158	0.067565	0.069727	0.078217	0.102383	0.081905	0.071572	0.061389
[SEP]	0.086437	0.080470	0.096776	0.066774	0.100050	0.070133	0.061619	0.091009	0.106204	0.086795	0.089854	0.063878
