TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.069774	0.072170	0.069974	0.098931	0.090560	0.106573	0.062499	0.045543	0.054174	0.100830	0.155724	0.073248
A	0.070595	0.123622	0.083660	0.100831	0.084105	0.100213	0.074577	0.052556	0.062646	0.077537	0.093666	0.075992
person	0.052725	0.071192	0.073967	0.098158	0.080084	0.118791	0.093741	0.061066	0.049505	0.082897	0.130280	0.087595
is	0.053840	0.090518	0.095076	0.112392	0.074254	0.092210	0.073460	0.046664	0.054498	0.095729	0.112821	0.098538
training	0.054467	0.103513	0.105357	0.081562	0.071771	0.133505	0.088883	0.059543	0.068436	0.080581	0.072713	0.079668
his	0.057136	0.133981	0.070485	0.099069	0.080085	0.109409	0.071098	0.049919	0.074146	0.083577	0.102507	0.068587
horse	0.051672	0.079434	0.099977	0.094035	0.093080	0.100803	0.075851	0.064091	0.087033	0.072014	0.102350	0.079661
for	0.067975	0.076040	0.082269	0.099915	0.085353	0.111365	0.090883	0.057313	0.064356	0.085329	0.094490	0.084712
a	0.066774	0.090390	0.098168	0.083264	0.090515	0.112478	0.075241	0.057810	0.080049	0.071178	0.097748	0.076384
competition	0.051836	0.084162	0.116362	0.099354	0.092839	0.120144	0.082597	0.052000	0.053271	0.082987	0.086516	0.077933
.	0.060269	0.110007	0.110999	0.085989	0.074672	0.113016	0.076955	0.059943	0.070296	0.064183	0.082392	0.091280
[SEP]	0.062525	0.100647	0.092767	0.098659	0.083330	0.101129	0.076546	0.058434	0.056843	0.096548	0.073686	0.098885
