TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.094161	0.117858	0.079610	0.060703	0.102193	0.079649	0.062439	0.089792	0.070544	0.085097	0.075485	0.082468
A	0.094125	0.089714	0.116178	0.074592	0.080363	0.078087	0.050086	0.087148	0.100723	0.106407	0.058085	0.064493
person	0.098476	0.094257	0.091933	0.077363	0.093875	0.079617	0.081415	0.079604	0.097300	0.064568	0.068727	0.072864
is	0.120989	0.115594	0.097956	0.057860	0.080822	0.078269	0.062904	0.076506	0.073238	0.087337	0.086877	0.061648
training	0.094013	0.082044	0.101716	0.058200	0.094143	0.077535	0.061322	0.083765	0.103384	0.090361	0.073109	0.080409
his	0.098232	0.077619	0.094777	0.078729	0.071756	0.076544	0.073492	0.101369	0.091069	0.080573	0.077679	0.078160
horse	0.084418	0.067435	0.104500	0.063974	0.072709	0.085811	0.074899	0.094971	0.101034	0.103010	0.075946	0.071293
for	0.095696	0.107382	0.106532	0.062185	0.073532	0.075425	0.057255	0.112449	0.076447	0.092055	0.062845	0.078198
a	0.123988	0.079988	0.108243	0.075552	0.067484	0.085365	0.061671	0.098851	0.100813	0.073877	0.062383	0.061785
competition	0.080163	0.109990	0.107677	0.068272	0.092377	0.087012	0.058346	0.079157	0.088056	0.098387	0.066103	0.064460
.	0.065527	0.095855	0.086796	0.061032	0.080670	0.075562	0.069365	0.102294	0.105781	0.098386	0.061575	0.097159
[SEP]	0.092023	0.089589	0.147781	0.048249	0.088020	0.079401	0.065642	0.091226	0.080780	0.070678	0.077712	0.068899
