TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.085774	0.076091	0.076479	0.091783	0.073545	0.085576	0.079504	0.077477	0.072666	0.116259	0.074423	0.090422
A	0.086605	0.075992	0.075831	0.110337	0.104014	0.061655	0.052030	0.069539	0.084163	0.112236	0.100722	0.066877
person	0.079394	0.086218	0.070552	0.081809	0.073872	0.100492	0.096846	0.070883	0.066635	0.122537	0.092295	0.058466
is	0.096376	0.071553	0.080847	0.082482	0.089433	0.078457	0.104948	0.073839	0.068727	0.097102	0.095954	0.060282
training	0.117172	0.079448	0.094786	0.084703	0.086111	0.058441	0.089511	0.083262	0.057325	0.071053	0.083714	0.094474
his	0.070168	0.076229	0.093278	0.117321	0.072144	0.088081	0.077697	0.048567	0.080504	0.100698	0.102499	0.072814
horse	0.106029	0.067045	0.090305	0.096556	0.082683	0.066351	0.080944	0.052411	0.095658	0.090635	0.099288	0.072096
for	0.122709	0.064175	0.089042	0.080361	0.077628	0.062859	0.104214	0.101011	0.078288	0.085319	0.070406	0.063988
a	0.099766	0.074714	0.097645	0.098381	0.057497	0.073399	0.077251	0.111607	0.079173	0.083330	0.087221	0.060017
competition	0.076597	0.062323	0.072451	0.079846	0.079882	0.100871	0.112885	0.123719	0.058436	0.080578	0.070509	0.081903
.	0.114648	0.073605	0.082085	0.121024	0.075635	0.052317	0.076354	0.062266	0.088074	0.085499	0.098740	0.069754
[SEP]	0.103163	0.050640	0.082812	0.079291	0.077498	0.103369	0.090544	0.065703	0.087477	0.102764	0.074478	0.082261
