TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.118086	0.059007	0.073508	0.060319	0.088482	0.135178	0.069647	0.085733	0.063689	0.067427	0.082965	0.095960
A	0.081187	0.047737	0.110908	0.055105	0.068880	0.079594	0.071763	0.102596	0.084773	0.107054	0.087322	0.103080
person	0.127568	0.070713	0.054504	0.098602	0.081945	0.078141	0.072681	0.077350	0.095771	0.080115	0.079280	0.083328
is	0.082351	0.076502	0.074723	0.060533	0.086177	0.091932	0.081908	0.074005	0.109843	0.108661	0.065963	0.087401
training	0.059087	0.051203	0.096490	0.081399	0.087146	0.137744	0.070416	0.086833	0.095797	0.058575	0.079585	0.095726
his	0.091395	0.070359	0.088882	0.096314	0.094079	0.100512	0.055963	0.099581	0.089076	0.086776	0.055430	0.071632
horse	0.099347	0.050067	0.085238	0.088900	0.076420	0.104306	0.055471	0.109259	0.085322	0.104424	0.059302	0.081945
for	0.082479	0.058740	0.076905	0.075680	0.108409	0.085928	0.067527	0.101987	0.090445	0.091935	0.074011	0.085954
a	0.087163	0.061457	0.086616	0.085990	0.075359	0.083137	0.091217	0.077693	0.087291	0.054711	0.102294	0.107071
competition	0.087706	0.070326	0.059073	0.065905	0.131241	0.108781	0.049115	0.101755	0.116656	0.086848	0.048440	0.074153
.	0.087751	0.065370	0.096333	0.088687	0.067862	0.113225	0.072660	0.063153	0.061638	0.100083	0.070128	0.113110
[SEP]	0.096933	0.065267	0.102014	0.110635	0.062378	0.086483	0.065442	0.096258	0.090034	0.079526	0.061522	0.083506
