TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.087017	0.111856	0.131972	0.060727	0.072222	0.085327	0.065836	0.062523	0.087195	0.076686	0.071823	0.086815
A	0.113977	0.098417	0.080624	0.072906	0.072326	0.057641	0.061789	0.054304	0.140824	0.088845	0.069186	0.089160
person	0.097544	0.121611	0.086217	0.066727	0.051258	0.091049	0.091936	0.048710	0.100663	0.075401	0.103596	0.065288
is	0.105109	0.107476	0.105143	0.074918	0.072495	0.077462	0.065300	0.049049	0.097356	0.090793	0.069817	0.085081
training	0.103001	0.071742	0.106400	0.098536	0.085482	0.079653	0.089910	0.092867	0.069428	0.063878	0.088998	0.050105
his	0.078228	0.093774	0.087756	0.094187	0.065625	0.075319	0.083448	0.067803	0.106782	0.083121	0.089141	0.074816
horse	0.074299	0.125832	0.098312	0.080122	0.054487	0.085932	0.082662	0.048522	0.115122	0.088258	0.073604	0.072849
for	0.073219	0.126118	0.081302	0.086298	0.060877	0.062823	0.084153	0.078823	0.108419	0.090208	0.077343	0.070417
a	0.072713	0.112563	0.073136	0.096122	0.050951	0.094812	0.115200	0.056283	0.119147	0.078139	0.065591	0.065343
competition	0.093647	0.102858	0.075727	0.072009	0.078786	0.060493	0.071510	0.084647	0.107624	0.090684	0.085859	0.076156
.	0.092422	0.104394	0.064860	0.068582	0.057964	0.110290	0.096801	0.083327	0.082916	0.069987	0.098511	0.069945
[SEP]	0.089432	0.110469	0.077785	0.087469	0.066962	0.081673	0.079642	0.081490	0.102386	0.078402	0.075782	0.068508
