TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.072903	0.089731	0.064344	0.089493	0.073270	0.085413	0.104205	0.096933	0.090907	0.078914	0.067498	0.086390
A	0.061215	0.081170	0.080842	0.096890	0.091413	0.098520	0.085293	0.072323	0.096017	0.096827	0.068275	0.071215
person	0.065574	0.096171	0.075882	0.077797	0.074369	0.091081	0.102206	0.090664	0.078707	0.107390	0.061520	0.078639
is	0.067207	0.089709	0.068583	0.079216	0.075208	0.084296	0.114609	0.090149	0.085859	0.091878	0.066733	0.086553
training	0.078623	0.092128	0.050194	0.070539	0.083914	0.092008	0.097726	0.066263	0.064900	0.114018	0.089236	0.100453
his	0.069174	0.081515	0.068892	0.083869	0.102886	0.068858	0.114979	0.094085	0.070495	0.096131	0.079453	0.069665
horse	0.049577	0.096368	0.067050	0.077569	0.092382	0.114084	0.089902	0.072011	0.086142	0.087501	0.064500	0.102915
for	0.074726	0.082042	0.057853	0.080478	0.067580	0.081254	0.096193	0.059865	0.087232	0.112023	0.091400	0.109353
a	0.059623	0.078272	0.062213	0.092083	0.093584	0.107974	0.104133	0.083946	0.086163	0.077612	0.053955	0.100443
competition	0.062829	0.070792	0.055038	0.098540	0.097342	0.088752	0.094920	0.077601	0.105616	0.083242	0.081482	0.083845
.	0.063060	0.100904	0.063287	0.092728	0.062044	0.088954	0.113223	0.076107	0.089796	0.088571	0.076854	0.084473
[SEP]	0.074595	0.079470	0.060345	0.075384	0.093642	0.088118	0.102706	0.068853	0.080591	0.085150	0.074723	0.116423
