TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.091014	0.107903	0.092026	0.099624	0.077365	0.078464	0.072959	0.094015	0.052969	0.079772	0.081668	0.072222
A	0.076224	0.097137	0.079529	0.094592	0.081331	0.079657	0.064874	0.104086	0.067061	0.123081	0.053871	0.078558
person	0.077210	0.083067	0.075103	0.078807	0.088450	0.069665	0.060153	0.106296	0.085230	0.105288	0.086792	0.083939
is	0.071998	0.078742	0.069119	0.072567	0.103829	0.091482	0.057740	0.090277	0.089764	0.148595	0.053389	0.072496
training	0.080077	0.098920	0.079509	0.109033	0.092438	0.062899	0.058817	0.084242	0.067353	0.124133	0.083182	0.059398
his	0.084218	0.068252	0.118436	0.080034	0.058667	0.085769	0.070264	0.100586	0.091616	0.095605	0.067244	0.079309
horse	0.117783	0.080597	0.090661	0.077939	0.079323	0.097292	0.062147	0.068991	0.074745	0.110035	0.072649	0.067836
for	0.081127	0.108668	0.081683	0.090644	0.080429	0.073297	0.065421	0.080662	0.070859	0.134853	0.067483	0.064875
a	0.069510	0.096526	0.057093	0.106721	0.097543	0.076219	0.069735	0.076653	0.080951	0.126109	0.055855	0.087085
competition	0.059598	0.095670	0.055634	0.106434	0.083384	0.103314	0.071639	0.086383	0.074254	0.125048	0.069123	0.069520
.	0.071387	0.106016	0.074574	0.094854	0.085621	0.083039	0.074665	0.090078	0.080053	0.119152	0.056396	0.064167
[SEP]	0.065809	0.088164	0.089256	0.084125	0.078461	0.083565	0.079420	0.062098	0.100342	0.112089	0.070893	0.085777
