TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.085579	0.082701	0.055805	0.086473	0.079290	0.085602	0.096822	0.084625	0.108019	0.102142	0.038734	0.094206
A	0.079657	0.079329	0.075959	0.116157	0.093063	0.073262	0.080502	0.097341	0.070618	0.100476	0.055881	0.077755
person	0.073613	0.066810	0.058497	0.094737	0.069593	0.093836	0.115106	0.088640	0.106769	0.095647	0.055242	0.081510
is	0.080793	0.078667	0.060042	0.107232	0.092721	0.070741	0.097032	0.095497	0.084301	0.097383	0.053757	0.081834
training	0.059253	0.080110	0.066729	0.096872	0.093655	0.084628	0.079083	0.115611	0.084657	0.089368	0.068224	0.081811
his	0.077604	0.079747	0.082349	0.075632	0.071812	0.092051	0.100380	0.086585	0.116614	0.086040	0.056981	0.074205
horse	0.079917	0.109112	0.082796	0.081488	0.068591	0.076501	0.082989	0.102968	0.083713	0.094419	0.053147	0.084359
for	0.073021	0.075098	0.056400	0.093832	0.085954	0.087473	0.099275	0.097654	0.070463	0.101501	0.064012	0.095316
a	0.069155	0.098904	0.041771	0.105310	0.077270	0.065332	0.099122	0.100415	0.091689	0.083521	0.080218	0.087293
competition	0.059096	0.065348	0.059611	0.104440	0.091211	0.089766	0.082449	0.082006	0.089207	0.131908	0.052473	0.092486
.	0.092442	0.072174	0.071883	0.077843	0.097692	0.075527	0.104362	0.091302	0.061226	0.108360	0.053023	0.094167
[SEP]	0.057196	0.110074	0.067156	0.103272	0.073487	0.078669	0.104003	0.077082	0.119459	0.073515	0.069903	0.066184
