TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.066718	0.076944	0.073643	0.083206	0.121441	0.106246	0.076648	0.075628	0.080939	0.059529	0.107930	0.071128
A	0.071452	0.085256	0.080725	0.070351	0.107964	0.095065	0.060934	0.074055	0.064941	0.079259	0.111879	0.098119
person	0.076955	0.093260	0.063639	0.071584	0.106018	0.112098	0.066345	0.082664	0.058859	0.093725	0.081506	0.093346
is	0.078447	0.072439	0.091442	0.069500	0.109754	0.088851	0.058112	0.080984	0.072134	0.083003	0.100377	0.094958
training	0.098705	0.087769	0.069942	0.077990	0.104154	0.100126	0.069929	0.069125	0.070631	0.078269	0.092730	0.080629
his	0.089921	0.079526	0.093122	0.064594	0.083966	0.120908	0.073691	0.061836	0.064701	0.074726	0.120953	0.072058
horse	0.077414	0.067597	0.100301	0.068780	0.102334	0.121932	0.068307	0.063274	0.089102	0.075728	0.087128	0.078102
for	0.094573	0.073164	0.101534	0.069109	0.091082	0.114139	0.067504	0.074348	0.065881	0.076978	0.090940	0.080747
a	0.091150	0.063289	0.076470	0.083633	0.087631	0.106111	0.069976	0.061292	0.064772	0.068330	0.131212	0.096135
competition	0.083930	0.082726	0.071252	0.073994	0.103584	0.086933	0.074466	0.071612	0.074681	0.089756	0.102039	0.085027
.	0.085408	0.088834	0.083917	0.072565	0.090184	0.104179	0.075467	0.068673	0.063995	0.085902	0.103034	0.077841
[SEP]	0.086481	0.100831	0.082001	0.075260	0.084469	0.081300	0.067461	0.074555	0.064766	0.087260	0.095554	0.100062
