TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.097971	0.087740	0.061456	0.096844	0.081667	0.079323	0.064763	0.065600	0.077211	0.100885	0.076088	0.110453
A	0.061490	0.089543	0.066410	0.078545	0.070257	0.077095	0.080262	0.083809	0.082841	0.105522	0.109226	0.094999
person	0.121421	0.082524	0.062523	0.051865	0.084060	0.091093	0.054403	0.067434	0.076701	0.108153	0.084629	0.115194
is	0.081354	0.105554	0.084130	0.100450	0.068181	0.082819	0.059065	0.060773	0.081671	0.101137	0.086495	0.088370
training	0.102228	0.115080	0.059345	0.096445	0.058344	0.065947	0.078133	0.059960	0.062536	0.140538	0.075241	0.086201
his	0.075195	0.101187	0.051200	0.100861	0.069802	0.081189	0.072587	0.076518	0.067275	0.108169	0.092105	0.103914
horse	0.094976	0.098752	0.047131	0.059159	0.078172	0.088593	0.073855	0.083296	0.064571	0.103565	0.095965	0.111964
for	0.077084	0.106393	0.070532	0.077884	0.071775	0.114014	0.083527	0.057465	0.065381	0.117779	0.077770	0.080396
a	0.154472	0.098321	0.052687	0.074275	0.074060	0.067233	0.062403	0.072076	0.044427	0.113425	0.069982	0.116640
competition	0.068023	0.054879	0.061382	0.057799	0.125972	0.099753	0.084357	0.078238	0.085059	0.093834	0.089234	0.101470
.	0.092550	0.110107	0.046939	0.079685	0.069364	0.113262	0.080891	0.058284	0.047479	0.120432	0.073046	0.107960
[SEP]	0.084686	0.091325	0.070201	0.068205	0.064567	0.097131	0.087414	0.078573	0.073768	0.124039	0.076771	0.083321
