TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.075957	0.084585	0.073030	0.073541	0.091142	0.076901	0.097181	0.065473	0.087913	0.083347	0.073812	0.117117
A	0.066782	0.091995	0.061701	0.069610	0.095122	0.077669	0.082231	0.068883	0.088964	0.109129	0.091352	0.096560
person	0.106544	0.086777	0.056390	0.088726	0.092720	0.065248	0.084835	0.065025	0.087617	0.091220	0.083137	0.091760
is	0.084282	0.082154	0.074755	0.079024	0.098662	0.071347	0.074485	0.075825	0.095770	0.072684	0.076906	0.114106
training	0.067070	0.059723	0.054254	0.084426	0.109251	0.092007	0.092446	0.079086	0.097039	0.061137	0.082888	0.120673
his	0.055102	0.061441	0.065142	0.058675	0.120735	0.092367	0.095119	0.055048	0.113613	0.099512	0.069586	0.113661
horse	0.074547	0.074867	0.063086	0.076479	0.085249	0.088602	0.081225	0.081528	0.097973	0.106474	0.085076	0.084894
for	0.063550	0.071395	0.057307	0.078897	0.108076	0.073607	0.077550	0.070955	0.110380	0.089676	0.075672	0.122933
a	0.060506	0.076338	0.052755	0.064509	0.114312	0.100091	0.092373	0.070331	0.092660	0.088048	0.079176	0.108900
competition	0.081958	0.068984	0.068330	0.063400	0.110839	0.064839	0.076021	0.081925	0.110156	0.074345	0.085408	0.113796
.	0.058324	0.073291	0.063588	0.055558	0.146939	0.075856	0.061344	0.090862	0.114643	0.082995	0.073437	0.103163
[SEP]	0.046777	0.071559	0.077172	0.064822	0.129229	0.063456	0.071801	0.070660	0.096789	0.098443	0.072607	0.136685
