TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.102810	0.077932	0.088091	0.063366	0.104448	0.046971	0.097835	0.091436	0.076751	0.073520	0.093387	0.083452
A	0.108729	0.065679	0.083497	0.085981	0.082324	0.063807	0.127842	0.083914	0.074593	0.067222	0.077272	0.079141
person	0.102599	0.066599	0.072844	0.084748	0.093860	0.057022	0.111038	0.085669	0.064276	0.082746	0.093175	0.085423
is	0.079228	0.065400	0.083411	0.072904	0.093534	0.063541	0.107269	0.082136	0.077167	0.084740	0.084265	0.106404
training	0.084386	0.101309	0.078048	0.074165	0.095668	0.059214	0.109592	0.076152	0.080221	0.067498	0.100275	0.073472
his	0.103504	0.081009	0.075839	0.077291	0.088278	0.060969	0.124586	0.066844	0.078245	0.059753	0.110381	0.073300
horse	0.094960	0.081308	0.088759	0.076488	0.087973	0.057620	0.105691	0.069198	0.067514	0.077993	0.101219	0.091277
for	0.102952	0.073040	0.084590	0.080463	0.075919	0.054855	0.075256	0.070174	0.086875	0.084620	0.112396	0.098861
a	0.083315	0.072835	0.081108	0.091075	0.094641	0.079367	0.084434	0.072882	0.067379	0.079185	0.104995	0.088784
competition	0.084299	0.070766	0.059553	0.060273	0.092582	0.064852	0.130912	0.095542	0.077839	0.065197	0.102295	0.095888
.	0.090722	0.078717	0.077940	0.089701	0.067832	0.069236	0.134278	0.087914	0.072291	0.077633	0.075753	0.077983
[SEP]	0.080473	0.067577	0.083254	0.064188	0.095887	0.063079	0.121261	0.091316	0.063744	0.075143	0.095106	0.098971
