TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.093757	0.079162	0.132533	0.071095	0.067939	0.061928	0.060298	0.079733	0.095963	0.083087	0.083384	0.091122
A	0.095292	0.035221	0.078659	0.083132	0.086329	0.067989	0.082027	0.085155	0.141945	0.089455	0.075637	0.079159
person	0.090469	0.084366	0.090088	0.070095	0.092157	0.079336	0.100150	0.072512	0.063771	0.079491	0.088067	0.089498
is	0.082693	0.073835	0.083025	0.057138	0.090196	0.104724	0.083751	0.082587	0.054638	0.088745	0.090881	0.107788
training	0.120075	0.092750	0.079560	0.081711	0.068920	0.082491	0.068564	0.085361	0.065425	0.093257	0.088485	0.073401
his	0.123189	0.071850	0.088596	0.094374	0.074377	0.061724	0.073801	0.077107	0.094282	0.082211	0.091844	0.066645
horse	0.081944	0.094242	0.073308	0.085271	0.091988	0.079684	0.104133	0.064633	0.070032	0.088611	0.074880	0.091275
for	0.076389	0.061817	0.079588	0.102497	0.081116	0.058950	0.092104	0.084700	0.079820	0.098049	0.105381	0.079590
a	0.112451	0.054389	0.080010	0.072885	0.064744	0.086838	0.079471	0.088776	0.056472	0.116790	0.079647	0.107526
competition	0.096543	0.061836	0.086841	0.096582	0.092629	0.064075	0.091611	0.084810	0.059160	0.097518	0.085235	0.083159
.	0.091587	0.085454	0.093480	0.081641	0.079817	0.096395	0.076763	0.084962	0.082111	0.077089	0.080245	0.070454
[SEP]	0.074837	0.072425	0.064397	0.126756	0.093105	0.097471	0.120105	0.058465	0.059629	0.081093	0.090860	0.060857
