TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.081088	0.070316	0.104813	0.098006	0.083556	0.097020	0.066055	0.084206	0.081889	0.068480	0.086693	0.077879
A	0.078709	0.059984	0.104567	0.101306	0.084509	0.071179	0.089264	0.080756	0.074719	0.064386	0.107315	0.083307
person	0.083449	0.059046	0.078561	0.079039	0.070097	0.074424	0.100746	0.079675	0.109866	0.062935	0.087718	0.114444
is	0.081795	0.052714	0.105512	0.061368	0.104413	0.078287	0.110285	0.096237	0.075897	0.057079	0.094788	0.081624
training	0.076960	0.066079	0.048289	0.089556	0.102536	0.053514	0.079232	0.114205	0.109264	0.052752	0.095711	0.111902
his	0.072913	0.070389	0.066274	0.089895	0.082981	0.078284	0.095324	0.099045	0.109257	0.079401	0.072148	0.084090
horse	0.107609	0.069680	0.082574	0.091352	0.082682	0.062910	0.080847	0.075609	0.060066	0.098832	0.109973	0.077866
for	0.095402	0.068156	0.075093	0.076386	0.085563	0.062213	0.086772	0.087099	0.074526	0.066051	0.124609	0.098129
a	0.088938	0.067285	0.089682	0.062875	0.077211	0.072872	0.095955	0.101821	0.079739	0.071730	0.112672	0.079220
competition	0.076900	0.066756	0.074312	0.120956	0.061083	0.071352	0.054585	0.095935	0.107392	0.081617	0.111147	0.077965
.	0.075792	0.064474	0.065604	0.093956	0.076449	0.071597	0.087853	0.104575	0.092831	0.088529	0.077527	0.100812
[SEP]	0.056126	0.058563	0.093178	0.128694	0.063840	0.061833	0.081106	0.111206	0.097914	0.069301	0.101658	0.076582
