TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.059082	0.072674	0.088406	0.109414	0.071467	0.075658	0.070036	0.116202	0.068428	0.083935	0.078530	0.106168
A	0.075057	0.070097	0.068915	0.086531	0.067411	0.092698	0.080747	0.113701	0.066222	0.110761	0.067211	0.100649
person	0.082673	0.088698	0.071318	0.081691	0.055940	0.107698	0.064897	0.085273	0.079689	0.113988	0.088067	0.080067
is	0.072039	0.079686	0.077232	0.078033	0.070491	0.076588	0.089745	0.107097	0.074324	0.103048	0.086879	0.084839
training	0.079419	0.084532	0.067811	0.079193	0.058235	0.086732	0.077592	0.108832	0.081550	0.089746	0.081940	0.104418
his	0.074084	0.091312	0.070512	0.083517	0.078083	0.082998	0.088565	0.107563	0.082915	0.088090	0.073104	0.079257
horse	0.068889	0.083143	0.077825	0.081599	0.072170	0.092298	0.094679	0.091565	0.071775	0.081530	0.081851	0.102675
for	0.072527	0.058404	0.083223	0.079104	0.089260	0.083187	0.083562	0.089257	0.096036	0.076690	0.098598	0.090153
a	0.070343	0.072618	0.083737	0.069413	0.070556	0.077208	0.073135	0.104185	0.068978	0.127337	0.104971	0.077519
competition	0.069358	0.078714	0.090665	0.077354	0.063062	0.104129	0.079279	0.111176	0.082591	0.079445	0.078730	0.085498
.	0.075442	0.085142	0.090953	0.092637	0.068536	0.086532	0.067151	0.107542	0.067737	0.082026	0.080728	0.095573
[SEP]	0.074292	0.072215	0.081825	0.075660	0.090480	0.098469	0.077819	0.094964	0.079286	0.075756	0.076850	0.102385
