TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.105736	0.076408	0.079770	0.078772	0.106172	0.085209	0.082493	0.092670	0.074749	0.093637	0.070190	0.054194
A	0.097169	0.076780	0.082987	0.061810	0.141788	0.067090	0.057573	0.099911	0.097800	0.076949	0.076484	0.063659
person	0.081138	0.081998	0.084828	0.092161	0.041027	0.080029	0.111106	0.086989	0.072816	0.101580	0.082358	0.083970
is	0.074682	0.091087	0.082067	0.067532	0.088216	0.065382	0.093202	0.064972	0.082717	0.066428	0.136622	0.087093
training	0.079108	0.089348	0.082373	0.081936	0.088178	0.081446	0.071673	0.108826	0.077471	0.079213	0.101244	0.059182
his	0.077015	0.053762	0.085433	0.069968	0.139860	0.065492	0.101357	0.122285	0.082555	0.075606	0.068562	0.058105
horse	0.066777	0.100506	0.082339	0.060756	0.110344	0.083297	0.080864	0.078974	0.066533	0.080520	0.130756	0.058334
for	0.087324	0.071075	0.095160	0.073762	0.126308	0.076222	0.054356	0.113151	0.061265	0.094476	0.095140	0.051762
a	0.102535	0.072856	0.063160	0.064575	0.098849	0.082209	0.072150	0.119983	0.073219	0.064565	0.107083	0.078816
competition	0.084062	0.097054	0.101669	0.065720	0.100885	0.080470	0.094431	0.090278	0.069064	0.073613	0.097764	0.044990
.	0.091509	0.123403	0.134227	0.065086	0.065182	0.099050	0.082825	0.062152	0.055826	0.072145	0.087818	0.060777
[SEP]	0.093044	0.099250	0.115648	0.059689	0.074946	0.096716	0.099630	0.075104	0.080981	0.057991	0.088852	0.058150
