TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.077582	0.113843	0.067125	0.083481	0.067494	0.117907	0.083839	0.075069	0.068304	0.080948	0.066271	0.098138
A	0.081038	0.077847	0.068610	0.122027	0.089465	0.111360	0.096226	0.075413	0.061222	0.076372	0.062141	0.078279
person	0.119218	0.111678	0.076011	0.095998	0.068884	0.110559	0.104784	0.079054	0.062624	0.045136	0.054241	0.071812
is	0.095508	0.090853	0.066593	0.108331	0.057895	0.131006	0.099449	0.079260	0.051484	0.071887	0.061623	0.086111
training	0.081755	0.078492	0.092731	0.119352	0.077717	0.094965	0.104515	0.081027	0.059757	0.071523	0.077194	0.060972
his	0.086642	0.069523	0.090966	0.097189	0.086661	0.090406	0.086770	0.084152	0.077603	0.081829	0.062913	0.085344
horse	0.068817	0.066659	0.081902	0.093200	0.102238	0.099415	0.088189	0.089959	0.061455	0.086568	0.072203	0.089396
for	0.080349	0.101081	0.097487	0.089029	0.082197	0.115259	0.094776	0.073128	0.054319	0.068519	0.066649	0.077207
a	0.078265	0.088691	0.068420	0.089546	0.090119	0.105350	0.083341	0.084846	0.074023	0.090680	0.064825	0.081893
competition	0.087886	0.075713	0.064126	0.094572	0.098424	0.099805	0.081728	0.081656	0.074812	0.090249	0.067850	0.083180
.	0.094563	0.091334	0.074618	0.085424	0.094971	0.109584	0.076818	0.070182	0.063051	0.072332	0.075843	0.091278
[SEP]	0.080803	0.073534	0.073109	0.104735	0.087872	0.094570	0.100988	0.088583	0.071347	0.067159	0.063373	0.093927
