TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.109786	0.089205	0.121919	0.071377	0.074397	0.068564	0.076425	0.069324	0.075782	0.108507	0.083452	0.051263
A	0.078251	0.107436	0.078167	0.077938	0.096539	0.087801	0.072852	0.074490	0.072130	0.095089	0.065365	0.093941
person	0.093481	0.087935	0.070545	0.082238	0.079337	0.086699	0.064121	0.073172	0.099790	0.094445	0.090217	0.078020
is	0.079783	0.117739	0.068187	0.089638	0.064652	0.086737	0.077890	0.073937	0.079027	0.105708	0.080072	0.076631
training	0.082722	0.089150	0.095413	0.068055	0.102860	0.077836	0.055404	0.058434	0.073830	0.112963	0.092279	0.091055
his	0.078122	0.092376	0.101808	0.062861	0.095740	0.082432	0.070343	0.076002	0.070400	0.118056	0.074454	0.077405
horse	0.087798	0.077829	0.116132	0.070163	0.065748	0.075698	0.066018	0.066183	0.073084	0.112694	0.094797	0.093856
for	0.081046	0.094203	0.078183	0.074161	0.087221	0.083284	0.073568	0.075761	0.081256	0.100151	0.084322	0.086843
a	0.094743	0.088108	0.066612	0.074214	0.071873	0.109862	0.105147	0.072738	0.065783	0.071732	0.075988	0.103199
competition	0.070419	0.077448	0.070629	0.079106	0.085490	0.080158	0.077560	0.092792	0.066523	0.107441	0.099599	0.092835
.	0.090993	0.095995	0.089296	0.069737	0.080510	0.081766	0.051885	0.075060	0.092100	0.120920	0.084858	0.066881
[SEP]	0.068107	0.097932	0.113977	0.080247	0.088427	0.071302	0.073159	0.070642	0.073262	0.109359	0.073638	0.079948
