TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.090406	0.101980	0.073871	0.065170	0.074023	0.088443	0.130388	0.089559	0.061384	0.065162	0.085032	0.074584
A	0.124632	0.073257	0.094783	0.065488	0.067968	0.108911	0.105697	0.078220	0.075785	0.071187	0.076941	0.057132
person	0.109336	0.068866	0.064740	0.079015	0.084548	0.093315	0.115850	0.084161	0.057997	0.070168	0.091813	0.080192
is	0.094107	0.069555	0.086261	0.082761	0.100948	0.088092	0.093314	0.093953	0.078528	0.058593	0.099847	0.054043
training	0.105659	0.059392	0.065615	0.069472	0.083965	0.105641	0.100948	0.080426	0.080823	0.069879	0.109810	0.068368
his	0.098939	0.064075	0.065688	0.064597	0.078228	0.095265	0.112847	0.088777	0.092345	0.076563	0.103335	0.059342
horse	0.103895	0.062902	0.084131	0.071332	0.085584	0.092229	0.094423	0.083308	0.090339	0.079159	0.090480	0.062217
for	0.093444	0.078005	0.077964	0.062163	0.083752	0.115727	0.101687	0.101267	0.064057	0.059101	0.095040	0.067794
a	0.079587	0.053285	0.090857	0.074500	0.119331	0.087546	0.113941	0.076537	0.069903	0.076593	0.072383	0.085536
competition	0.109877	0.060861	0.075344	0.070445	0.078375	0.116743	0.104803	0.082633	0.077158	0.059450	0.084637	0.079672
.	0.114573	0.082928	0.070920	0.075322	0.062256	0.126673	0.088381	0.091466	0.067694	0.067163	0.093069	0.059555
[SEP]	0.117371	0.066331	0.075619	0.076322	0.077522	0.083360	0.095376	0.089580	0.078145	0.060346	0.107518	0.072509
