TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.070539	0.099270	0.076354	0.061292	0.052579	0.099751	0.103198	0.063458	0.079642	0.105441	0.076395	0.112082
A	0.086853	0.126563	0.069043	0.061426	0.068422	0.070315	0.082432	0.083563	0.113703	0.099545	0.076295	0.061841
person	0.053953	0.088797	0.087128	0.076073	0.068057	0.075282	0.102907	0.087682	0.097423	0.119388	0.064225	0.079085
is	0.126410	0.075663	0.070600	0.078886	0.071836	0.060758	0.070867	0.083012	0.109992	0.085797	0.080184	0.085995
training	0.066853	0.124908	0.074127	0.095008	0.081258	0.068410	0.092581	0.085977	0.098537	0.087443	0.054463	0.070434
his	0.070133	0.103219	0.102984	0.068102	0.064315	0.078307	0.103028	0.075270	0.081482	0.082580	0.079791	0.090789
horse	0.109817	0.095027	0.056922	0.071322	0.061960	0.085752	0.083215	0.088053	0.107225	0.088716	0.057484	0.094506
for	0.087790	0.074636	0.060633	0.058406	0.108773	0.064780	0.110435	0.081748	0.085326	0.111960	0.070814	0.084700
a	0.055793	0.100720	0.098066	0.080057	0.078005	0.084544	0.114693	0.091987	0.085984	0.092885	0.060102	0.057164
competition	0.062600	0.114591	0.064149	0.064687	0.068398	0.069705	0.078204	0.092926	0.111712	0.132391	0.074948	0.065689
.	0.101370	0.096987	0.092699	0.071297	0.045283	0.080427	0.088109	0.081269	0.114413	0.095161	0.045133	0.087852
[SEP]	0.061020	0.087150	0.100510	0.113920	0.050590	0.123558	0.092468	0.091128	0.085501	0.083206	0.039354	0.071595
