TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.080308	0.073733	0.084234	0.097127	0.096958	0.079606	0.044777	0.099837	0.129674	0.047497	0.051724	0.114524
A	0.077255	0.062054	0.081998	0.067628	0.084314	0.082390	0.075655	0.102278	0.094350	0.079468	0.096898	0.095713
person	0.084639	0.054641	0.089292	0.075976	0.075432	0.087417	0.040145	0.095235	0.131163	0.072136	0.072493	0.121432
is	0.086851	0.055894	0.082688	0.094662	0.095184	0.059903	0.041307	0.095320	0.106843	0.084859	0.065458	0.131032
training	0.088151	0.086837	0.084021	0.074735	0.077821	0.087266	0.045335	0.080179	0.108492	0.084859	0.079921	0.102380
his	0.043202	0.062081	0.100873	0.081932	0.072012	0.111779	0.053524	0.088131	0.084901	0.098688	0.069243	0.133634
horse	0.065296	0.079114	0.092519	0.076419	0.065282	0.093519	0.071985	0.076888	0.089681	0.076247	0.090295	0.122757
for	0.066149	0.074636	0.093619	0.070168	0.080904	0.095080	0.046488	0.087610	0.108373	0.059712	0.079341	0.137919
a	0.078317	0.059908	0.087443	0.088527	0.085616	0.083193	0.057017	0.094728	0.109250	0.075695	0.061481	0.118825
competition	0.081884	0.064288	0.067472	0.106448	0.074035	0.057298	0.051319	0.107367	0.101186	0.071694	0.080083	0.136927
.	0.062321	0.076602	0.073345	0.109976	0.094332	0.077134	0.059627	0.105577	0.081530	0.067737	0.064611	0.127209
[SEP]	0.090347	0.063450	0.057609	0.107623	0.069915	0.088307	0.036029	0.097945	0.133416	0.065315	0.073345	0.116700
