TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.054881	0.060014	0.068803	0.049015	0.078913	0.104877	0.136468	0.069349	0.098440	0.110174	0.088430	0.080636
A	0.066438	0.062382	0.073059	0.064515	0.105627	0.089105	0.120825	0.065011	0.063254	0.123735	0.063672	0.102376
person	0.076919	0.080133	0.099161	0.065396	0.109405	0.095149	0.077869	0.071686	0.076487	0.102246	0.075199	0.070349
is	0.076749	0.062696	0.055210	0.070289	0.102440	0.107457	0.098190	0.070407	0.101766	0.113764	0.062571	0.078460
training	0.069237	0.077592	0.088156	0.041138	0.124248	0.063140	0.080445	0.059048	0.157955	0.104504	0.066134	0.068402
his	0.076401	0.055014	0.066557	0.066266	0.132980	0.071525	0.105746	0.057819	0.110234	0.108152	0.048929	0.100376
horse	0.050008	0.085971	0.056787	0.091703	0.087718	0.113318	0.102199	0.071910	0.063389	0.114322	0.070918	0.091757
for	0.051093	0.057277	0.079802	0.078926	0.147781	0.096851	0.109043	0.048396	0.101115	0.103710	0.058386	0.067621
a	0.062961	0.068248	0.066281	0.057973	0.087568	0.080313	0.098163	0.077905	0.139404	0.122110	0.059336	0.079740
competition	0.069909	0.052711	0.060135	0.056486	0.159573	0.089572	0.101240	0.053080	0.094996	0.125244	0.057563	0.079490
.	0.043463	0.060975	0.073759	0.068616	0.105608	0.096753	0.118066	0.063170	0.104948	0.108686	0.065225	0.090731
[SEP]	0.056501	0.061450	0.073850	0.049925	0.155435	0.101818	0.108356	0.059464	0.098422	0.107954	0.047834	0.078990
