TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.065569	0.072898	0.098854	0.082335	0.056694	0.104735	0.063813	0.105423	0.053220	0.073184	0.124827	0.098448
A	0.096521	0.071070	0.096412	0.104819	0.056525	0.107769	0.036337	0.074051	0.059167	0.093989	0.105469	0.097871
person	0.065684	0.087312	0.091744	0.081838	0.062342	0.106613	0.066945	0.075981	0.086462	0.089160	0.087881	0.098039
is	0.102869	0.086388	0.070390	0.095587	0.070486	0.077075	0.087113	0.104878	0.066564	0.069819	0.080053	0.088780
training	0.089648	0.094442	0.080029	0.075659	0.069943	0.097038	0.062447	0.076244	0.076841	0.076779	0.094701	0.106228
his	0.102576	0.095964	0.095173	0.094014	0.070950	0.090038	0.058015	0.086399	0.066316	0.099801	0.065803	0.074952
horse	0.121718	0.080446	0.078348	0.076399	0.071689	0.086254	0.056145	0.102649	0.070524	0.063920	0.082471	0.109436
for	0.095235	0.079048	0.091876	0.065667	0.062512	0.083880	0.071952	0.093850	0.080197	0.080214	0.106821	0.088749
a	0.087473	0.092171	0.094639	0.073799	0.070266	0.092194	0.094014	0.081033	0.073284	0.066767	0.083848	0.090513
competition	0.091587	0.065040	0.114509	0.080184	0.074235	0.102091	0.080319	0.089019	0.059812	0.077592	0.091195	0.074415
.	0.077002	0.100781	0.076215	0.088474	0.067920	0.086400	0.072439	0.098274	0.084192	0.071723	0.068949	0.107631
[SEP]	0.117133	0.078000	0.083780	0.084639	0.057551	0.082229	0.072855	0.105757	0.084521	0.070976	0.063867	0.098692
