TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.069653	0.092763	0.093611	0.080124	0.077105	0.086724	0.090217	0.089226	0.043481	0.092900	0.092697	0.091498
A	0.065964	0.067904	0.084051	0.072537	0.093587	0.086983	0.085711	0.087948	0.040770	0.113422	0.113308	0.087816
person	0.056342	0.076551	0.089715	0.098235	0.087684	0.093909	0.068526	0.083326	0.056222	0.116482	0.091440	0.081567
is	0.084232	0.104963	0.101291	0.086176	0.073389	0.085765	0.098238	0.061267	0.051951	0.087367	0.087590	0.077771
training	0.063227	0.083667	0.086163	0.091473	0.079975	0.077988	0.084542	0.097391	0.059169	0.094241	0.081510	0.100654
his	0.067417	0.097762	0.069624	0.070327	0.070387	0.099812	0.079835	0.085433	0.049707	0.108146	0.095174	0.106376
horse	0.063962	0.083979	0.103155	0.083152	0.079535	0.081792	0.093424	0.069989	0.049272	0.094309	0.077188	0.120241
for	0.068288	0.079251	0.086761	0.081106	0.081703	0.105121	0.103350	0.082424	0.072359	0.086500	0.068152	0.084983
a	0.076203	0.096781	0.080398	0.087028	0.089905	0.086166	0.084500	0.077044	0.052451	0.112156	0.074394	0.082974
competition	0.093504	0.102953	0.104813	0.088592	0.083435	0.097014	0.079052	0.073611	0.049127	0.089247	0.072489	0.066163
.	0.060190	0.070656	0.112552	0.089610	0.081207	0.095457	0.091136	0.072689	0.046985	0.107584	0.061325	0.110609
[SEP]	0.070134	0.089078	0.084993	0.087337	0.086767	0.087799	0.103859	0.079517	0.052145	0.104005	0.071972	0.082392
