TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.081310	0.095578	0.056887	0.063252	0.064304	0.110108	0.081111	0.085001	0.069393	0.084820	0.104713	0.103522
A	0.078091	0.099180	0.066154	0.078053	0.069398	0.079285	0.099688	0.081408	0.058798	0.080933	0.104513	0.104499
person	0.087063	0.092157	0.077276	0.086924	0.075740	0.076084	0.088240	0.066281	0.062020	0.122804	0.101088	0.064323
is	0.134039	0.093089	0.056426	0.094975	0.067520	0.060793	0.107162	0.047321	0.071721	0.044435	0.126785	0.095733
training	0.071314	0.099798	0.074655	0.085519	0.054756	0.097548	0.106729	0.091209	0.061338	0.106860	0.087369	0.062906
his	0.083223	0.094765	0.053699	0.065270	0.060173	0.088304	0.065241	0.085845	0.083834	0.104704	0.099863	0.115079
horse	0.114233	0.089529	0.074125	0.087882	0.051219	0.079979	0.104118	0.085586	0.064289	0.089371	0.098821	0.060848
for	0.109171	0.093246	0.051885	0.095345	0.089624	0.062275	0.095168	0.055936	0.055782	0.082864	0.110427	0.098278
a	0.082388	0.103732	0.058662	0.082994	0.053177	0.075838	0.093549	0.102061	0.069878	0.093983	0.103164	0.080573
competition	0.072241	0.115156	0.071838	0.066031	0.054734	0.063733	0.105248	0.062248	0.067546	0.103746	0.095106	0.122373
.	0.062394	0.113972	0.077745	0.079285	0.051289	0.070899	0.097946	0.076908	0.069338	0.092230	0.127179	0.080817
[SEP]	0.055556	0.097038	0.063280	0.062394	0.050563	0.113775	0.145329	0.077701	0.063329	0.098209	0.077966	0.094860
