TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.095623	0.116453	0.085341	0.085180	0.085963	0.051310	0.106825	0.074591	0.057181	0.088863	0.080019	0.072652
A	0.078893	0.104973	0.067993	0.080322	0.104911	0.073538	0.092206	0.063193	0.056942	0.093972	0.107931	0.075127
person	0.107043	0.106903	0.059413	0.072386	0.107160	0.070765	0.087564	0.070040	0.064312	0.086300	0.098052	0.070062
is	0.109661	0.075929	0.099127	0.060450	0.132466	0.063401	0.075835	0.070812	0.059774	0.072282	0.100180	0.080084
training	0.076166	0.083910	0.086002	0.076231	0.081820	0.059740	0.086658	0.093054	0.082597	0.080011	0.111960	0.081852
his	0.086087	0.090029	0.109802	0.084341	0.086421	0.053736	0.083907	0.070106	0.054836	0.097023	0.112053	0.071660
horse	0.087055	0.064582	0.089702	0.091392	0.084157	0.060904	0.076433	0.072227	0.065752	0.127150	0.100179	0.080467
for	0.101974	0.088332	0.061697	0.077964	0.100333	0.087689	0.089646	0.072734	0.060302	0.066716	0.104077	0.088537
a	0.098389	0.061199	0.068103	0.103223	0.068671	0.041695	0.096128	0.106207	0.079681	0.061180	0.125988	0.089537
competition	0.107338	0.077852	0.059786	0.086605	0.108474	0.049608	0.089917	0.086789	0.064185	0.086029	0.108340	0.075079
.	0.067708	0.101534	0.070998	0.092744	0.089108	0.056862	0.077227	0.078142	0.078447	0.098408	0.113777	0.075045
[SEP]	0.086503	0.109679	0.074862	0.075515	0.088894	0.062449	0.087748	0.102857	0.106423	0.074107	0.072831	0.058134
