TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.058071	0.073890	0.093228	0.038438	0.097687	0.088765	0.107156	0.068592	0.083669	0.058353	0.122417	0.109735
A	0.064668	0.104193	0.091635	0.060553	0.052038	0.080199	0.116940	0.069806	0.088030	0.062316	0.088065	0.121556
person	0.061213	0.099508	0.071614	0.065079	0.056282	0.073735	0.108935	0.090403	0.073289	0.061200	0.134395	0.104349
is	0.056915	0.066685	0.098878	0.063537	0.098126	0.059397	0.087197	0.092649	0.090355	0.065714	0.119849	0.100699
training	0.045298	0.079649	0.057225	0.051342	0.091862	0.069333	0.105166	0.093327	0.129152	0.069775	0.127958	0.079914
his	0.060952	0.087699	0.073784	0.065956	0.089186	0.066496	0.090300	0.095021	0.099783	0.075666	0.102307	0.092852
horse	0.055916	0.060589	0.082871	0.057630	0.077113	0.085285	0.140102	0.119951	0.089915	0.066140	0.094810	0.069678
for	0.054536	0.078472	0.065744	0.051869	0.057331	0.088755	0.096736	0.093095	0.089401	0.093698	0.101208	0.129154
a	0.066442	0.054746	0.111325	0.053936	0.092372	0.079125	0.092640	0.065222	0.070034	0.074669	0.131047	0.108442
competition	0.065102	0.069109	0.092990	0.060676	0.086379	0.084874	0.069813	0.087605	0.099499	0.089478	0.110229	0.084244
.	0.078001	0.074013	0.123201	0.047883	0.082374	0.076448	0.091254	0.076635	0.082191	0.079461	0.099934	0.088604
[SEP]	0.078046	0.076751	0.077180	0.065663	0.094036	0.075290	0.108891	0.068647	0.087535	0.067777	0.117460	0.082724
