TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.082800	0.134020	0.085724	0.072463	0.076838	0.124346	0.052250	0.091464	0.081869	0.066481	0.066485	0.065258
A	0.059735	0.092318	0.079657	0.073150	0.090681	0.103447	0.063314	0.094097	0.152204	0.056598	0.054286	0.080512
person	0.076560	0.125331	0.114032	0.087464	0.073826	0.065906	0.051032	0.117283	0.087776	0.067344	0.053187	0.080258
is	0.080541	0.104333	0.080571	0.102798	0.096368	0.113223	0.049796	0.082796	0.115056	0.053378	0.049397	0.071743
training	0.066555	0.111786	0.100364	0.072210	0.072822	0.076754	0.070444	0.107757	0.110420	0.058719	0.084094	0.068076
his	0.081480	0.121589	0.118307	0.071617	0.079135	0.084690	0.070110	0.091768	0.066795	0.062511	0.076543	0.075454
horse	0.061856	0.093046	0.087163	0.059582	0.090468	0.081624	0.084588	0.108198	0.103372	0.078042	0.087177	0.064885
for	0.066872	0.093319	0.099387	0.078995	0.061167	0.116734	0.084427	0.098021	0.090390	0.065348	0.069918	0.075420
a	0.073063	0.087533	0.109928	0.107397	0.077534	0.094870	0.072852	0.094512	0.082086	0.079143	0.056922	0.064160
competition	0.113295	0.091755	0.101830	0.085853	0.066135	0.086614	0.064819	0.094202	0.072752	0.063011	0.070686	0.089049
.	0.084244	0.110493	0.095995	0.081944	0.066777	0.095124	0.077297	0.098973	0.084398	0.078319	0.044573	0.081863
[SEP]	0.065870	0.091555	0.121032	0.070066	0.072714	0.086492	0.078286	0.111685	0.100202	0.066469	0.059190	0.076441
