TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.143751	0.073636	0.079316	0.061805	0.057069	0.075674	0.074896	0.091282	0.064745	0.063382	0.125884	0.088559
A	0.087005	0.099489	0.089683	0.053705	0.078207	0.070872	0.066326	0.085459	0.057607	0.091763	0.117384	0.102499
person	0.090877	0.087655	0.079848	0.080739	0.087830	0.083256	0.079870	0.073496	0.083798	0.076711	0.107675	0.068244
is	0.085673	0.082350	0.095273	0.057008	0.088385	0.083835	0.072449	0.080632	0.077237	0.065525	0.139549	0.072085
training	0.097149	0.102544	0.088251	0.067302	0.075240	0.090768	0.052149	0.089492	0.082716	0.083223	0.100919	0.070248
his	0.112145	0.092919	0.078719	0.073146	0.073318	0.073700	0.086318	0.075318	0.079863	0.075172	0.109749	0.069632
horse	0.117533	0.089158	0.075267	0.058375	0.077281	0.083384	0.086042	0.070632	0.067259	0.064687	0.121270	0.089112
for	0.100014	0.102545	0.092175	0.069562	0.065082	0.088289	0.062817	0.084903	0.077300	0.075115	0.105472	0.076726
a	0.095903	0.104312	0.076509	0.061290	0.075302	0.083459	0.065926	0.084027	0.085851	0.071561	0.114392	0.081467
competition	0.088744	0.098815	0.074437	0.049910	0.076276	0.107847	0.060663	0.073939	0.071909	0.071581	0.142016	0.083862
.	0.108333	0.095969	0.089357	0.062586	0.082497	0.074367	0.070538	0.088265	0.068448	0.080104	0.101687	0.077849
[SEP]	0.099359	0.101120	0.085079	0.060977	0.082534	0.089448	0.063264	0.075621	0.081482	0.070750	0.125397	0.064968
