TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.085387	0.086514	0.086502	0.088966	0.071475	0.105628	0.071484	0.088969	0.082762	0.056791	0.088567	0.086956
A	0.078278	0.135638	0.090051	0.085263	0.060045	0.101087	0.085171	0.086901	0.066554	0.057344	0.080820	0.072848
person	0.068481	0.139462	0.075218	0.091523	0.072831	0.085880	0.119828	0.096451	0.067847	0.065502	0.052055	0.064922
is	0.078356	0.103988	0.081674	0.111966	0.046221	0.091540	0.085215	0.119724	0.071732	0.058554	0.081426	0.069605
training	0.065670	0.135572	0.071393	0.076849	0.084184	0.091591	0.114014	0.087396	0.063653	0.053804	0.087038	0.068836
his	0.058840	0.108098	0.065076	0.097566	0.085059	0.109861	0.074611	0.059362	0.097480	0.069305	0.076840	0.097903
horse	0.080316	0.124782	0.075372	0.082978	0.067459	0.083579	0.086617	0.086824	0.096362	0.073602	0.074713	0.067396
for	0.079292	0.108758	0.079212	0.072741	0.067155	0.069056	0.097329	0.106172	0.083366	0.068444	0.076974	0.091500
a	0.076866	0.090609	0.080613	0.067357	0.094116	0.090265	0.076573	0.085509	0.073423	0.093743	0.081853	0.089071
competition	0.080985	0.111191	0.097167	0.093464	0.063759	0.074968	0.075730	0.082354	0.105178	0.088098	0.063452	0.063654
.	0.081372	0.082101	0.059409	0.073572	0.075224	0.074700	0.073793	0.126671	0.050788	0.088923	0.084037	0.129411
[SEP]	0.080570	0.083831	0.062281	0.081007	0.077735	0.070453	0.100134	0.084543	0.106298	0.077485	0.093938	0.081723
