TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.095307	0.073000	0.103203	0.128450	0.068104	0.095112	0.061056	0.090435	0.081301	0.084903	0.065466	0.053663
A	0.079026	0.075890	0.086239	0.096218	0.094524	0.081623	0.068541	0.083606	0.113289	0.087803	0.060698	0.072545
person	0.083847	0.058279	0.062664	0.083181	0.098332	0.077733	0.081113	0.075016	0.116726	0.083985	0.095319	0.083804
is	0.060435	0.067292	0.081247	0.104795	0.081672	0.089307	0.063160	0.069113	0.111577	0.122311	0.082933	0.066156
training	0.082805	0.080121	0.087320	0.084836	0.088760	0.083016	0.075715	0.074192	0.111233	0.097544	0.074510	0.059947
his	0.098763	0.083265	0.104581	0.104118	0.064394	0.086645	0.087686	0.085145	0.068335	0.081600	0.065177	0.070290
horse	0.071788	0.069643	0.111949	0.103996	0.081630	0.084737	0.077656	0.078388	0.075777	0.099816	0.069955	0.074666
for	0.072996	0.078741	0.078276	0.091972	0.071977	0.099039	0.073894	0.084130	0.087482	0.113716	0.073034	0.074743
a	0.061471	0.061724	0.093393	0.094639	0.110937	0.068972	0.085285	0.093152	0.084733	0.085919	0.098763	0.061014
competition	0.080116	0.084455	0.106440	0.085403	0.079081	0.079210	0.088491	0.086978	0.110143	0.079925	0.056301	0.063455
.	0.085149	0.071852	0.105855	0.073244	0.070710	0.084474	0.101972	0.068374	0.099821	0.082945	0.078869	0.076735
[SEP]	0.073767	0.082311	0.108749	0.069319	0.074293	0.075375	0.090025	0.082808	0.078030	0.095495	0.081094	0.088734
