TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.094780	0.090823	0.093642	0.070939	0.117899	0.063457	0.056913	0.091619	0.068478	0.096724	0.098616	0.056110
A	0.100700	0.066331	0.090067	0.074486	0.138686	0.105080	0.061678	0.080701	0.064344	0.073506	0.089539	0.054883
person	0.095110	0.095531	0.071127	0.076817	0.113949	0.085316	0.076592	0.089802	0.053774	0.063862	0.127045	0.051075
is	0.069919	0.091526	0.093367	0.097244	0.098037	0.088479	0.053580	0.077884	0.073559	0.100157	0.094820	0.061427
training	0.052480	0.107057	0.069208	0.108544	0.111535	0.082485	0.074073	0.071988	0.073533	0.087941	0.084105	0.077052
his	0.071935	0.096904	0.077550	0.087786	0.130910	0.085470	0.067309	0.080772	0.075932	0.086394	0.082144	0.056894
horse	0.101313	0.065173	0.108503	0.090190	0.121749	0.085512	0.068060	0.077936	0.054928	0.075740	0.089075	0.061821
for	0.074642	0.066218	0.071686	0.064069	0.135438	0.080513	0.064453	0.095171	0.083099	0.084446	0.100117	0.080146
a	0.058099	0.120628	0.073181	0.091039	0.096700	0.103111	0.070680	0.079352	0.059083	0.085558	0.078282	0.084287
competition	0.064286	0.093878	0.078014	0.084173	0.086687	0.109478	0.060490	0.058358	0.096451	0.096324	0.094885	0.076976
.	0.087244	0.082880	0.116397	0.073675	0.093347	0.110740	0.053228	0.059183	0.083330	0.100168	0.082077	0.057730
[SEP]	0.068612	0.073646	0.092087	0.084953	0.114818	0.105211	0.058443	0.069084	0.085865	0.074410	0.104644	0.068226
