TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.101940	0.076188	0.061678	0.077331	0.074471	0.097362	0.106518	0.069311	0.076157	0.101514	0.081994	0.075537
A	0.087788	0.081686	0.076575	0.070748	0.068591	0.105180	0.082747	0.099689	0.063839	0.090044	0.091705	0.081408
person	0.117550	0.073449	0.107350	0.054661	0.122262	0.076462	0.072134	0.076153	0.073983	0.076077	0.101949	0.047971
is	0.072725	0.087504	0.077309	0.061686	0.073000	0.089464	0.099032	0.083950	0.100497	0.086666	0.076584	0.091582
training	0.078783	0.093737	0.094330	0.076673	0.077496	0.102577	0.093056	0.099068	0.072510	0.057287	0.089733	0.064749
his	0.087980	0.100919	0.084080	0.079034	0.055504	0.100983	0.092015	0.077390	0.068772	0.069476	0.108119	0.075729
horse	0.069934	0.109152	0.068836	0.122512	0.062972	0.087550	0.074509	0.077856	0.089380	0.064300	0.103739	0.069260
for	0.078197	0.082909	0.097070	0.078614	0.078222	0.099059	0.073439	0.084606	0.071225	0.098971	0.066504	0.091185
a	0.071829	0.071368	0.064312	0.093900	0.117114	0.095759	0.080821	0.067789	0.131689	0.060962	0.070753	0.073705
competition	0.077248	0.073308	0.130786	0.071039	0.101536	0.096008	0.068297	0.076452	0.070377	0.090613	0.078010	0.066324
.	0.099396	0.116492	0.061990	0.064274	0.077498	0.085372	0.115674	0.079370	0.060756	0.081512	0.081745	0.075921
[SEP]	0.067409	0.089706	0.107115	0.088500	0.073693	0.066548	0.069447	0.108418	0.072874	0.079308	0.103097	0.073885
