TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.061231	0.105819	0.069652	0.078368	0.066093	0.075013	0.146113	0.076322	0.091271	0.055073	0.085715	0.089330
A	0.052327	0.107490	0.090711	0.121696	0.061380	0.102575	0.085704	0.077690	0.081107	0.060625	0.062504	0.096190
person	0.057924	0.116119	0.062302	0.087754	0.090313	0.089410	0.079451	0.062174	0.082382	0.081761	0.109483	0.080927
is	0.094173	0.087476	0.061666	0.106200	0.052599	0.072841	0.090996	0.084472	0.112794	0.074397	0.085943	0.076442
training	0.074512	0.103768	0.075372	0.094952	0.069180	0.063995	0.100011	0.082000	0.067179	0.079099	0.076149	0.113783
his	0.090559	0.083251	0.084013	0.137212	0.056298	0.056416	0.101343	0.060486	0.070194	0.097328	0.075758	0.087141
horse	0.065077	0.116338	0.076339	0.099043	0.075206	0.092265	0.094751	0.072275	0.066709	0.074421	0.088457	0.079120
for	0.055763	0.102441	0.076475	0.094176	0.066655	0.057901	0.081255	0.076630	0.083171	0.100266	0.096738	0.108527
a	0.058330	0.102354	0.075353	0.083417	0.067023	0.073462	0.094722	0.073465	0.109520	0.084367	0.067767	0.110219
competition	0.083503	0.081646	0.058764	0.109864	0.074814	0.068664	0.113493	0.075627	0.078182	0.089751	0.078030	0.087662
.	0.052334	0.106483	0.106230	0.105885	0.076031	0.082325	0.132153	0.078178	0.081023	0.063118	0.049040	0.067200
[SEP]	0.066779	0.097072	0.078456	0.140126	0.042899	0.075549	0.068668	0.079936	0.095080	0.094352	0.046009	0.115072
