TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.081677	0.070126	0.133917	0.084908	0.098223	0.061221	0.064129	0.075311	0.081583	0.078759	0.092037	0.078108
A	0.074016	0.098464	0.122777	0.069214	0.122971	0.066683	0.080167	0.071035	0.080548	0.087758	0.066022	0.060346
person	0.069555	0.102953	0.145777	0.077054	0.079215	0.073251	0.077216	0.080736	0.060844	0.089680	0.067827	0.075891
is	0.073015	0.077616	0.088984	0.065599	0.099504	0.073643	0.082183	0.082230	0.091902	0.086350	0.093857	0.085117
training	0.089789	0.117525	0.091257	0.073692	0.089113	0.079701	0.087575	0.079484	0.116188	0.043305	0.072120	0.060251
his	0.063844	0.107614	0.082472	0.064251	0.116642	0.080458	0.059884	0.098566	0.107830	0.066953	0.097077	0.054409
horse	0.083015	0.068211	0.097752	0.093103	0.090351	0.102728	0.092287	0.058228	0.097611	0.064266	0.084188	0.068260
for	0.108413	0.077090	0.078241	0.094976	0.089637	0.094762	0.094158	0.074449	0.093634	0.066221	0.070442	0.057977
a	0.101459	0.121761	0.080994	0.081406	0.085630	0.086417	0.083593	0.057013	0.091794	0.075002	0.073389	0.061544
competition	0.092368	0.090176	0.125290	0.061672	0.093633	0.076090	0.079606	0.095900	0.081730	0.068270	0.065685	0.069582
.	0.099862	0.064009	0.100365	0.046364	0.098602	0.119652	0.074371	0.075601	0.089775	0.057401	0.094325	0.079673
[SEP]	0.067734	0.126421	0.089855	0.069748	0.100346	0.097512	0.059226	0.080917	0.071987	0.087551	0.084397	0.064307
