TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.072889	0.077875	0.074053	0.093028	0.107428	0.064880	0.087014	0.082071	0.080406	0.078751	0.114105	0.067500
A	0.081494	0.085212	0.044894	0.117700	0.114477	0.062684	0.076428	0.067806	0.070017	0.091027	0.121095	0.067166
person	0.113844	0.101268	0.063144	0.078858	0.100339	0.072765	0.088964	0.067083	0.070333	0.086980	0.096390	0.060031
is	0.073222	0.077383	0.067622	0.124724	0.120556	0.058722	0.077110	0.058008	0.083065	0.095697	0.096916	0.066976
training	0.076644	0.077625	0.071269	0.080800	0.086963	0.059190	0.109761	0.074884	0.091998	0.080556	0.113700	0.076610
his	0.072596	0.123827	0.046293	0.112578	0.098718	0.078592	0.062755	0.081738	0.073460	0.095364	0.098227	0.055851
horse	0.069681	0.112756	0.074833	0.106470	0.094988	0.073394	0.054984	0.082242	0.071179	0.093480	0.103620	0.062373
for	0.072523	0.080280	0.066109	0.108605	0.074770	0.085803	0.074619	0.080902	0.088982	0.073908	0.113720	0.079780
a	0.090125	0.068475	0.095005	0.084696	0.139557	0.074220	0.074105	0.065262	0.071520	0.076793	0.096139	0.064103
competition	0.087421	0.083775	0.055119	0.115606	0.108043	0.070772	0.076285	0.064915	0.070464	0.112111	0.098675	0.056814
.	0.074737	0.082789	0.073595	0.109044	0.103432	0.068448	0.092516	0.075030	0.071107	0.074444	0.110295	0.064564
[SEP]	0.084672	0.091555	0.057215	0.084141	0.078640	0.060235	0.079499	0.072019	0.093668	0.115513	0.113440	0.069402
