TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.098349	0.057267	0.113642	0.072673	0.084562	0.122862	0.092958	0.061634	0.101992	0.076305	0.051288	0.066468
A	0.105804	0.067824	0.089721	0.079121	0.074638	0.120269	0.071856	0.083958	0.067395	0.087742	0.054539	0.097133
person	0.096619	0.062770	0.056207	0.067631	0.081386	0.101657	0.134187	0.075351	0.085275	0.091856	0.050314	0.096747
is	0.093553	0.085296	0.080493	0.073959	0.074103	0.111418	0.092277	0.098564	0.067995	0.086937	0.058529	0.076877
training	0.092999	0.087179	0.083187	0.093546	0.070990	0.138928	0.079096	0.055652	0.061325	0.093363	0.068870	0.074863
his	0.096618	0.076084	0.072243	0.067193	0.098554	0.134846	0.088129	0.074984	0.076502	0.072951	0.067854	0.074040
horse	0.120410	0.084842	0.090122	0.060131	0.083895	0.114556	0.095849	0.079839	0.065581	0.064783	0.071231	0.068761
for	0.114584	0.090389	0.086251	0.071528	0.063513	0.127025	0.091326	0.089989	0.069844	0.078556	0.042998	0.073997
a	0.086350	0.063352	0.066186	0.074146	0.111204	0.129244	0.075851	0.056067	0.068500	0.087654	0.076861	0.104585
competition	0.102802	0.052837	0.069159	0.060196	0.091504	0.128119	0.106281	0.073281	0.072374	0.062119	0.064873	0.116455
.	0.096895	0.084454	0.069994	0.089089	0.070129	0.114106	0.093393	0.072417	0.076809	0.084448	0.067114	0.081151
[SEP]	0.108931	0.086874	0.060516	0.084646	0.072217	0.133187	0.089960	0.086041	0.055559	0.076897	0.070438	0.074734
