TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.091805	0.086295	0.065852	0.109117	0.091734	0.091767	0.053639	0.054867	0.062805	0.077002	0.118348	0.096767
A	0.070276	0.101426	0.079925	0.114451	0.080406	0.092902	0.060272	0.094901	0.065867	0.096158	0.087878	0.055538
person	0.142428	0.057174	0.070512	0.120382	0.067626	0.064955	0.047594	0.060142	0.097766	0.087988	0.096406	0.087026
is	0.087037	0.065222	0.111241	0.094604	0.090334	0.057974	0.066326	0.103750	0.067733	0.114087	0.077203	0.064489
training	0.128294	0.072031	0.084609	0.086580	0.091159	0.079833	0.081736	0.071851	0.060076	0.078540	0.073225	0.092067
his	0.076447	0.111290	0.107968	0.101804	0.081736	0.067442	0.080823	0.063400	0.079598	0.089074	0.058078	0.082340
horse	0.126373	0.080166	0.109210	0.096855	0.092890	0.065797	0.061159	0.066814	0.077060	0.078372	0.060754	0.084548
for	0.111648	0.058776	0.075377	0.097474	0.076934	0.077033	0.060825	0.103907	0.082791	0.089023	0.092281	0.073933
a	0.091744	0.092709	0.067117	0.112513	0.100188	0.057747	0.057620	0.075511	0.079840	0.124335	0.078562	0.062113
competition	0.093191	0.069724	0.092357	0.085303	0.097721	0.059991	0.093203	0.069922	0.072170	0.091730	0.068546	0.106143
.	0.101372	0.059106	0.081345	0.092961	0.105842	0.071962	0.050453	0.072065	0.073962	0.104536	0.090177	0.096218
[SEP]	0.083084	0.080286	0.075053	0.107146	0.057372	0.089500	0.057382	0.058132	0.087689	0.094532	0.094051	0.115772
