TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.099251	0.123636	0.084582	0.066260	0.094831	0.105669	0.095170	0.061429	0.051873	0.078143	0.080461	0.058695
A	0.106568	0.089190	0.085104	0.060806	0.076635	0.137278	0.081674	0.059571	0.063455	0.074718	0.088787	0.076212
person	0.085977	0.120564	0.069720	0.118284	0.092008	0.086856	0.095107	0.084453	0.057786	0.050708	0.085646	0.052889
is	0.102418	0.118101	0.082722	0.077990	0.069909	0.143097	0.098965	0.061088	0.054180	0.066000	0.074218	0.051312
training	0.072140	0.100096	0.070715	0.079698	0.098654	0.098081	0.065862	0.081429	0.061398	0.096492	0.092554	0.082881
his	0.107272	0.090488	0.073213	0.058153	0.085979	0.100044	0.068512	0.093798	0.082102	0.073595	0.099886	0.066957
horse	0.082313	0.087956	0.082944	0.079946	0.105211	0.080170	0.060104	0.087895	0.057482	0.098813	0.101363	0.075803
for	0.081391	0.082930	0.089313	0.082673	0.089180	0.092483	0.093932	0.073084	0.057791	0.097415	0.076575	0.083233
a	0.089339	0.109801	0.087172	0.082403	0.071891	0.115272	0.089894	0.065243	0.080633	0.078157	0.073573	0.056622
competition	0.080411	0.103131	0.095781	0.086838	0.086798	0.079141	0.071832	0.099452	0.054077	0.069344	0.085260	0.087935
.	0.113804	0.118762	0.084728	0.091605	0.085437	0.098572	0.061545	0.070649	0.054689	0.058214	0.103745	0.058248
[SEP]	0.075186	0.086362	0.071696	0.072441	0.135076	0.076128	0.070238	0.066457	0.061912	0.130536	0.080141	0.073825
