TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.059244	0.082102	0.092948	0.082853	0.066624	0.053997	0.068849	0.096608	0.063005	0.090649	0.097286	0.145836
A	0.047306	0.086853	0.059250	0.078121	0.074546	0.085305	0.091612	0.099798	0.070965	0.100225	0.075258	0.130760
person	0.070895	0.056889	0.083394	0.119663	0.083244	0.071381	0.065051	0.097806	0.064591	0.108253	0.067811	0.111021
is	0.047116	0.068738	0.102572	0.082142	0.077554	0.056540	0.071980	0.124080	0.054721	0.085507	0.077689	0.151362
training	0.073854	0.073648	0.082027	0.098347	0.064664	0.052699	0.077955	0.098123	0.078147	0.094456	0.100376	0.105705
his	0.071653	0.075749	0.088555	0.078120	0.059285	0.058303	0.062421	0.102513	0.069250	0.118919	0.086287	0.128946
horse	0.055038	0.074167	0.104608	0.070011	0.078484	0.074217	0.082576	0.101449	0.055848	0.089449	0.099290	0.114861
for	0.064261	0.075728	0.103665	0.080942	0.076145	0.057261	0.085152	0.084546	0.077241	0.101887	0.083678	0.109494
a	0.065283	0.065098	0.089252	0.080657	0.074166	0.061031	0.062168	0.089135	0.063716	0.108095	0.103148	0.138252
competition	0.081368	0.073894	0.083674	0.103436	0.066456	0.052350	0.065814	0.090886	0.061255	0.103334	0.106265	0.111269
.	0.051743	0.063312	0.123298	0.095880	0.075894	0.071488	0.076776	0.098471	0.060141	0.096683	0.088718	0.097596
[SEP]	0.074160	0.086997	0.079917	0.094132	0.051142	0.051094	0.059887	0.085304	0.067407	0.110480	0.142918	0.096560
