TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.070649	0.078654	0.065812	0.077948	0.090580	0.075465	0.079307	0.074208	0.117928	0.075341	0.072683	0.121426
A	0.069036	0.052513	0.089000	0.048022	0.118196	0.079648	0.087857	0.050135	0.077671	0.079231	0.140699	0.107992
person	0.106705	0.065200	0.052116	0.082666	0.112784	0.079011	0.078528	0.059652	0.098279	0.091410	0.075972	0.097677
is	0.060906	0.089572	0.068844	0.065094	0.134643	0.077740	0.072180	0.045340	0.087485	0.116187	0.090501	0.091507
training	0.085357	0.065396	0.083812	0.048417	0.126244	0.089343	0.073531	0.060809	0.068328	0.093851	0.112546	0.092366
his	0.061713	0.078851	0.100479	0.076197	0.105135	0.088195	0.075940	0.054893	0.072829	0.076245	0.095446	0.114077
horse	0.075142	0.078538	0.083879	0.088952	0.088896	0.083976	0.054999	0.048671	0.077064	0.114405	0.099263	0.106215
for	0.065103	0.066167	0.095126	0.042560	0.101230	0.109815	0.073630	0.057576	0.090439	0.090050	0.109795	0.098509
a	0.068626	0.082323	0.099530	0.052243	0.116773	0.083170	0.075873	0.051327	0.082457	0.084418	0.133956	0.069302
competition	0.100695	0.059654	0.084303	0.059000	0.084089	0.096998	0.072938	0.050751	0.088948	0.101371	0.141096	0.060158
.	0.081125	0.093501	0.075071	0.081789	0.085933	0.065242	0.095228	0.063176	0.070285	0.096274	0.123445	0.068933
[SEP]	0.133867	0.068214	0.060334	0.057548	0.074794	0.081948	0.100802	0.051894	0.098559	0.094368	0.103236	0.074436
